,z0,z1,z2,z3,z4,tout,s,i,t1,t2,sp0,sp1,sp2,sp3,sp4,sp,m,rh
4021,24.009495151,24.0078453788,24.0083326093,24.0104854566,24.0102031144,-0.183333333333,0.0,10247.0590484,24.0093913754,21.7300580684,24.01,24.01,24.01,24.01,24.01,24.01,4.97882569422,53675.6803621
4022,24.0102920991,24.0103730311,24.0086959735,24.0117962448,24.01232986,-0.275,0.0,10247.0590484,24.0105251367,21.759568039,24.01,24.01,24.01,24.01,24.01,24.01,5.04191186687,66829.377673
4023,24.0101947729,24.010797953,24.0096153562,24.0088692803,24.0120806174,-0.366666666667,0.0,10247.0590484,24.0102725094,21.7778968828,24.01,24.01,24.01,24.01,24.01,24.01,5.02670550721,64079.6637519
4024,24.0098990339,24.0101024425,24.0078184987,24.0110132234,24.0109909469,-0.458333333333,0.0,10247.0590484,24.0099546818,21.7852017689,24.01,24.01,24.01,24.01,24.01,24.01,5.02514928301,63869.5149871
4025,24.0095232181,24.0107403616,24.0087384226,24.0115128408,24.007469625,-0.55,0.0,10247.0590484,24.0095419877,21.7869588157,24.01,24.01,24.01,24.01,24.01,24.01,5.02057650371,63727.5286376
4026,24.0090082657,24.0105035326,24.0095583999,24.0108098407,24.0124140102,-0.641666666667,0.0,10247.0590484,24.0097479337,21.7873170538,24.01,24.01,24.01,24.01,24.01,24.01,5.01894347811,63662.6232613
4027,24.0109253142,24.0110409445,24.0083645356,24.0101764154,24.0109619063,-0.733333333333,0.0,10247.0590484,24.0106315522,21.7876462229,24.01,24.01,24.01,24.01,24.01,24.01,5.01720664683,63685.7171212
4028,24.0106907133,24.0103045829,24.0096537991,24.0087152353,24.0087875104,-0.825,0.0,10247.0590484,24.0101622464,21.787575084,24.01,24.01,24.01,24.01,24.01,24.01,5.00951157257,63294.4437491
4029,24.0100909868,24.0104039248,24.0102492359,24.010774612,24.0104241452,-0.916666666667,0.0,10247.0590484,24.0102374568,21.7869203297,24.01,24.01,24.01,24.01,24.01,24.01,5.00806146511,63333.5372527
4030,24.0107271849,24.0094985039,24.0084648714,24.0100041792,24.0100742431,-1.00833333333,0.0,10247.0590484,24.0102586417,21.7856792414,24.01,24.01,24.01,24.01,24.01,24.01,5.00431343672,63230.6974311
4031,24.010231278,24.0095748922,24.0092531719,24.0112903839,24.0110538237,-1.1,0.0,10247.0590484,24.0102659281,21.7841094857,24.01,24.01,24.01,24.01,24.01,24.01,5.00341420049,63138.1467792
4032,24.237154782,24.2358638306,24.2323648329,24.2322708008,24.2300838386,-1.1,0.0,10247.0590484,24.2352752299,21.7854728747,24.25,24.25,24.25,24.25,24.25,24.25,5.14035622942,85576.4890098
4033,24.2495259144,24.2503611728,24.2490403033,24.2480407119,24.2460010498,-1.1,0.0,10247.0590484,24.2490373779,21.8025748186,24.25,24.25,24.25,24.25,24.25,24.25,5.01780045089,61188.1275093
4034,24.2506040482,24.2492506626,24.2518650505,24.2503868138,24.2477407141,-1.1,0.0,10247.0590484,24.2502597475,21.821748557,24.25,24.25,24.25,24.25,24.25,24.25,5.08289432707,73504.7627674
4035,24.2495219195,24.2491677197,24.2501431277,24.24995015,24.2484000371,-1.1,0.0,10247.0590484,24.2494705883,21.829675148,24.25,24.25,24.25,24.25,24.25,24.25,5.07478149317,71369.7430568
4036,24.2494803308,24.2486580477,24.2475607285,24.2498022193,24.250079766,-1.1,0.0,10247.0590484,24.2493249777,21.8267151486,24.25,24.25,24.25,24.25,24.25,24.25,5.07908391274,71648.2976397
4037,24.2503494411,24.2487663455,24.2524018421,24.2494876513,24.2512988301,-1.1,0.0,10247.0590484,24.2503915419,21.8184544304,24.25,24.25,24.25,24.25,24.25,24.25,5.08347227655,72012.3685352
4038,24.251315461,24.249489548,24.2496192682,24.2513165376,24.2511437143,-1.1,0.0,10247.0590484,24.2509675326,21.8090640003,24.25,24.25,24.25,24.25,24.25,24.25,5.08838040469,72313.1939777
4039,24.2496110406,24.2500792821,24.2511078329,24.2520620554,24.2497220997,-1.1,0.0,10247.0590484,24.2500743528,21.799723466,24.25,24.25,24.25,24.25,24.25,24.25,5.09206167697,72522.0461932
4040,24.2492386086,24.2513646793,24.2495265498,24.2507970339,24.2474959164,-1.1,0.0,10247.0590484,24.2494566923,21.7901713675,24.25,24.25,24.25,24.25,24.25,24.25,5.09714260951,72975.471599
4041,24.2498852421,24.2496551209,24.2494324859,24.2483630888,24.2491445737,-1.1,0.0,10247.0590484,24.2495725896,21.7802028184,24.25,24.25,24.25,24.25,24.25,24.25,5.1029682121,73330.2209023
4042,24.2505359624,24.2483605506,24.2488212141,24.2512606047,24.2504690165,-1.1,0.0,10247.0590484,24.250247409,21.7699505265,24.25,24.25,24.25,24.25,24.25,24.25,5.10898448038,73725.9326643
4043,24.2506963394,24.2489531648,24.2501928531,24.2504793614,24.2491684098,-1.1,0.0,10247.0590484,24.2502973144,21.7594558885,24.25,24.25,24.25,24.25,24.25,24.25,5.11172079748,74023.1991535
4044,24.1350155326,24.1346272774,24.1410796458,24.1362382428,24.1401973193,-1.24166666667,0.0,10247.0590484,24.1362159047,21.7475013852,24.13,24.13,24.13,24.13,24.13,24.13,5.04539038834,62682.9163972
4045,24.1307009944,24.1293103151,24.1334983084,24.1328531172,24.1318755496,-1.38333333333,0.0,10247.0590484,24.131190969,21.7283460765,24.13,24.13,24.13,24.13,24.13,24.13,5.11248241464,75720.5996329
4046,24.1302503888,24.130071955,24.1325198656,24.1322406899,24.1289839232,-1.525,0.0,10247.0590484,24.1305201538,21.7086016477,24.13,24.13,24.13,24.13,24.13,24.13,5.07953741645,69501.7589957
4047,24.1303141568,24.1310067692,24.1285048817,24.1320676757,24.1284701477,-1.66666666667,0.0,10247.0590484,24.1302118929,21.6946183388,24.13,24.13,24.13,24.13,24.13,24.13,5.08805611326,70923.4403372
4048,24.1294762355,24.1313344947,24.129702862,24.1304401849,24.1302884025,-1.80833333333,0.0,10247.0590484,24.1298677489,21.6859445739,24.13,24.13,24.13,24.13,24.13,24.13,5.08920239378,71053.6299545
4049,24.1302314513,24.1317273052,24.13065259,24.1277141149,24.129571488,-1.95,0.0,10247.0590484,24.1300657753,21.6798118227,24.13,24.13,24.13,24.13,24.13,24.13,5.09108997696,71268.718308
4050,24.1312106765,24.1283023061,24.1283545822,24.1305475459,24.1297960043,-2.09166666667,0.0,10247.0590484,24.1304480396,21.6743183446,24.13,24.13,24.13,24.13,24.13,24.13,5.09309486735,71373.7260859
4051,24.1313140715,24.1291363853,24.1314786355,24.1299195905,24.1326200934,-2.23333333333,0.0,10247.0590484,24.131105223,21.6686426706,24.13,24.13,24.13,24.13,24.13,24.13,5.09159706813,71483.0850601
4052,24.1304470407,24.1283454114,24.1299811707,24.1295795377,24.1330252523,-2.375,0.0,10247.0590484,24.1303813571,21.6629877538,24.13,24.13,24.13,24.13,24.13,24.13,5.09390125796,71511.4352977
4053,24.1289393945,24.1313164164,24.1285141357,24.1286961251,24.1296848297,-2.51666666667,0.0,10247.0590484,24.1291812214,21.6572914816,24.13,24.13,24.13,24.13,24.13,24.13,5.09452272904,71618.9840787
4054,24.1295705044,24.1315332573,24.130155205,24.1297899714,24.1328585783,-2.65833333333,0.0,10247.0590484,24.1301860548,21.6514744508,24.13,24.13,24.13,24.13,24.13,24.13,5.09577709979,71893.2979874
4055,24.1307123171,24.1306113039,24.1304860505,24.1300116232,24.1313733166,-2.8,0.0,10247.0590484,24.1306746263,21.6456947826,24.13,24.13,24.13,24.13,24.13,24.13,5.09566953772,71902.7631301
4056,23.81537176,23.8146157511,23.8181959909,23.813369856,23.8192538891,-2.75,0.0,10247.0590484,23.8157395721,21.6595477682,23.81,23.81,23.81,23.81,23.81,23.81,5.47256846422,52816.2615815
4057,23.8112580866,23.8096384053,23.8090612383,23.8090822042,23.811944963,-2.7,0.0,10247.0590484,23.8107339272,21.6214197073,23.81,23.81,23.81,23.81,23.81,23.81,5.09808997318,77611.2267868
4058,23.8110189545,23.8099874088,23.8087620608,23.8094288862,23.8118000859,-2.65,0.0,10247.0590484,23.8106438134,21.5635104818,23.81,23.81,23.81,23.81,23.81,23.81,5.00244588204,59228.8665114
4059,23.810470302,23.8086891861,23.8100633064,23.8087167729,23.8105292284,-2.6,0.0,10247.0590484,23.8100938175,21.5216646454,23.81,23.81,23.81,23.81,23.81,23.81,5.02277579242,63156.8270586
4060,23.8111114855,23.8104961529,23.810972825,23.8082877086,23.8091345716,-2.55,0.0,10247.0590484,23.8105484309,21.5005418175,23.81,23.81,23.81,23.81,23.81,23.81,5.0229981063,63374.271657
4061,23.8099644652,23.809110067,23.8121635948,23.8094222455,23.8095206282,-2.5,0.0,10247.0590484,23.8099829853,21.4905766417,23.81,23.81,23.81,23.81,23.81,23.81,5.02219862256,63239.7271176
4062,23.8099525947,23.8109862432,23.8102127695,23.8118922037,23.8118767007,-2.45,0.0,10247.0590484,23.8104744198,21.483387141,23.81,23.81,23.81,23.81,23.81,23.81,5.02052841521,63409.0597837
4063,23.8099798654,23.8102096929,23.8090672447,23.8087942982,23.8103339498,-2.4,0.0,10247.0590484,23.8098409664,21.476171739,23.81,23.81,23.81,23.81,23.81,23.81,5.0184387552,63257.4982002
4064,23.810493645,23.8086679583,23.8106074857,23.8098598448,23.809179379,-2.35,0.0,10247.0590484,23.8101226018,21.4692716607,23.81,23.81,23.81,23.81,23.81,23.81,5.01976254071,63387.9933518
4065,23.8103535017,23.8082731416,23.810117051,23.811048794,23.8107985933,-2.3,0.0,10247.0590484,23.8102444885,21.4633095864,23.81,23.81,23.81,23.81,23.81,23.81,5.01680543978,63301.1458587
4066,23.8090838423,23.809352135,23.8104466079,23.8100311125,23.8095902823,-2.25,0.0,10247.0590484,23.8093821623,21.4585309027,23.81,23.81,23.81,23.81,23.81,23.81,5.01539018611,63224.4210875
4067,23.80968789,23.8113914499,23.8089965504,23.8106411208,23.8092360096,-2.2,0.0,10247.0590484,23.8098334378,21.4547385915,23.81,23.81,23.81,23.81,23.81,23.81,5.01493391004,63366.9365328
4068,24.2439640198,24.2380358277,24.2367708783,24.2378382582,24.2381075403,-2.25,0.0,10247.0590484,24.2412547313,21.4903357072,24.25,24.25,24.25,24.25,24.25,24.25,5.36128751658,144608.140954
4069,24.2498135189,24.2499359667,24.249869129,24.2496409954,24.2486754377,-2.3,0.0,10247.0590484,24.2496898335,21.5480723279,24.25,24.25,24.25,24.25,24.25,24.25,5.16078360992,82767.8712786
4070,24.2500365663,24.2488941539,24.2524253642,24.251582586,24.2528532237,-2.35,0.0,10247.0590484,24.2506267806,21.5850155393,24.25,24.25,24.25,24.25,24.25,24.25,5.15750181311,82560.3786834
4071,24.2504071101,24.2498797977,24.2481540983,24.2505842848,24.2504109426,-2.4,0.0,10247.0590484,24.2501749847,21.5955146883,24.25,24.25,24.25,24.25,24.25,24.25,5.13405591941,77421.1333008
4072,24.2497996757,24.2483505517,24.2490529057,24.2487266445,24.2485801136,-2.45,0.0,10247.0590484,24.2493387255,21.592368169,24.25,24.25,24.25,24.25,24.25,24.25,5.13949874872,77614.7220421
4073,24.2490465563,24.250739738,24.249743222,24.2513994209,24.2493231845,-2.5,0.0,10247.0590484,24.2495806097,21.5860830509,24.25,24.25,24.25,24.25,24.25,24.25,5.14549449855,78056.746789
4074,24.2508420581,24.2518271411,24.2497518457,24.2522321201,24.2511182557,-2.55,0.0,10247.0590484,24.2510337059,21.580136489,24.25,24.25,24.25,24.25,24.25,24.25,5.14900716242,78515.7387369
4075,24.2512837961,24.2518104057,24.249408437,24.2492613395,24.248679383,-2.6,0.0,10247.0590484,24.2506462604,21.5744620088,24.25,24.25,24.25,24.25,24.25,24.25,5.1552445461,78723.7671207
4076,24.250604135,24.2502112119,24.2519807361,24.2495083464,24.2487326162,-2.65,0.0,10247.0590484,24.2503593695,21.5684858308,24.25,24.25,24.25,24.25,24.25,24.25,5.17018439491,79256.5080759
4077,24.2496722949,24.2504514725,24.2506514052,24.2483111817,24.2495818681,-2.7,0.0,10247.0590484,24.2496586733,21.5617430839,24.25,24.25,24.25,24.25,24.25,24.25,5.1832705772,79678.1119836
4078,24.2489174098,24.2497642322,24.2500486874,24.2493442101,24.2491665335,-2.75,0.0,10247.0590484,24.249180395,21.5541857902,24.25,24.25,24.25,24.25,24.25,24.25,5.19716629873,80171.117279
4079,24.250539548,24.2501045772,24.2521241122,24.247710533,24.2505013003,-2.8,0.0,10247.0590484,24.2502801369,21.5459695894,24.25,24.25,24.25,24.25,24.25,24.25,5.21048708536,80793.6154818
4080,23.8772738692,23.8769907505,23.8784966477,23.8740736751,23.8810232738,-2.70833333333,0.0,10247.0590484,23.877385279,21.5765874247,23.87,23.87,23.87,23.87,23.87,23.87,5.83846684274,60499.5866796
4081,23.8691699236,23.8701622137,23.8688927046,23.8725433662,23.872597015,-2.61666666667,0.0,10247.0590484,23.8700236732,21.5327467566,23.87,23.87,23.87,23.87,23.87,23.87,5.23023393049,86972.8933457
4082,23.8710201987,23.8697811602,23.870475495,23.8712242649,23.8712193044,-2.525,0.0,10247.0590484,23.8708941113,21.4548905628,23.87,23.87,23.87,23.87,23.87,23.87,5.07169502841,65371.3546608
4083,23.870247232,23.8695849349,23.8683824392,23.8716443583,23.8695728336,-2.43333333333,0.0,10247.0590484,23.8700991572,21.3965145415,23.87,23.87,23.87,23.87,23.87,23.87,5.10088177043,69924.581503
4084,23.8697281536,23.870225713,23.8673287621,23.8690638408,23.8672733057,-2.34166666667,0.0,10247.0590484,23.8692228235,21.3671662254,23.87,23.87,23.87,23.87,23.87,23.87,5.10266928143,70337.5519175
4085,23.8688930987,23.869359402,23.8710335423,23.8693378745,23.8699114403,-2.25,0.0,10247.0590484,23.8692900848,21.3539144778,23.87,23.87,23.87,23.87,23.87,23.87,5.10647770077,70564.9598906
4086,23.8698255713,23.8700785057,23.8713306749,23.8680049766,23.8699192472,-2.15833333333,0.0,10247.0590484,23.8697903813,21.3447316164,23.87,23.87,23.87,23.87,23.87,23.87,5.10743845242,70806.5674298
4087,23.8706595263,23.8702121609,23.8698331447,23.8696933419,23.8688787812,-2.06666666667,0.0,10247.0590484,23.8702433008,21.3354493514,23.87,23.87,23.87,23.87,23.87,23.87,5.11027305466,70972.9064832
4088,23.8701725138,23.8687765926,23.8689938536,23.8693755949,23.8688467605,-1.975,0.0,10247.0590484,23.8697010881,21.3261924522,23.87,23.87,23.87,23.87,23.87,23.87,5.11056921266,71055.9905757
4089,23.8710358791,23.8696637267,23.8695146529,23.8717185662,23.8702338273,-1.88333333333,0.0,10247.0590484,23.8707597239,21.3179248317,23.87,23.87,23.87,23.87,23.87,23.87,5.11296130932,71413.3341477
4090,23.8691449372,23.8705766483,23.8709658821,23.8719274721,23.8725002034,-1.79166666667,0.0,10247.0590484,23.8701195574,21.3110530382,23.87,23.87,23.87,23.87,23.87,23.87,5.11290705709,71324.9392792
4091,23.8706849444,23.8701641126,23.8692198749,23.8691096079,23.8711877815,-1.7,0.0,10247.0590484,23.8703757507,21.3053337001,23.87,23.87,23.87,23.87,23.87,23.87,5.11495646694,71710.2851515
4092,24.1362984212,24.1298442823,24.1280125273,24.1286655639,24.1280681573,-1.7,0.0,10247.0590484,24.1329528218,21.3169454352,24.15,24.15,24.15,24.15,24.15,24.15,5.43079361683,99073.5549869
4093,24.1485672717,24.1483305399,24.148711274,24.1487660015,24.1464978326,-1.7,0.0,10247.0590484,24.1483623947,21.3425747869,24.15,24.15,24.15,24.15,24.15,24.15,5.13152550922,69293.8280738
4094,24.1495649428,24.1493873938,24.1477118677,24.1518309218,24.1496979819,-1.7,0.0,10247.0590484,24.1496868706,21.3725074294,24.15,24.15,24.15,24.15,24.15,24.15,5.27732827344,84134.8341941
4095,24.1494735225,24.1506457028,24.1485924732,24.1507713821,24.150800277,-1.7,0.0,10247.0590484,24.1498195976,21.3905873604,24.15,24.15,24.15,24.15,24.15,24.15,5.25654224957,81506.8615914
4096,24.150590865,24.1503255383,24.1470837778,24.1519200679,24.1529819044,-1.7,0.0,10247.0590484,24.1506690353,21.396837012,24.15,24.15,24.15,24.15,24.15,24.15,5.26202989748,81685.3208383
4097,24.1498428771,24.1522459902,24.1511021879,24.1494667927,24.1487169465,-1.7,0.0,10247.0590484,24.150044946,21.3973985857,24.15,24.15,24.15,24.15,24.15,24.15,5.26868776377,81771.3094331
4098,24.1503456992,24.1480938929,24.1501292064,24.1477329698,24.1496956304,-1.7,0.0,10247.0590484,24.1496866352,21.3965332111,24.15,24.15,24.15,24.15,24.15,24.15,5.27679022429,82140.1125816
4099,24.1491806959,24.148826563,24.1525223456,24.1481888807,24.152869051,-1.7,0.0,10247.0590484,24.1496862566,21.3957107536,24.15,24.15,24.15,24.15,24.15,24.15,5.28771060188,82390.0007444
4100,24.1493605301,24.1509149789,24.1497525515,24.1496696537,24.1483925304,-1.7,0.0,10247.0590484,24.1495033791,21.3944728029,24.15,24.15,24.15,24.15,24.15,24.15,5.2930808244,82702.0665265
4101,24.1501717702,24.1513671122,24.1508336232,24.1511041368,24.1479912802,-1.7,0.0,10247.0590484,24.1502565351,21.3924344299,24.15,24.15,24.15,24.15,24.15,24.15,5.29978024872,83032.0749028
4102,24.1506574594,24.150232342,24.1473413185,24.152219657,24.1495957168,-1.7,0.0,10247.0590484,24.150415103,21.389786919,24.15,24.15,24.15,24.15,24.15,24.15,5.30776073723,83264.9901718
4103,24.150508011,24.1485103791,24.1477970066,24.1480005962,24.1501831973,-1.7,0.0,10247.0590484,24.1496936874,21.3866978709,24.15,24.15,24.15,24.15,24.15,24.15,5.31620075898,83523.9705513
4104,24.2267801238,24.2242058528,24.2228150778,24.223104899,24.223427552,-1.74166666667,0.0,11385.9571778,24.22530839,21.392757865,24.23,24.23,24.23,24.23,24.23,24.23,5.39262712562,90646.5110698
4105,24.2289603667,24.2281866777,24.2322670861,24.2315243803,24.2292530824,-1.78333333333,0.0,11385.9571778,24.2295236291,21.4068826491,24.23,24.23,24.23,24.23,24.23,24.23,5.28457063534,81178.0342174
4106,24.2288968176,24.2317566151,24.2294692178,24.2289496516,24.2303628161,-1.825,0.0,11385.9571778,24.2294175562,21.4249191171,24.23,24.23,24.23,24.23,24.23,24.23,5.30932583585,84843.2389315
4107,24.2293797517,24.2287435585,24.227290125,24.2314339042,24.2321947671,-1.86666666667,0.0,11385.9571778,24.2296790008,21.4403403382,24.23,24.23,24.23,24.23,24.23,24.23,5.28543163353,83477.5898964
4108,24.2303062599,24.2299993429,24.2299638039,24.2313206786,24.2290341344,-1.90833333333,0.0,11385.9571778,24.2302400648,21.4523391122,24.23,24.23,24.23,24.23,24.23,24.23,5.26893604059,82887.6134784
4109,24.2310405268,24.2321220447,24.2294047808,24.230896832,24.2323402294,-1.95,0.0,11385.9571778,24.2311268382,21.4625823821,24.23,24.23,24.23,24.23,24.23,24.23,5.25181976047,82327.7752959
4110,24.2313148462,24.232399506,24.2289036765,24.2317388553,24.2315648138,-1.99166666667,0.0,11385.9571778,24.2312931816,21.4725072644,24.23,24.23,24.23,24.23,24.23,24.23,5.23502265222,81722.9335063
4111,24.2311884737,24.2310621157,24.2304489337,24.2281400663,24.2290127548,-2.03333333333,0.0,11385.9571778,24.2305112099,21.4825011621,24.23,24.23,24.23,24.23,24.23,24.23,5.21861160619,81107.0627778
4112,24.2308268281,24.229178251,24.2302256433,24.2308703171,24.2273078643,-2.075,0.0,11385.9571778,24.2302435678,21.4925410479,24.23,24.23,24.23,24.23,24.23,24.23,5.20547267668,80607.9260746
4113,24.2303136763,24.2302426483,24.2300878976,24.2301522349,24.2301331745,-2.11666666667,0.0,11385.9571778,24.2302481596,21.5022302705,24.23,24.23,24.23,24.23,24.23,24.23,5.18709475657,80010.7788815
4114,24.2297236852,24.2280873146,24.2276562934,24.228760377,24.229613784,-2.15833333333,0.0,11385.9571778,24.2292493753,21.5116393293,24.23,24.23,24.23,24.23,24.23,24.23,5.17119704215,79367.9328078
4115,24.2290863156,24.2306397092,24.2325367748,24.2288700926,24.2304802675,-2.2,0.0,11385.9571778,24.2296709844,21.5208750026,24.23,24.23,24.23,24.23,24.23,24.23,5.15695337979,78932.6174795
4116,24.4580934305,24.4552466621,24.4527993368,24.4505964816,24.4510319211,-2.10833333333,0.0,11385.9571778,24.4555664625,21.5431993121,24.47,24.47,24.47,24.47,24.47,24.47,5.44114355268,103192.192897
4117,24.4695278755,24.4690892579,24.4689415859,24.4699981654,24.4681078275,-2.01666666667,0.0,11385.9571778,24.4693387728,21.5730496063,24.47,24.47,24.47,24.47,24.47,24.47,5.17063150538,77215.0281094
4118,24.4689843836,24.4703187386,24.4711034307,24.467821679,24.4674480682,-1.925,0.0,11385.9571778,24.4690102944,21.6037387876,24.47,24.47,24.47,24.47,24.47,24.47,5.29409496075,89571.467057
4119,24.469543435,24.4701950717,24.4674303746,24.4691971016,24.47043755,-1.83333333333,0.0,11385.9571778,24.4694761914,21.6225133928,24.47,24.47,24.47,24.47,24.47,24.47,5.27221170271,87294.4638186
4120,24.4709252542,24.4704167321,24.4710902215,24.4688275538,24.4694342547,-1.74166666667,0.0,11385.9571778,24.4704685413,21.6303117567,24.47,24.47,24.47,24.47,24.47,24.47,5.26858142931,87073.7247115
4121,24.4688749723,24.4676932836,24.467265189,24.4694847219,24.4672988981,-1.65,61.0,11385.9571778,24.4685206587,21.6327997352,24.47,24.47,24.47,24.47,24.47,24.47,5.2599595488,86442.1127099
4122,24.469722431,24.4711612732,24.4707789693,24.4688371466,24.4693382791,-1.55833333333,94.5833333333,11367.2933131,24.4698117355,21.6323528458,24.47,24.47,24.47,24.47,24.47,24.47,5.22504944441,85246.8615085
4123,24.4690294803,24.4684338805,24.4720397194,24.4711092336,24.4686276596,-1.46666666667,128.166666667,11338.792954,24.4694578459,21.6315215915,24.47,24.47,24.47,24.47,24.47,24.47,5.20037853215,83929.4395823
4124,24.470032175,24.4707805946,24.4720089163,24.4714028138,24.4695541662,-1.375,161.75,11291.6287301,24.4704010652,21.6316041462,24.47,24.47,24.47,24.47,24.47,24.47,5.1798160631,83231.028098
4125,24.4708807254,24.4710289453,24.4712457744,24.4688689447,24.4678518424,-1.28333333333,195.333333333,11244.4645063,24.4703593407,21.6340525525,24.47,24.47,24.47,24.47,24.47,24.47,5.17537042008,82265.0814271
4126,24.4703594448,24.4688968584,24.4706890773,24.4699331946,24.4690725036,-1.19166666667,228.916666667,11215.9641693,24.4700628627,21.639132399,24.47,24.47,24.47,24.47,24.47,24.47,5.17445220934,81454.4945907
4127,24.4704897487,24.4699323022,24.4701630494,24.4719351303,24.4695420634,-1.1,262.5,11197.3003045,24.4704870219,21.6461860334,24.47,24.47,24.47,24.47,24.47,24.47,5.16903310222,80631.1009212
4128,24.259500791,24.2617192781,24.2681038548,24.2625004464,24.2680955778,-0.916666666667,296.083333333,11197.3003045,24.2617344168,21.6446153728,24.25,24.25,24.25,24.25,24.25,24.25,5.04256631766,58729.3343697
4129,24.2516349818,24.2505505447,24.251295616,24.2519276079,24.2543335008,-0.733333333333,329.666666667,11197.3003045,24.2518211979,21.6254765206,24.25,24.25,24.25,24.25,24.25,24.25,5.17007958002,82032.8366547
4130,24.2508123705,24.2491229131,24.2514412032,24.2516345143,24.2522184361,-0.55,363.25,11197.3003045,24.2509505371,21.6037232305,24.25,24.25,24.25,24.25,24.25,24.25,5.11290813552,70130.6528541
4131,24.2503889977,24.2496631066,24.2521384653,24.2478679017,24.2505291327,-0.366666666667,396.833333333,11197.3003045,24.2501986191,21.5934123519,24.25,24.25,24.25,24.25,24.25,24.25,5.12804719626,72000.1712795
4132,24.2499151883,24.2505992444,24.2516111639,24.2508520929,24.2500735734,-0.183333333333,430.416666667,11197.3003045,24.250260141,21.5950524527,24.25,24.25,24.25,24.25,24.25,24.25,5.13374841847,71757.0529523
4133,24.2502151197,24.2486399129,24.2500485226,24.2510437748,24.2521136503,0.0,464.0,11150.1361027,24.2503479727,21.6038113707,24.25,24.25,24.25,24.25,24.25,24.25,5.13371333943,71147.6974823
4134,24.2493954728,24.2498775235,24.2501792031,24.2512526121,24.2487590291,0.183333333333,484.666666667,11150.1361027,24.2496643825,21.6164885642,24.25,24.25,24.25,24.25,24.25,24.25,5.13760054653,70579.2010867
4135,24.2491179729,24.2512753425,24.2506802647,24.2480417844,24.2469996198,0.366666666667,505.333333333,11150.1361027,24.2491128089,21.6319263993,24.25,24.25,24.25,24.25,24.25,24.25,5.13993869494,70092.2431323
4136,24.2503347235,24.2487665922,24.2514704888,24.2476801713,24.250078062,0.55,526.0,11150.1361027,24.2499440703,21.6502331461,24.25,24.25,24.25,24.25,24.25,24.25,5.14407058613,69667.3293499
4137,24.2506241115,24.2506509213,24.2495163811,24.2515141199,24.2501441427,0.733333333333,546.666666667,11150.1361027,24.250582814,21.6715577868,24.25,24.25,24.25,24.25,24.25,24.25,5.14523543079,69083.8844859
4138,24.2510727402,24.2496825099,24.2489981835,24.2522024959,24.2519626846,0.916666666667,567.333333333,11150.1361027,24.2509827115,21.6956864657,24.25,24.25,24.25,24.25,24.25,24.25,5.14489012037,68572.1275578
4139,24.2502440965,24.2503497011,24.2494917229,24.2489579555,24.2513379205,1.1,588.0,11150.1361027,24.2501474534,21.7224345027,24.25,24.25,24.25,24.25,24.25,24.25,5.14729763644,67981.1276501
4140,23.7636338643,23.7612551746,23.7614697925,23.7555648249,23.7638422966,1.19166666667,608.666666667,11150.1361027,23.7626267244,21.8400291651,23.75,23.75,23.75,23.75,23.75,23.75,6.74681245481,45993.0590295
4141,23.7498325099,23.7500778105,23.7518692238,23.74897583,23.750361922,1.28333333333,629.333333333,11150.1361027,23.7499913536,21.8289927694,23.75,23.75,23.75,23.75,23.75,23.75,5.15074496031,74253.4825674
4142,23.7492456264,23.7503364315,23.7493141246,23.749730348,23.7518205872,1.375,650.0,11150.1361027,23.7496834283,21.759156676,23.75,23.75,23.75,23.75,23.75,23.75,5.01075772345,45949.8233118
4143,23.7502319421,23.7495573044,23.7506890884,23.749232934,23.7505330145,1.46666666667,670.666666667,11150.1361027,23.7501391346,21.7154572109,23.75,23.75,23.75,23.75,23.75,23.75,5.04381611932,51198.996594
4144,23.749134458,23.7489363986,23.7494488796,23.750229683,23.7509664967,1.55833333333,691.333333333,11131.472238,23.7494527468,21.7162997486,23.75,23.75,23.75,23.75,23.75,23.75,5.04514777137,50591.9748055
4145,23.7493403869,23.7492504528,23.7514116489,23.7507953068,23.7483337839,1.65,712.0,11102.9719009,23.7495619967,21.7431220796,23.75,23.75,23.75,23.75,23.75,23.75,5.04478645535,50070.2305516
4146,23.7499911704,23.749175787,23.7505026061,23.7504227796,23.7503943668,1.74166666667,721.833333333,11102.9719009,23.7500464578,21.7773097341,23.75,23.75,23.75,23.75,23.75,23.75,5.0450682461,49521.590597
4147,23.7500351417,23.7497135462,23.749049591,23.7497582141,23.7500426515,1.83333333333,731.666666667,11102.9719009,23.7498860756,21.8112295314,23.75,23.75,23.75,23.75,23.75,23.75,5.04551601908,49075.2110066
4148,23.7491858678,23.7500186019,23.7488633636,23.7493556135,23.7490868313,1.925,741.5,11102.9719009,23.7492436665,21.8442984277,23.75,23.75,23.75,23.75,23.75,23.75,5.04576904541,48716.2312163
4149,23.7507611476,23.7499956284,23.7504423987,23.749481753,23.7497541167,2.01666666667,751.333333333,11102.9719009,23.7504155481,21.879293494,23.75,23.75,23.75,23.75,23.75,23.75,5.08505423543,48436.6135025
4150,23.7501636698,23.7499935027,23.7489694723,23.7499484392,23.7474600474,2.10833333333,761.166666667,11102.9719009,23.7497302792,21.9178204307,23.75,23.75,23.75,23.75,23.75,23.75,5.14356681451,48315.2945287
