,z0,z1,z2,z3,z4,z5,tout,s,i,t1,t2,sp0,sp1,sp2,sp3,sp4,sp5,sp,m,rh
5311,20.4799394991,20.4793433031,24.0044837386,20.479803271,22.9816584023,20.4799082862,-6.46666666667,955.5,1059.86106255,20.4797465397,18.8660779622,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.74732322633,27226.0153399
5312,20.4799056124,20.4793206996,24.1457382032,20.4797997393,22.9760752352,20.4798143474,-6.375,956.75,1059.86106255,20.4797346073,18.8787787693,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.74373090535,27161.3225102
5313,20.479939502,20.4792946762,24.3009824696,20.4797948782,22.9742928434,20.4798688444,-6.28333333333,958.0,1059.86106255,20.4797301874,18.8936298344,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.73376251558,27045.886008
5314,20.4799614219,20.4792668813,24.4585447014,20.4797894108,22.9690031682,20.479909579,-6.19166666667,959.25,1059.86106255,20.4797245006,18.9090153215,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.72769652413,26976.2405645
5315,20.479976032,20.4792374627,24.4793871623,20.4797833628,22.9547956317,20.4797661023,-6.1,960.5,1059.86106255,21.7041776279,18.9237064448,20.48,20.48,20.48,20.48,20.48,20.48,20.48,2.47895856533,26903.3096023
5316,20.4711183405,20.1335364322,24.1201207346,20.1869908913,22.9449227506,20.2253955557,-5.91666666667,961.75,1059.86106255,22.8029281306,18.9317171236,20.13,20.13,20.13,20.13,20.13,20.13,20.13,2.55719747528,7589.57907653
5317,20.4804321012,20.1293894442,24.1291048177,20.1298780282,22.9278337849,20.1298812362,-5.73333333333,963.0,1059.86106255,21.3025394072,18.9478317742,20.13,20.13,20.13,20.13,20.13,20.13,20.13,2.401279747,27180.0790057
5318,20.5160857068,20.1297311035,24.1299881578,20.1298907151,22.9053684013,20.1299257593,-5.55,964.25,1059.86106255,22.257488672,18.9698510274,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.00792984937,20256.2638154
5319,20.5710764753,20.1298118202,24.1300354818,20.1298951251,22.8812734268,20.1299254088,-5.36666666667,965.5,1059.86106255,22.218481458,18.9926652669,20.13,20.13,20.13,20.13,20.13,20.13,20.13,2.97232166968,20530.8625988
5320,20.6358959809,20.1298076249,24.1300173952,20.1299036436,22.8572308845,20.1298182153,-5.18333333333,966.75,1059.86106255,22.2761040419,19.0142002492,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.10567304692,20913.5114664
5321,20.6922915744,20.1297961653,24.1300110687,20.1298988206,22.821343669,20.1298510926,-5.0,968.0,1059.86106255,22.31091018,19.03246277,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.15678976128,20795.2077329
5322,20.7466296058,20.1297842985,24.1303975803,20.1298933983,22.7823923173,20.1298799972,-4.81666666667,968.666666667,1059.86106255,22.369043531,19.0497276119,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.25186267581,20680.1569541
5323,20.8042872444,20.1297716803,24.1302346224,20.1298875157,22.7469597884,20.1299011188,-4.63333333333,969.333333333,1059.86106255,22.4233180762,19.0675418268,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.34456343802,20551.8090754
5324,20.8653414136,20.1297508104,24.1301200092,20.1298713112,22.7161627567,20.1299118727,-4.45,970.0,1059.86106255,22.4802668458,19.0868449844,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.41519948086,20113.8134489
5325,20.9274099181,20.1297351503,24.1300530165,20.1298636427,22.6886042364,20.1296320626,-4.26666666667,970.666666667,1059.86106255,22.5236691413,19.1065728159,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.49262972761,19963.6014551
5326,20.9878643756,20.1297188548,24.1300190421,20.1298554,22.6625452694,20.1296519552,-4.08333333333,971.333333333,1059.86106255,22.5619227698,19.1259778141,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.55904732756,19786.0383187
5327,21.0456995206,20.1297014769,24.1300047536,20.1298465317,22.6381037578,20.1296899776,-3.9,972.0,1059.86106255,22.5935764835,19.14490877,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.61262055825,19605.0387045
5328,21.0963214232,20.3817514437,24.3900284335,20.3871965721,22.6126954326,20.3841639683,-3.85,972.666666667,1059.86106255,21.9916817814,19.1620031796,20.4,20.4,20.4,20.4,20.4,20.4,20.4,3.39254358384,35362.8323667
5329,21.1393952285,20.3986817989,24.3996021847,20.3995226558,22.588088188,20.3989886483,-3.8,973.333333333,1059.86106255,23.2434574573,19.1778729557,20.4,20.4,20.4,20.4,20.4,20.4,20.4,4.36213749054,16710.4345243
5330,21.1772081828,20.3997964198,24.4001498805,20.3999553908,22.5677742583,20.3998697652,-3.75,974.0,1059.86106255,22.5715022887,19.1925002683,20.4,20.4,20.4,20.4,20.4,20.4,20.4,3.59756533386,25383.8476895
5331,21.2141113306,20.3998195488,24.4000528609,20.3999508137,22.5543083311,20.3998924768,-3.7,974.666666667,1059.86106255,22.689800958,19.2065592742,20.4,20.4,20.4,20.4,20.4,20.4,20.4,3.65729342449,23461.034751
5332,21.2548814423,20.3998018007,24.400025644,20.3999469337,22.547254522,20.3998946359,-3.65,975.333333333,1059.86106255,22.720054414,19.2204780307,20.4,20.4,20.4,20.4,20.4,20.4,20.4,3.69624451364,23196.5574222
5333,21.3025172398,20.3997788522,24.4000112899,20.3999443427,22.5445993577,20.3998967035,-3.6,976.0,1059.86106255,22.745365238,19.2342934145,20.4,20.4,20.4,20.4,20.4,20.4,20.4,3.73367853292,23013.8291729
5334,21.3567386839,20.3997505852,24.400004817,20.3999420731,22.5433248157,20.3998988285,-3.55,974.25,1059.86106255,22.7643094455,19.2477376941,20.4,20.4,20.4,20.4,20.4,20.4,20.4,3.75878406123,22844.2813461
5335,21.4158194507,20.3997151214,24.4000022393,20.3999398522,22.5407173066,20.3999006742,-3.5,972.5,1059.86106255,22.7777856534,19.260707842,20.4,20.4,20.4,20.4,20.4,20.4,20.4,3.77110849594,22670.9680163
5336,21.4780786408,20.3996706588,24.4000011578,20.3999376734,22.5351798591,20.3999022141,-3.45,970.75,1059.86106255,22.7880920675,19.2732365036,20.4,20.4,20.4,20.4,20.4,20.4,20.4,3.77557991224,22494.0235362
5337,21.5429915619,20.3996150987,24.4000006431,20.3999355359,22.5264393375,20.3999034967,-3.4,969.0,1059.86106255,22.7967896492,19.2853824302,20.4,20.4,20.4,20.4,20.4,20.4,20.4,3.77574770809,22314.0393687
5338,21.6110215468,20.3995469382,24.4000003486,20.3999334379,22.5150980788,20.3999045645,-3.35,967.25,1059.86106255,22.8049261062,19.2971927645,20.4,20.4,20.4,20.4,20.4,20.4,20.4,3.77398422197,22130.908533
5339,21.6829565753,20.3994623433,24.4000001674,20.3999313781,22.5021047981,20.3999054542,-3.3,965.5,1059.86106255,22.812898816,19.3087264241,20.4,20.4,20.4,20.4,20.4,20.4,20.4,3.77111512585,21944.132736
5340,21.760386852,20.1792077544,24.1871063028,20.1763811675,22.4894864606,20.1785851831,-3.11666666667,963.75,1059.86106255,23.5098462529,19.3192366969,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.68676420614,7863.61902215
5341,21.8442016889,20.1704041194,24.1713085698,20.1702334857,22.4780781467,20.1699343573,-2.93333333333,962.0,1059.86106255,22.8125383166,19.3276404283,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.67232676607,24241.5595154
5342,21.9343055955,20.1696891294,24.1701663721,20.1699637054,22.4677609033,20.1697750236,-2.75,960.25,1059.86106255,23.1257657221,19.3351799424,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.67525992124,16023.5556716
5343,22.0301758449,20.1696564678,24.1701116089,20.1697826117,22.4581079649,20.1698167958,-2.56666666667,958.5,1059.86106255,23.0661958704,19.3422272423,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.66656914899,17476.8071417
5344,22.1312904475,20.1698972871,24.170111394,20.1697720618,22.4487453123,20.1698208354,-2.38333333333,956.75,1059.86106255,23.0697594468,19.3490325052,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.64647716598,17294.6426856
5345,22.2372112041,20.1698714198,24.1701132787,20.1697640476,22.4394193557,20.1698208102,-2.2,955.0,1059.86106255,23.0767270951,19.3556338724,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.62750422778,17041.0964003
5346,22.3456666286,20.1698181205,24.1701170637,20.1697566815,22.4284445823,20.1698209036,-2.01666666667,950.75,1059.86106255,23.0823304289,19.36195869,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.60398831658,16801.8166689
5347,22.4553217864,20.169739528,24.1701216752,20.1697490155,22.4077219565,20.1698307752,-1.83333333333,946.5,1059.86106255,23.0870169404,19.3680421711,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.579806824,16586.7076547
5348,22.5660337579,20.169888637,24.1701267934,20.1697410058,22.3827332833,20.1698316962,-1.65,942.25,1059.86106255,23.0924867999,19.3739842535,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.55337521679,16349.0026068
5349,22.6779593344,20.1698361011,24.1701324885,20.1697326639,22.3578735957,20.1698316926,-1.46666666667,938.0,1059.86106255,23.0984907605,19.3798845888,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.5249028966,16100.8816976
5350,22.8033490136,20.1698939855,24.1701388305,20.1697239987,22.3339381627,20.1698314964,-1.28333333333,933.75,1059.86106255,23.1065415671,19.3858224037,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.49204810128,15814.974579
5351,22.9329950434,20.1699273045,24.1701458989,20.1699536922,22.3100207749,20.1698311493,-1.1,929.5,1059.86106255,23.1129618374,19.3918472242,20.17,20.17,20.17,20.17,20.17,20.17,20.17,4.46048623796,15577.0147843
5352,23.0550026679,20.2470165346,24.2460705617,20.2467773247,22.2804086016,20.2458791288,-1.1,925.25,1059.86106255,22.6934396523,19.3973606648,20.25,20.25,20.25,20.25,20.25,20.25,20.25,3.58196581844,20181.7804223
5353,23.1668271477,20.2498734747,24.2499158778,20.2498415107,22.2430819639,20.2496459896,-1.1,921.0,1059.86106255,23.2167281606,19.4025507774,20.25,20.25,20.25,20.25,20.25,20.25,20.25,4.33375358678,14570.7647029
5354,23.260282821,20.2499139274,24.2499957826,20.2498332182,22.1992891605,20.2498786232,-1.1,916.75,1059.86106255,22.8342082888,19.4072999139,20.25,20.25,20.25,20.25,20.25,20.25,20.25,3.52836565774,17250.2704322
5355,23.3450990372,20.2499646074,24.2499998689,20.2498121617,22.151355621,20.2498851558,-1.1,912.5,1059.86106255,22.8591975963,19.4118081502,20.25,20.25,20.25,20.25,20.25,20.25,20.25,3.49236300473,16681.3113551
5356,23.4282001356,20.2499685029,24.2500011357,20.2498141294,22.100981862,20.2498893953,-1.1,908.25,1059.86106255,22.8582621589,19.4161429045,20.25,20.25,20.25,20.25,20.25,20.25,20.25,3.45432784668,16629.9005714
5357,23.5105394143,20.2499810787,24.2500039697,20.2498182194,22.049528241,20.2498939144,-1.1,904.0,1059.86106255,22.8606179955,19.4203259725,20.25,20.25,20.25,20.25,20.25,20.25,20.25,3.40755424013,16618.6275731
5358,23.58778829,20.270102858,24.2500101809,20.2498227393,21.9953614309,20.2498986267,-1.1,893.75,1059.86106255,22.8490907719,19.4239906848,20.25,20.25,20.25,20.25,20.25,20.25,20.25,3.36862807119,16708.2151492
5359,23.657103169,20.3181079893,24.2500197127,20.2498274021,21.9451479778,20.2498972541,-1.1,883.5,1059.86106255,22.8320271708,19.4269536801,20.25,20.25,20.25,20.25,20.25,20.25,20.25,3.33764539163,16785.4509699
5360,23.7183919349,20.3876100508,24.2500323979,20.2498321319,21.8933652473,20.2499015787,-1.1,873.25,1059.86106255,22.8142068254,19.4292405627,20.25,20.25,20.25,20.25,20.25,20.25,20.25,3.30992521261,16894.1520259
5361,23.772564714,20.4684092042,24.2500484916,20.2498369034,21.836623671,20.249906211,-1.1,863.0,1059.86106255,22.7964147933,19.430932572,20.25,20.25,20.25,20.25,20.25,20.25,20.25,3.28339990172,17006.7285805
5362,23.820981541,20.5531733472,24.2500684007,20.2498417009,21.775505239,20.2499107861,-1.1,852.75,1059.86106255,22.7784627514,19.4320778857,20.25,20.25,20.25,20.25,20.25,20.25,20.25,3.25757201147,17122.9252892
5363,23.8613896905,20.6343453874,24.2500926202,20.2498464972,21.7123287796,20.2499152698,-1.1,842.5,1059.86106255,22.7602344929,19.4326782562,20.25,20.25,20.25,20.25,20.25,20.25,20.25,3.23211621405,17242.297865
5364,23.8951584809,20.7109939574,24.432912651,20.4316563357,21.6547728423,20.4291066688,-1.1,832.25,1135.43424281,22.2727552113,19.4332214203,20.44,20.44,20.44,20.44,20.44,20.44,20.44,3.00779513329,27383.9779529
5365,23.9192522449,20.7773703026,24.4397755994,20.4396807937,21.5996945982,20.4393853723,-1.1,822.0,1135.43424281,23.010245193,19.4342070187,20.44,20.44,20.44,20.44,20.44,20.44,20.44,3.11593802913,15175.9593926
5366,23.9343265783,20.8319411044,24.4400047752,20.4399431917,21.5439979662,20.4396651958,-1.1,811.75,1135.43424281,22.6418758884,19.4351995074,20.44,20.44,20.44,20.44,20.44,20.44,20.44,3.0499658108,21019.1430344
5367,23.9431458364,20.876358085,24.4400105222,20.4399328915,21.4869316752,20.4396393148,-1.1,801.5,1135.43424281,22.7022236135,19.4362725121,20.44,20.44,20.44,20.44,20.44,20.44,20.44,3.0438481443,19869.1067767
5368,23.9482145458,20.9141706692,24.4400125557,20.4399318211,21.4289078302,20.4396441299,-1.1,791.25,1135.43424281,22.6913818966,19.4374583315,20.44,20.44,20.44,20.44,20.44,20.44,20.44,3.02311263324,19848.7816542
5369,23.9510120872,20.9476083573,24.4400150801,20.4399323493,21.3703665534,20.4396544249,-1.1,781.0,1135.43424281,22.6762688282,19.4388087133,20.44,20.44,20.44,20.44,20.44,20.44,20.44,3.00148220457,19891.3819007
5370,23.9442195057,20.9708856876,24.4400195918,20.4399333975,21.3080732922,20.4396669542,-1.1,756.666666667,1135.43424281,22.653342392,19.4399178475,20.44,20.44,20.44,20.44,20.44,20.44,20.44,2.96958206098,19958.8802859
5371,23.9231059451,20.980870373,24.4400263531,20.4399346806,21.2403890892,20.4396802859,-1.1,732.333333333,1135.43424281,22.6254086533,19.4406377101,20.44,20.44,20.44,20.44,20.44,20.44,20.44,2.93152956633,20038.5874203
5372,23.8885948312,20.9787174928,24.4400368748,20.4399360982,21.1679772722,20.4396937906,-1.1,708.0,1135.43424281,22.5917607727,19.4410645608,20.44,20.44,20.44,20.44,20.44,20.44,20.44,2.8864002981,20126.1792487
5373,23.8437485324,20.9670791655,24.4400527988,20.4399376219,21.0922147307,20.439707321,-1.1,683.666666667,1135.43424281,22.5530230066,19.4412139807,20.44,20.44,20.44,20.44,20.44,20.44,20.44,2.83583926643,20220.8009313
5374,23.7956014306,20.9526945044,24.4400765623,20.4399392252,21.0130786222,20.4397206984,-1.1,659.333333333,1135.43424281,22.5095071787,19.4410326022,20.44,20.44,20.44,20.44,20.44,20.44,20.44,2.78091710232,20321.3166947
5375,23.7490930616,20.9408907009,24.4401117901,20.4399408889,20.9301486952,20.4397338242,-1.1,635.0,1135.43424281,22.4611954248,19.4404625376,20.44,20.44,20.44,20.44,20.44,20.44,20.44,2.72223271232,20427.053256
5376,23.7107344212,20.9401548663,24.3634165791,20.362686804,20.8525064431,20.3634326262,-1.28333333333,610.666666667,1308.01376815,22.733773595,19.440440774,20.36,20.36,20.36,20.36,20.36,20.36,20.36,2.72434889182,15081.0702697
5377,23.6674915613,20.936768466,24.3603296935,20.3600474056,20.7704858848,20.3599590516,-1.46666666667,586.333333333,1308.01376815,22.2901908207,19.440971144,20.36,20.36,20.36,20.36,20.36,20.36,20.36,2.61693725625,20638.8947839
5378,23.6110934085,20.9222030512,24.3601670771,20.3598914049,20.6718158059,20.3597214302,-1.65,562.0,1308.01376815,22.4013754811,19.4413929092,20.36,20.36,20.36,20.36,20.36,20.36,20.36,2.57447527302,18456.6811598
5379,23.5474480863,20.8996229818,24.3600222235,20.3599112739,20.5635140734,20.3597530769,-1.83333333333,537.666666667,1308.01376815,22.2865238149,19.4414210307,20.36,20.36,20.36,20.36,20.36,20.36,20.36,2.50791655648,19362.3586425
5380,23.4754928438,20.8692187775,24.3600319111,20.359920173,20.4522294488,20.359775166,-2.01666666667,513.333333333,1308.01376815,22.1994575156,19.4408622982,20.36,20.36,20.36,20.36,20.36,20.36,20.36,2.43495391894,19714.0478613
5381,23.3925895376,20.8299408757,24.3600601031,20.3599275486,20.3618225299,20.3597929251,-2.2,489.0,1308.01376815,22.0895799635,19.4396208988,20.36,20.36,20.36,20.36,20.36,20.36,20.36,2.38180626336,20115.9815517
5382,23.2897458215,20.7744373411,24.3601214968,20.3599345164,20.3599471959,20.3598122458,-2.38333333333,451.166666667,1308.01376815,21.9467786586,19.4372919618,20.36,20.36,20.36,20.36,20.36,20.36,20.36,2.33523460122,20832.1031013
5383,23.1730313778,20.7083643241,24.3600394284,20.3599409417,20.3599529604,20.3598297185,-2.56666666667,413.333333333,1308.01376815,21.8126736934,19.4336000498,20.36,20.36,20.36,20.36,20.36,20.36,20.36,2.23460120893,21172.8925924
5384,23.0280741411,20.6188715608,24.3600204533,20.3599468132,20.3598893513,20.3598456812,-2.75,375.5,1308.01376815,21.6401019828,19.4285641006,20.36,20.36,20.36,20.36,20.36,20.36,20.36,2.13740990972,21713.2056562
5385,22.8498126988,20.5002257165,24.3600206576,20.3599521675,20.3598177875,20.3598602623,-2.93333333333,337.666666667,1308.01376815,21.4366960313,19.4222951302,20.36,20.36,20.36,20.36,20.36,20.36,20.36,2.02377018215,22211.6159451
5386,22.6422307541,20.3624778601,24.3600185282,20.3599570432,20.3598861827,20.3598735732,-3.11666666667,299.833333333,1308.01376815,21.169070617,19.4148853468,20.36,20.36,20.36,20.36,20.36,20.36,20.36,1.8990508074,22724.523957
5387,22.3311190289,20.3599504212,24.3187030782,20.3599780924,20.3599119151,20.359933488,-3.3,262.0,1308.01376815,20.3599655973,19.4034909509,20.36,20.36,20.36,20.36,20.36,20.36,20.36,1.65845000882,24518.0046298
5388,21.7699942309,20.3993613393,24.2781700532,20.3993968671,20.3993098509,20.3992321896,-3.44166666667,224.166666667,1704.88373322,20.3993658668,19.3804740885,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.62250710315,23490.5162269
5389,21.3615398356,20.399941772,24.2449300499,20.3999613068,20.3999368224,20.3999311787,-3.58333333333,0.0,1704.88373322,20.3999537395,19.3590507391,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.64680391075,23954.6669691
5390,21.0469491018,20.3998093356,24.184203358,20.3999664047,20.3999533716,20.3999452567,-3.725,0.0,1704.88373322,20.3999481641,19.3388135908,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.65421246458,24062.8261941
5391,20.7808682951,20.3998551249,24.1125005505,20.3999683239,20.3998042821,20.3999495919,-3.86666666667,0.0,1704.88373322,20.3999414923,19.3196457477,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.67441041233,24473.5504945
5392,20.5479259679,20.3998018511,24.0387863856,20.3999471689,20.3996962177,20.3999188743,-4.00833333333,0.0,1704.88373322,20.3999080895,19.3013507296,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.69344218868,24867.7810376
5393,20.4036865097,20.3998441258,23.9658703869,20.39994937,20.3997364719,20.3999230019,-4.15,0.0,1704.88373322,20.4000231187,19.2837370265,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.76208661692,25517.9523127
5394,20.40004327,20.399879039,23.8952159488,20.3999522679,20.399773917,20.3999285221,-4.29166666667,0.0,1704.88373322,20.3999321704,19.2669642711,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.8243540855,26392.613699
5395,20.3999072439,20.3999048523,23.8266418291,20.3999550769,20.39980468,20.3999337207,-4.43333333333,0.0,1704.88373322,20.3999325083,19.2510466007,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.83963072727,26741.4033122
5396,20.3998739608,20.3999240197,23.7598040187,20.3999577517,20.3998298491,20.3999385172,-4.575,0.0,1704.88373322,20.399936459,19.2359263696,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.87419081401,27350.4475074
5397,20.3999187895,20.3995375096,23.6945313973,20.3999602961,20.399850615,20.3999429432,-4.71666666667,0.0,1704.88373322,20.3999031506,19.2215620872,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.90043613621,27854.7487018
5398,20.3997905797,20.3995817697,23.630754468,20.3999627139,20.3998678533,20.3999470309,-4.85833333333,0.0,1704.88373322,20.3999021089,19.2079212581,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.92457996779,28333.7263911
5399,20.399836501,20.3996350027,23.5684162519,20.3999650094,20.3998822064,20.3992908353,-5.0,0.0,1704.88373322,20.3998360651,19.194992285,20.4,20.4,20.4,20.4,20.4,20.4,20.4,1.94676049543,28783.5648033
5400,20.476115314,20.4751353334,23.5459109476,20.4765449037,20.4751650929,20.4747012588,-5.09166666667,0.0,2721.52567544,20.4760449448,19.2005432829,20.48,20.48,20.48,20.48,20.48,20.48,20.48,2.09065086323,32105.7124917
5401,20.4796280716,20.4792956289,23.541997638,20.4797841595,20.4795905514,20.4796256496,-5.18333333333,0.0,2721.52567544,20.4796838018,19.216458365,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.79551872522,25260.1859055
5402,20.4798751689,20.4796547011,23.5310955619,20.4799486074,20.479869717,20.4799253943,-5.275,0.0,2721.52567544,20.4799022659,19.2309513672,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.92843862969,28206.0685895
5403,20.4798906511,20.4796729847,23.5076154765,20.4799444099,20.4798780888,20.4799378926,-5.36666666667,0.0,2721.52567544,20.4799044376,19.2401926359,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.90083375487,27545.9989924
5404,20.4799031275,20.4796896894,23.4766813538,20.4799414134,20.4798840413,20.4799381263,-5.45833333333,0.0,2721.52567544,20.4799056134,19.2456119886,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.89970238374,27492.0797153
5405,20.4799133444,20.4797057042,23.4438283368,20.4799390441,20.4798893137,20.4799381894,-5.55,0.0,2721.52567544,20.4799069473,19.2494586001,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.90014677386,27477.0914012
5406,20.4796224431,20.4797204842,23.4115942102,20.4799369814,20.4798942924,20.4799384661,-5.64166666667,0.0,2721.52567544,20.4798843672,19.2530210419,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.90113847703,27477.2063866
5407,20.479638395,20.4797340102,23.3803236781,20.4799351726,20.4798990278,20.4799389203,-5.73333333333,0.0,2721.52567544,20.4798860129,19.2566571889,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.90273325389,27492.2059945
5408,20.4796628154,20.4797463944,23.3496699437,20.4799336012,20.4799035452,20.479939518,-5.825,0.0,2721.52567544,20.4798884916,19.2603318606,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.90451706466,27514.2782707
5409,20.4796852188,20.4797577517,23.319371605,20.4799322536,20.4799078573,20.4799402321,-5.91666666667,0.0,2721.52567544,20.4798909195,19.2639670261,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.90663290037,27545.4294883
5410,20.4797055114,20.4797681898,23.2893711174,20.4799311168,20.4799119733,20.4799410402,-6.00833333333,0.0,2721.52567544,20.4798932723,19.2675409957,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.90904153425,27584.5911545
5411,20.4797267493,20.4797778075,23.2597005268,20.4799301781,20.4799159012,20.4799419239,-6.1,0.0,2721.52567544,20.4798957923,19.2710706832,20.48,20.48,20.48,20.48,20.48,20.48,20.48,1.91174179499,27631.4358364
5412,20.4891925197,20.4891801519,23.2639006041,20.4895210461,20.4893888979,20.4893611173,-6.05833333333,0.0,3353.2966052,20.4894220278,19.2848958555,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.83609353336,25912.5678234
5413,20.489806579,20.4898239532,23.2779687083,20.4899150117,20.4899280393,20.4899401074,-6.01666666667,0.0,3353.2966052,20.4898991296,19.2977917061,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.78940766097,24867.3627963
5414,20.4896758086,20.4897154754,23.2885381235,20.489847351,20.489886522,20.4899123883,-5.975,0.0,3353.2966052,20.4898282741,19.316881555,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.77796827342,24609.6790817
5415,20.489665179,20.4897017275,23.2912137209,20.489828166,20.4898803654,20.48990526,-5.93333333333,0.0,3353.2966052,20.4898130012,19.3377788587,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.76017953393,24214.5761201
5416,20.4896631597,20.4896950744,23.2881035464,20.4898126037,20.489877334,20.4899004753,-5.89166666667,0.0,3353.2966052,20.4898020714,19.356579481,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.74587428118,23898.0065833
5417,20.4896778142,20.4897015226,23.2827626971,20.489797016,20.4898746604,20.4898959492,-5.85,0.0,3353.2966052,20.4897941602,19.3727685306,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.73499684217,23650.8137039
5418,20.4896786936,20.4896970226,23.2773053662,20.489781008,20.4898720627,20.4898914613,-5.80833333333,0.0,3353.2966052,20.4897837058,19.3873599561,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.72214308145,23368.8587495
5419,20.4896778862,20.4896914497,23.2723467486,20.4897645695,20.4898695106,20.4898869823,-5.76666666667,0.0,3353.2966052,20.4897727867,19.4012941565,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.70967662724,23096.8580814
5420,20.4896765885,20.4896856773,23.2678305794,20.4897476941,20.4898669889,20.4898824969,-5.725,0.0,3353.2966052,20.4897616068,19.4150083137,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.69757282469,22834.1233514
5421,20.4896748861,20.4896797214,23.2636152641,20.4897303749,20.4898644852,20.4898779925,-5.68333333333,0.0,3353.2966052,20.4897501681,19.4285968885,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.68579200065,22579.6783056
5422,20.4896728044,20.4896735821,23.2596516933,20.4899533527,20.4898619888,20.4898734574,-5.64166666667,0.0,3353.2966052,20.4898740067,19.4420403182,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.67487482866,22345.0984955
5423,20.4896703572,20.4896672548,23.2559562787,20.4899580229,20.4898594892,20.4898688804,-5.6,0.0,3353.2966052,20.4898744239,19.4553205029,20.49,20.49,20.49,20.49,20.49,20.49,20.49,1.66297607431,22090.3933376
5424,20.5086523155,20.5085469676,23.2916413203,20.5092376918,20.508863812,20.5087670782,-5.64166666667,0.0,3874.47383448,20.5089957977,19.4703338558,20.51,20.51,20.51,20.51,20.51,20.51,20.51,1.59889027623,20742.2183124
5425,20.5098524479,20.5095134571,23.3348859318,20.5098639773,20.5097632719,20.5097618645,-5.68333333333,0.0,3874.47383448,20.5097932322,19.4849177859,20.51,20.51,20.51,20.51,20.51,20.51,20.51,1.50853586963,18903.1003018
5426,20.5096295628,20.5095967911,23.3620458806,20.5099027774,20.509826654,20.5098285309,-5.725,0.0,3874.47383448,20.509818644,19.4961695066,20.51,20.51,20.51,20.51,20.51,20.51,20.51,1.54242849332,19577.2864725
5427,20.5096216125,20.5095974522,23.3718313856,20.5098957893,20.5098292836,20.5098287333,-5.76666666667,0.0,3874.47383448,20.5098139088,19.5037909025,20.51,20.51,20.51,20.51,20.51,20.51,20.51,1.53127278119,19350.1778445
5428,20.5096289671,20.5096001178,23.3720726132,20.5098917003,20.5098325353,20.5098285636,-5.80833333333,0.0,3874.47383448,20.5098127964,19.5105133848,20.51,20.51,20.51,20.51,20.51,20.51,20.51,1.52838478185,19289.9595109
