,t61,t62,t63,t64
1401,22.6076889245,19.8890965316,22.8360484558,20.3950562923
1402,22.6089358325,19.8895837565,22.8365254286,20.3728787088
1403,22.6103581783,19.8891501411,22.8372788311,20.3548559188
1404,22.6120768429,19.8897087592,22.8384481101,20.3385852594
1405,22.6140697967,19.8900461632,22.8399500573,20.3202872063
1406,22.6161257326,19.8896128654,22.8415272085,20.3026086386
1407,22.6181634969,19.8901189079,22.843092287,20.2862121443
1408,22.620280594,19.8894822759,22.8447524541,20.2705592566
1409,22.622537432,19.8897937766,22.8465720231,20.2552060055
1410,22.6251258524,19.8893403821,22.8487436219,20.2404208287
1411,22.6292127896,19.8893325261,22.8524437326,20.2279127258
1412,22.6356057552,20.173296483,22.8588297276,20.2687632336
1413,22.6427747805,20.2601399515,22.8657842498,20.302123459
1414,22.6491728864,20.2597676557,22.8717858895,20.3121720549
1415,22.6529737481,20.2599862254,22.8751599522,20.3103140588
1416,22.65357119,20.259539931,22.8753895581,20.3050580048
1417,22.6540567525,20.2597732847,22.8756015794,20.3017676415
1418,22.654349316,20.2593066674,22.8756230826,20.2965849784
1419,22.6546628427,20.2596140352,22.8756360639,20.2898757827
1420,22.6548759092,20.2597008957,22.8755203424,20.2822009966
1421,22.65503435,20.2600046614,22.8753432716,20.2741712922
1422,22.6549300186,20.2594402126,22.8749003476,20.2653480383
1423,22.654777485,20.2599869543,22.8744098869,20.2627062854
1424,22.5884411722,20.4298191815,22.8130765317,20.6985814673
1425,22.5196634633,20.449568818,22.7544123753,21.0237930178
1426,22.4964138688,20.450793041,22.7387542093,21.1395849568
1427,22.5031011063,20.4501777325,22.7487786516,21.1837058185
1428,22.5158092643,20.4499937739,22.7622134995,21.2338691048
1429,22.5237122949,20.4505571858,22.7703767536,21.2885327103
1430,22.5269572915,20.4499244433,22.7744217745,21.3346882137
1431,22.5286378629,20.4495874456,22.7773975646,21.3717935606
1432,22.5301830943,20.4499069104,22.7803636431,21.4032560675
1433,22.5322406922,20.4503972353,22.783721384,21.431998036
1434,22.534406988,20.449498738,22.7870417565,21.4579173252
1435,22.5361973104,20.4502705654,22.78987179,21.4806686265
1436,22.2211030472,20.2811866224,22.4877650841,21.6326801633
1437,21.8517317775,20.2802262212,22.1470686861,21.7799867299
1438,21.6734054928,20.2805832942,21.9898311127,21.8586185541
1439,21.6376637067,20.2801281453,21.9623983026,21.9073531566
1440,21.6435321056,20.2809077382,21.9685525678,21.9607004086
1441,21.6406878209,20.2802978054,21.9640506747,22.0095866956
1442,21.627481938,20.2804005913,21.9502450108,22.0523641132
1443,21.6123749557,20.2800764663,21.9356710494,22.093810789
1444,21.6004649887,20.2800219541,21.9246001871,22.1329969342
1445,21.5919106284,20.2806784806,21.9166854085,22.1687677874
1446,21.5830928588,20.2807484253,21.9082532772,22.2009212561
1447,21.5746319124,20.2800702508,21.9001278519,22.2306209919
1448,21.5656437156,20.5385568923,21.8911937019,22.3345465067
1449,21.5511290426,20.6502922283,21.8770649441,22.4413593042
1450,21.5408765431,20.6506219822,21.8676462431,22.5177865293
1451,21.5368237983,20.6496281276,21.8644777778,22.5726627371
1452,21.5354272919,20.650604081,21.8637200718,22.6205781176
1453,21.5350510372,20.6511787874,21.8637694734,22.6675318671
1454,21.5355333536,20.649654135,21.8645804028,22.7117655992
1455,21.5352354956,20.6502088425,21.864542091,22.7523482212
1456,21.535277348,20.6504230146,21.8648061358,22.7898414613
1457,21.5367584548,20.6509087185,21.8664621722,22.8251389089
1458,21.5395991171,20.6508734086,21.8693957381,22.8584911661
1459,21.5433708889,20.6500014839,21.8731786052,22.8900249588
1460,21.2845314796,20.8608813597,21.6240542445,22.7982990347
1461,21.0104229173,20.9478106043,21.3644677054,22.7110005094
1462,20.9604912706,20.9494762422,21.2260682379,22.6836221179
1463,20.9525805941,20.9511053708,21.1817237298,22.681822756
1464,20.9519502112,20.9513141902,21.1688294411,22.6797793557
1465,20.9517707909,20.9513595357,21.1557853936,22.6769926717
1466,20.950320882,20.9509651435,21.1380410513,22.6757240702
1467,20.9519664408,20.9514432388,21.1200284703,22.6761701122
1468,20.9516754762,20.9505617098,21.1046169777,22.6776615066
1469,20.9512360993,20.9514485242,21.0918349603,22.6799076518
1470,20.9522016789,20.9505689797,21.0806247914,22.6826562185
1471,20.9516366449,20.9506346278,21.070332224,22.6859672164
1472,20.8591364059,20.5862583483,21.0569967171,22.8547823823
1473,20.7630980147,20.4696889151,21.0384043215,23.023474139
1474,20.7065697276,20.4701559595,21.020283607,23.1143505772
1475,20.6840240783,20.4701136983,21.0068563448,23.1664353642
1476,20.674953215,20.4700465247,20.9976065731,23.215554287
1477,20.6669055938,20.4706166139,20.9902472497,23.2645201766
1478,20.6578317917,20.4704661818,20.9839283131,23.3098975137
1479,20.6492765918,20.4698867627,20.9785814986,23.3513440581
1480,20.6422529896,20.4697992274,20.9741960988,23.3899926259
1481,20.6367277829,20.4707438471,20.9706843758,23.4266284241
1482,20.6323227315,20.4704612791,20.9679471784,23.4614480761
1483,20.6287746821,20.4699279358,20.9659248127,23.4947985203
1484,20.6237013575,20.3230269677,20.9622687266,23.5231963242
1485,20.6237571225,20.3207907497,20.9637708425,23.5599878009
1486,20.6219343991,20.3205100426,20.9632166864,23.5880684183
1487,20.6192569675,20.3206983887,20.9617511904,23.6144400828
1488,20.6178891118,20.3205861362,20.9616182719,23.6430981766
1489,20.6170014453,20.3204280511,20.9619361415,23.6703959489
1490,20.6165619141,20.319625307,20.9626528699,23.6968577182
1491,20.6166092559,20.3197386861,20.9638034496,23.7230326934
1492,20.6171210558,20.3202281277,20.9653668526,23.7488663106
1493,20.6180492204,20.3200415282,20.9672974866,23.7742386204
1494,20.6194274255,20.3205577135,20.9696325516,23.7992814053
1495,20.6210531162,20.320410736,20.9721679966,23.8236901942
1496,20.6252348822,20.4939533646,20.9772355747,23.8516748251
1497,20.6282716029,20.5001274378,20.9810434601,23.8752571079
1498,20.6326921524,20.5002046933,20.9861941128,23.9013958296
1499,20.6380876017,20.5005843215,20.9922307728,23.9276818411
1500,20.6443562402,20.5000677372,20.9990403495,23.9541871013
1501,20.6511174753,20.5000708456,21.0062556058,23.9805926109
1502,20.6571724293,20.4998308142,21.0127013807,24.0050267805
1503,20.6621358015,20.5003001429,21.0180300913,24.0277339767
1504,20.6662627685,20.4998768683,21.0225230305,24.0496062607
1505,20.6698395052,20.5003940066,21.0264692257,24.0709308822
1506,20.6729767785,20.5000097255,21.0299721949,24.0916726139
1507,20.6756766685,20.5005572864,21.0330295827,24.1118264218
1508,20.6773477238,20.2687847179,21.0349429608,24.0406095117
1509,20.6793421209,20.1906226765,21.0372290147,23.9766878815
1510,20.6758101727,20.1897430913,21.0338388946,23.9438935382
1511,20.6732294182,20.190441182,21.0313983341,23.9357762135
1512,20.6717547137,20.1902823227,21.0300299721,23.9305494676
1513,20.6695080337,20.1898222505,21.0278309813,23.923001732
1514,20.6663208704,20.1899866399,21.0246796747,23.9170160858
1515,20.6625361353,20.1899728945,21.02095238,23.9136072341
1516,20.6585024418,20.1905097381,21.0170012524,23.9119242714
1517,20.6542018313,20.1897539562,21.0127951063,23.9110234361
1518,20.6496511105,20.1903946622,21.0083451857,23.9108507231
1519,20.6449118976,20.1903894932,21.0037130165,23.9114649604
1520,20.6365465884,20.032917233,20.9954059666,23.8229767357
1521,20.6357092047,20.029583946,20.9947181597,23.7471288069
1522,20.6284041894,20.030416841,20.9872050192,23.6976658505
1523,20.6219670801,20.0298440401,20.9805003347,23.675191307
1524,20.6158795082,20.0297297606,20.9740964738,23.6558358977
1525,20.6095505051,20.0300671781,20.96741305,23.6357904678
1526,20.6027079202,20.0304736369,20.960203413,23.6177759222
1527,20.5953181361,20.0301857042,20.9524545883,23.6023415481
1528,20.5875045197,20.0302457158,20.9442994864,23.5887007816
1529,20.5794249049,20.0300235473,20.9358962332,23.5763564252
1530,20.5710768499,20.0302472083,20.9272371553,23.5649876288
1531,20.5624979208,20.0300925495,20.9183583048,23.5545681481
1532,20.6943269291,20.3855974287,21.0460100917,23.6553149572
1533,20.8258334489,20.4998326022,21.1700528284,23.7407734777
1534,20.8952199691,20.4993991274,21.2327559401,23.7797191961
1535,20.9153294411,20.4994133509,21.2494102688,23.8012725468
1536,20.9166687247,20.5001469751,21.2501015415,23.8209364203
1537,20.917164838,20.4999906062,21.2511786545,23.8403981389
1538,20.919779494,20.4997678038,21.2544500675,23.8569184464
1539,20.9222985208,20.4994564482,21.2573819508,23.8705806748
1540,20.9243047927,20.4997829687,21.2596957381,23.8825770272
1541,20.9251143465,20.4998196983,21.2608341161,23.8935888596
1542,20.9246490405,20.5002228343,21.2607481683,23.9040155677
1543,20.9242846721,20.4996659264,21.2608080798,23.9156737321
1544,21.1915475548,20.8052235487,21.5198623127,24.133038019
1545,21.4626956762,20.978418568,21.7771134325,24.3204160518
1546,21.611697743,20.9790501027,21.9140480293,24.4136561115
1547,21.6575479017,20.9789413368,21.9541126587,24.4659732805
1548,21.6604022419,20.9788858457,21.9571277825,24.5117399398
1549,21.6594748695,20.9795204841,21.959199223,24.5562738638
1550,21.6642452285,20.9796173692,21.9671529188,24.5953797159
1551,21.6709438874,20.9800051459,21.9763079145,24.6294102187
1552,21.6776223703,20.9791857922,21.9849766374,24.6607261159
1553,21.6827383655,20.980215116,21.9919848504,24.6892204092
1554,21.685370267,20.9794526271,21.9965359139,24.7148637581
1555,21.6858686663,20.9796556575,21.9989584427,24.738274196
1556,21.6860394113,20.6149507583,22.0001353702,24.5273226243
1557,21.6879950241,20.4998274164,22.0038329924,24.4962143065
1558,21.6885116783,20.5001329364,22.0064142633,24.4933252505
1559,21.6854478081,20.4993681208,22.0052344479,24.492549175
1560,21.6819746426,20.5000673584,22.0034532461,24.4923454244
1561,21.6774595765,20.4996726489,22.0005098214,24.492285424
1562,21.6736319705,20.4995890875,21.9982416046,24.4922631922
1563,21.670962975,20.4999379631,21.9971105006,24.49225383
1564,21.6690278935,20.499743208,21.9966481249,24.4922502377
1565,21.667367596,20.4998885519,21.9963813936,24.4922471489
1566,21.665782526,20.4992269461,21.9961232065,24.4922463595
1567,21.6642914912,20.50002045,21.9959071452,24.4922464064
1568,21.6976757292,20.6916506875,22.0310569961,24.6345329012
1569,21.7245556489,20.6990253015,22.0589775487,24.6752401983
1570,21.7393598017,20.6988023392,22.0745087445,24.6871363257
1571,21.7450421763,20.699660482,22.0811177509,24.6905598375
1572,21.7481449885,20.6994663996,22.0854898767,24.6915596332
1573,21.7514270896,20.699411337,22.0901734089,24.6918589973
1574,21.7548626512,20.6997481067,22.0949370184,24.6919532996
1575,21.7578599754,20.6989450667,22.0991379223,24.6919859656
1576,21.7602127293,20.6997807592,22.1026111736,24.6919995973
1577,21.7619740855,20.6995149027,22.105451636,24.6920072509
1578,21.7633961415,20.6991914502,22.1079251806,24.6920062365
1579,21.7645176681,20.6994236604,22.1100632873,24.6920113055
1580,22.0502380532,20.863286455,22.3868777133,24.8153199009
1581,22.3451356494,20.869217535,22.6649633914,24.8177132526
1582,22.5081727999,20.8704005013,22.8104657468,24.7697296395
1583,22.5584380878,20.8696030703,22.8511775977,24.7312117943
1584,22.5663753917,20.8688904081,22.8583165716,24.709830582
1585,22.5746389651,20.8701880777,22.8698389006,24.6938287188
1586,22.5914484275,20.8697181577,22.8897958338,24.6788159361
1587,22.6110170055,20.8695585716,22.9111114034,24.6649688763
1588,22.6281877254,20.870243927,22.9292108029,24.6537541621
1589,22.6441239015,20.8696203028,22.9460964417,24.645620508
1590,22.6579676091,20.8697391629,22.9611337546,24.6387796254
1591,22.6696493399,20.8690924661,22.9742040009,24.6326605345
1592,22.649476527,20.5740596396,22.9553044085,24.5131134707
1593,22.6396539602,20.4998565277,22.9480807189,24.4959182782
1594,22.6225001306,20.4997398163,22.9335579717,24.4942417781
1595,22.6063491379,20.4997749835,22.9198740969,24.4889318668
1596,22.6012216918,20.4996952848,22.9169839947,24.4824309905
1597,22.6000102646,20.4998085529,22.9175219849,24.4697903831
1598,22.5997583109,20.5001092106,22.9186923233,24.4582520062
1599,22.5991319044,20.4995822692,22.9193770071,24.448320912
1600,22.5984147732,20.4995628714,22.9199726178,24.4394324878
1601,22.598111272,20.4996663295,22.9209760519,24.4313889631
1602,22.5982171648,20.499682787,22.9223362782,24.4239187416
1603,22.5987121492,20.4997636307,22.924014019,24.4172111303
1604,22.7942686455,20.6819550814,23.1153392285,24.4809977074
1605,22.9899144665,20.6893248728,23.3000202794,24.4661071904
1606,23.0926443992,20.6893325355,23.3914425155,24.4335550008
1607,23.1195033351,20.6897321415,23.4127637455,24.4093885728
1608,23.1208571248,20.6890764592,23.4144668414,24.3939156951
1609,23.1253750432,20.6893448763,23.4217318575,24.3807924599
1610,23.1367635298,20.6898008009,23.435448917,24.3676594134
1611,23.1508944094,20.6897900177,23.4508335219,24.356957715
1612,23.1636577658,20.689171224,23.4642999733,24.3475757785
1613,23.1743830087,20.6892457241,23.4757526139,24.3392071435
1614,23.184106298,20.6894949753,23.4864006139,24.3312487733
1615,23.1933403184,20.6901118128,23.4966572621,24.3241180633
1616,23.2978749858,20.4935675393,23.5965691649,24.2194078262
1617,23.425898306,20.4897437433,23.7167406591,24.1549662671
1618,23.4916492042,20.4891825761,23.7753793643,24.1054712667
1619,23.508017608,20.4895576379,23.7888426745,24.0719641999
1620,23.5108351229,20.4900900627,23.7925525949,24.0480429127
1621,23.5156521578,20.4897270588,23.7995391255,24.0229901821
1622,23.5250106854,20.4895197098,23.8106334103,23.9998848344
1623,23.5358505802,20.489024456,23.8224775246,23.979954966
1624,23.5458316124,20.4895300765,23.8331369024,23.9624130465
1625,23.5546650198,20.4889460787,23.8426899569,23.9464653658
1626,23.5630905936,20.4899448303,23.8519629002,23.9311651685
1627,23.5723134574,20.4895158934,23.8620752825,23.9194446503
1628,23.5474283614,20.3916834414,23.8373986891,23.7866397768
1629,23.5330907717,20.3893958586,23.8238041356,23.6903383065
1630,23.5255924244,20.3895634789,23.8170128494,23.6319292246
1631,23.5254490987,20.3894217143,23.8172338327,23.5948266536
1632,23.5269817147,20.3894264786,23.8187209733,23.5587035024
1633,23.5277760043,20.38994231,23.8193254451,23.5231149535
1634,23.5280763313,20.3900263767,23.8195207163,23.4911555375
1635,23.5285887372,20.389617882,23.8200504364,23.462666731
1636,23.5294989327,20.3892015395,23.8210351048,23.4363127719
1637,23.5309265793,20.3892137409,23.8225435131,23.4118914588
1638,23.5325484943,20.3898193903,23.8242380808,23.3888248934
1639,23.5344072174,20.3898902455,23.8261780507,23.3673149429
1640,23.2925908804,20.1176855944,23.5866007166,22.7340083551
1641,23.1668060151,20.0202090166,23.4645603548,22.4635271649
1642,23.0282866265,20.0195490895,23.3323815955,22.2383838287
1643,22.9148504769,20.0199452252,23.2252452086,22.0756658982
1644,22.8551642925,20.0195095876,23.1689279801,21.9770540448
1645,22.8309909328,20.0193924783,23.1438564041,21.8953606676
1646,22.8184993281,20.0191638372,23.1276061628,21.8161451072
1647,22.8057441322,20.0195177075,23.110530539,21.7419858014
1648,22.7914784803,20.0194525049,23.0925306481,21.6747613339
1649,22.7776582082,20.0200667676,23.0756149725,21.6129235385
1650,22.7655834869,20.0192786157,23.0607473378,21.5551721437
1651,22.7551781187,20.0191011917,23.0476250632,21.5008209453
1652,22.7387891361,19.9213903698,23.0284626554,21.4405723531
1653,22.7315179537,19.9190899293,23.0186916351,21.3992495489
1654,22.7228923627,19.9195516311,23.0075322972,21.3503032291
1655,22.7161719337,19.9195000233,22.9984331865,21.3069634091
1656,22.7105581622,19.9190513693,22.990572386,21.2667307683
1657,22.7053963573,19.9191977086,22.983341896,21.2278744221
1658,22.7006433615,19.9191773702,22.9766274677,21.1904816133
1659,22.6963047852,19.9200271799,22.97048006,21.1546505955
1660,22.6924024094,19.9197967749,22.9648434992,21.1202097366
1661,22.6888197899,19.9191280592,22.9596552936,21.0869201035
1662,22.6856571666,19.9192609356,22.9549417119,21.0542569523
1663,22.682793893,19.9191188788,22.9506229124,21.0228623398
1664,22.6774188152,19.6194264353,22.9443455047,20.9949936518
1665,22.6722390898,19.4998019372,22.9377987177,20.9640105618
1666,22.6636551783,19.499309217,22.9276627659,20.9254212663
1667,22.6541611995,19.4996032092,22.9170394359,20.8897368959
1668,22.648047821,19.4992540455,22.9102625953,20.8624169658
1669,22.6432850809,19.5001723946,22.9049632864,20.834580729
1670,22.6385770333,19.5001509441,22.8996990997,20.8055397211
1671,22.6336527505,19.5001151686,22.8942213885,20.7768517979
1672,22.6287427118,19.4994431669,22.8887764669,20.7490612653
1673,22.6239649662,19.4995844613,22.8835729701,20.7218434024
1674,22.6194383998,19.4996719496,22.878604437,20.6950365124
1675,22.615035967,19.4991955052,22.8738033301,20.6685308633
1676,22.6091923584,19.2843045573,22.8675307953,20.6395977237
1677,22.6120308565,19.279215333,22.869964116,20.626230619
1678,22.6081440243,19.279845461,22.8654245201,20.5957532528
1679,22.6064846632,19.2795541647,22.8633033794,20.5741744538
1680,22.60590186,19.2797276035,22.8623593763,20.5541372288
1681,22.6051991105,19.2795721133,22.8613066916,20.532746522
1682,22.6041301758,19.2798308405,22.859891087,20.5110286151
1683,22.6029549199,19.2802148537,22.8583864171,20.4899164607
1684,22.6018245249,19.2797603944,22.8569385183,20.469204108
1685,22.6008238217,19.2802068635,22.8556171485,20.4487731904
1686,22.5999352639,19.2797894932,22.8543919782,20.4285861995
1687,22.5991175066,19.2795166551,22.8532165705,20.4086418978
1688,22.5979401197,19.6389710852,22.8518220172,20.392262369
1689,22.593362869,19.7798117404,22.846885973,20.3654472028
1690,22.5908430644,19.7800099524,22.8439754783,20.343641778
1691,22.5908278707,19.7797259511,22.843439919,20.3262644802
1692,22.5903872835,19.7790792991,22.8422787972,20.3067489674
1693,22.5892828259,19.7795243796,22.8403533541,20.2865864557
1694,22.5878935899,19.7804785661,22.8381287663,20.266818011
1695,22.5865581054,19.7798705245,22.835969302,20.2474579112
1696,22.5853795141,19.7795364882,22.8339715162,20.2283139533
1697,22.5842752476,19.779999319,22.8320469714,20.2092651741
1698,22.5831842087,19.7796466683,22.8301399895,20.1903610484
1699,22.5821109303,19.7802023129,22.8282636113,20.1716668169
1700,22.5918423954,20.0109029119,22.8374112592,20.2124067674
1701,22.5968118678,20.0193603252,22.8416217796,20.2420741642
1702,22.5998282033,20.0195070171,22.8439282534,20.2506423045
1703,22.6003150657,20.0190342155,22.8437942455,20.2462089081
1704,22.6002095743,20.0195540708,22.8431690029,20.2410212472
1705,22.6002947299,20.0191005999,22.8427722175,20.2356173584
1706,22.6005259137,20.0194119128,22.8425051059,20.229171399
1707,22.6006494936,20.020668378,22.8421061564,20.2214896012
1708,22.6005742915,20.0200870674,22.8415040736,20.2129099018
1709,22.6003650427,20.0192868977,22.8407799256,20.2037565844
1710,22.6000441785,20.0190676582,22.8399582476,20.1940643388
1711,22.5996317484,20.0191460629,22.8390563687,20.1839044068
1712,22.5338408504,19.8307958376,22.7802318552,20.6265252934
1713,22.4672410244,19.8299304437,22.7244114374,20.9549484424
1714,22.4469615797,19.8296190552,22.7108632874,21.0722480945
1715,22.456999474,19.8296527107,22.7232468376,21.1185088758
1716,22.4729172823,19.8301132211,22.7395042925,21.1713252683
1717,22.4837479515,19.8299204732,22.7507091625,21.2286593423
1718,22.4898754957,19.8301768963,22.7579226433,21.2776360503
1719,22.4945954175,19.8301487182,22.7642047312,21.3178233754
1720,22.4996757736,19.8307200968,22.7709169573,21.3530833523
1721,22.505250879,19.8298169094,22.7779856717,21.3852510584
1722,22.5110386759,19.8306309995,22.7851275719,21.4148708658
1723,22.5178245274,19.829681281,22.7931991763,21.4437119075
1724,22.2031172108,19.518269193,22.491131819,21.5896969265
1725,21.8349799845,19.3909284245,22.1519369632,21.7400653458
1726,21.6573037321,19.3907044536,21.9972042622,21.8235814096
1727,21.6177775814,19.389842093,21.9679402536,21.8675393689
1728,21.6221696515,19.3907209636,21.974042484,21.9240427162
1729,21.6178740669,19.3902722549,21.9689511365,21.9741949501
1730,21.6010895431,19.3899427598,21.9522266084,22.015181745
1731,21.5820013692,19.3904242305,21.9344081871,22.0515123289
1732,21.5667344008,19.3903767101,21.9207821896,22.0855590334
1733,21.5556258154,19.3902839626,21.9110604726,22.1170385751
1734,21.5446454026,19.3906240308,21.9010771291,22.1447202194
1735,21.5341724463,19.3901109888,21.8914260173,22.1698494217
1736,21.5236738372,19.6672076184,21.881089638,22.2684190262
1737,21.5093281278,19.7408126265,21.8674602829,22.3736415855
1738,21.4982125242,19.7407724529,21.8575757489,22.4453401128
1739,21.4918539709,19.7401187956,21.8524483168,22.4932703589
1740,21.486723471,19.7398517942,21.848251479,22.5357653579
1741,21.4825832341,19.7405898629,21.8448402706,22.5777756425
1742,21.4800346278,19.740770639,21.842955791,22.6181033943
1743,21.4791009907,19.739837783,21.8426624177,22.6559663563
1744,21.4793889794,19.7403380096,21.8435578695,22.691678564
1745,21.4804739508,19.7403867912,21.8452143995,22.7258913293
1746,21.482209734,19.740236867,21.8474969741,22.7586122764
1747,21.4827836486,19.7401971876,21.8485830505,22.7888116571
1748,21.220489672,19.7006398979,21.5966198643,22.6957639927
1749,20.9451650494,19.7003646674,21.3379151716,22.6144554476
1750,20.7951431868,19.7007227255,21.2013408302,22.5942211262
1751,20.7464304212,19.7001667878,21.1587839798,22.5986655186
1752,20.7347903788,19.7003705539,21.1477382699,22.6023911529
1753,20.7248554143,19.6999632729,21.1362214643,22.6047343133
1754,20.7105181012,19.7005199332,21.1202268308,22.608698076
1755,20.6961433814,19.7002351276,21.1045969531,22.6148755243
1756,20.6848167745,19.7007067656,21.0921620871,22.6223970436
1757,20.6765217661,19.7001966554,21.0826640467,22.6305511852
1758,20.670230465,19.7004547372,21.075050862,22.6393528578
1759,20.6653489322,19.7004014523,21.0688149264,22.6491073047
1760,20.6481604846,19.7303275823,21.050193047,22.8074637198
1761,20.6330353705,19.7298219958,21.0341283947,22.9877646023
1762,20.6240746087,19.7305248931,21.0247461381,23.0898539858
1763,20.6190000886,19.7306451624,21.0195582338,23.149007449
1764,20.6152582629,19.7300817019,21.0158723423,23.2029328091
1765,20.6120767666,19.7305821256,21.012876979,23.257302014
1766,20.6092697381,19.7299708673,21.0103615185,23.3070921682
1767,20.6069199845,19.7298644892,21.0083789275,23.3515527253
1768,20.6051702869,19.7298420387,21.0070428158,23.3926495803
1769,20.6038199118,19.7307712063,21.0061264821,23.4312085435
1770,20.603011878,19.7300958691,21.0057662369,23.4680555369
1771,20.6024542273,19.7303371229,21.0056570492,23.5026969568
1772,20.6060808932,20.0615527795,21.0095856702,23.5306075442
1773,20.6076036239,20.2002443856,21.0114921815,23.5618182411
1774,20.6104519937,20.2006561596,21.0147981708,23.5990406223
1775,20.6146711565,20.2005182383,21.0193199526,23.6335715057
1776,20.6181129348,20.2001617848,21.0228154308,23.6626363879
1777,20.6211296576,20.2007353492,21.0257432508,23.6906011307
1778,20.623930414,20.2003017401,21.0284037813,23.7180194872
1779,20.6266409452,20.2000431643,21.030961913,23.7445160334
1780,20.6292814297,20.2001188663,21.0334461936,23.770025417
1781,20.6318580729,20.1999639403,21.035865654,23.7947430444
1782,20.634376435,20.2002667174,21.0382305819,23.8188066284
1783,20.6368244121,20.1997933901,21.0405340242,23.8422453015
1784,20.6400725177,20.4028150832,21.0436676201,23.8666005845
1785,20.6398411316,20.4099899952,21.0432798244,23.883999325
1786,20.6413271339,20.4102362756,21.0446866928,23.9064725011
1787,20.642724731,20.4100814162,21.0459525857,23.9271359102
1788,20.6440057746,20.4106101882,21.0470337596,23.9471611262
1789,20.6451455005,20.4106819369,21.0479278606,23.967117214
1790,20.645861722,20.4103195805,21.0483784037,23.9863356024
1791,20.64600511,20.4104681372,21.0482577602,24.0046498683
1792,20.645622969,20.4098285039,21.0476263666,24.0223142299
1793,20.644832993,20.410008384,21.0466060793,24.0395341237
1794,20.6436501472,20.4100770353,21.0452108014,24.0562829823
1795,20.6421502253,20.4104192538,21.0435154093,24.0726108929
1796,20.6403996598,20.3316430161,21.0415734388,24.0051702152
1797,20.6389532931,20.3307601476,21.039868727,23.9345764999
1798,20.6366336204,20.3301538246,21.0371217515,23.9044661373
1799,20.6344052828,20.3303821169,21.0343290651,23.8955183071
1800,20.6320923126,20.3298141022,21.0313635756,23.8882365732
1801,20.6296028521,20.3304383529,21.0281852502,23.8807154769
1802,20.6266814798,20.3302533414,21.0245712408,23.8749137502
1803,20.6232795496,20.3296457872,21.0204954178,23.8711667488
1804,20.6194582088,20.3302594738,21.0160297574,23.8687650211
1805,20.6152812419,20.3298194197,21.011240385,23.8672183597
1806,20.6108292671,20.3299138321,21.006207468,23.8664458728
1807,20.6060963537,20.3299882468,21.0009225609,23.8662890515
1808,20.7647290444,20.6102140659,20.9980534539,23.780127024
1809,20.7656130812,20.7582791561,20.9909106721,23.6943544341
1810,20.7619676467,20.7605895494,20.9841342792,23.6535275072
1811,20.7615233061,20.7603037059,20.9797895104,23.6359121816
1812,20.7620825415,20.7605389551,20.9751265095,23.6174805735
1813,20.7622223593,20.7593876368,20.9698955901,23.5989627612
1814,20.7614169039,20.7596557321,20.9642746507,23.5834085146
1815,20.7597723606,20.7594892199,20.9584010325,23.5706165252
1816,20.7608554221,20.7596666935,20.9524725316,23.5597637298
1817,20.7584872269,20.7602537969,20.9464673032,23.5501522751
1818,20.76058285,20.7607707028,20.9403241215,23.5415643613
1819,20.7628617024,20.7597894083,20.934032945,23.5339444056
1820,20.826887997,20.4723642982,21.062092461,23.6353200186
1821,20.8947524335,20.4094827144,21.1901912073,23.7232159164
1822,20.9320864024,20.4099552293,21.2552620564,23.7596614536
1823,20.9431259773,20.4099146855,21.2713812245,23.7762184988
1824,20.9433327706,20.4098463894,21.2707450655,23.7931110338
1825,20.941998658,20.410279839,21.2702954019,23.8102939397
1826,20.9409836498,20.4101836225,21.2721032023,23.8244894268
1827,20.9405066184,20.4094534996,21.274726006,23.8357934655
1828,20.9391244534,20.4096629067,21.275856623,23.8453683239
1829,20.9360886408,20.4099593335,21.2747905531,23.853734961
1830,20.9316629929,20.4097702285,21.2720872951,23.8610400613
1831,20.9262945592,20.4103133707,21.2683550639,23.867355935
1832,21.1926265137,20.118624731,21.5273688976,23.9971416979
1833,21.4673202066,20.0193902888,21.7893662169,24.0118470704
1834,21.6193395301,20.0201452038,21.9304147078,24.012490365
1835,21.665516391,20.0193285728,21.9717069437,24.0125759761
1836,21.6695831361,20.0197212444,21.9768943135,24.0126386329
1837,21.6708869959,20.0198386153,21.9822656021,24.0127002465
1838,21.6782629103,20.0194825132,21.9939252261,24.0127309109
1839,21.6875550385,20.0192907889,22.0067542746,24.0127368621
1840,21.6947150905,20.0198140236,22.0169253311,24.0127351506
1841,21.6989823731,20.0198398843,22.0240907473,24.0127350226
1842,21.7023737437,20.0196546978,22.0304397438,24.0127371838
1843,21.7050924047,20.0196910441,22.0360800988,24.0127399551
1844,21.7076374157,19.7423156401,22.0401559578,23.6870053647
1845,21.7104282569,19.6301665686,22.0455153875,23.6315986038
1846,21.7076499303,19.6293441573,22.0458065679,23.625823027
1847,21.7054053933,19.6294720447,22.0465031092,23.6240178846
1848,21.7028181693,19.6293478139,22.0464258336,23.6234397302
1849,21.6998128419,19.6301191435,22.0456140385,23.6232363317
1850,21.6969022983,19.6299099984,22.0447648241,23.623159445
1851,21.6942641051,19.6292947378,22.0441201328,23.6231289072
1852,21.6917907634,19.6292429812,22.0435647976,23.6231155141
1853,21.6893599277,19.6293601456,22.0429622415,23.6231079862
1854,21.686940382,19.6295501814,22.0423000066,23.6231024995
1855,21.6829532994,19.6295719754,22.0399341711,23.6230987781
1856,21.7125288009,19.5508612807,22.0716099726,23.5702065229
