,t61,t62,t63,t64
471,23.6366357448,19.6397713714,23.6367540479,23.6359008759
472,23.6366140753,19.6396875958,23.636742985,23.635894096
473,23.6366017805,19.6398752621,23.636737003,23.6358874157
474,23.6365940809,19.6398117208,23.6367332498,23.6358820278
475,23.6365893671,19.6397842147,23.6367312752,23.6358780805
476,23.7264848224,19.7866490007,23.7601391299,23.6641337934
477,23.7761297908,19.7899722775,23.7817394945,23.6467131656
478,23.7848272296,19.7895836762,23.7858886514,23.6186422439
479,23.7863035715,19.7900372491,23.7865727901,23.5842502233
480,23.7865145036,19.7896156368,23.7866584201,23.5564065051
481,23.7865202017,19.7894078578,23.7866474377,23.5329608045
482,23.7865042956,19.7893893564,23.7866322011,23.5114242297
483,23.786492149,19.7902165674,23.7866224765,23.4911982048
484,23.7864848013,19.7895392586,23.786616844,23.4724059333
485,23.786480473,19.7898096299,23.7866134528,23.4549644818
486,23.7864779333,19.789913139,23.7866113452,23.4386449843
487,23.7864765249,19.7898241135,23.7866100767,23.423264551
488,23.6035489683,19.8794199827,23.7294987988,22.8181535595
489,23.3868397997,19.8799693505,23.6513336055,22.3974423347
490,23.2814082275,19.8799789212,23.6028078687,22.2452194708
491,23.2585820387,19.8796165063,23.5800958424,22.1740840407
492,23.2583169563,19.880037596,23.5666138439,22.0913285027
493,23.2513891385,19.880011031,23.553253352,22.0039306799
494,23.2369283027,19.8795688324,23.5390748602,21.9277933698
495,23.2220319725,19.8797468999,23.5257967459,21.8625001787
496,23.2104375249,19.880190921,23.5143302905,21.8030930751
497,23.2018784016,19.8798183941,23.5044729885,21.7474990714
498,23.1949135321,19.8798388827,23.4957103534,21.6955270143
499,23.1886561164,19.8802315958,23.4877154481,21.6469886055
500,23.1782008928,19.8702208221,23.4756065643,21.5965921318
501,23.170012147,19.8697251427,23.4659578729,21.5544593779
502,23.1644638233,19.8699140354,23.4589869481,21.5151678162
503,23.1608373844,19.8699840398,23.4538854989,21.4776005979
504,23.1580004114,19.8695392175,23.4495419262,21.4415902452
505,23.1555980993,19.8702030296,23.4456724927,21.4074691625
506,23.1534699661,19.8698250809,23.4421545802,21.3747878433
507,23.1519001655,19.8696348653,23.4392789412,21.3438812217
508,23.150749142,19.8698756903,23.436882045,21.3141250589
509,23.1499943873,19.8697723742,23.4349292871,21.2854921926
510,23.1496010104,19.8697869904,23.433383426,21.2579487768
511,23.1494760927,19.8703056427,23.4321520878,21.2313120821
512,23.1458927675,20.2314262386,23.4279121926,21.2078254431
513,23.1412973503,20.3101394858,23.4223039862,21.1778148934
514,23.1380864129,20.3095190823,23.4178781456,21.1485973457
515,23.1375137486,20.3097483701,23.416077897,21.1247631762
516,23.1379855093,20.3101256756,23.4152792921,21.1020515057
517,23.1384562081,20.3096315777,23.4144269719,21.0790198428
518,23.13877791,20.3103164579,23.4134135993,21.0562221278
519,23.1391324218,20.3096498503,23.4124579623,21.0340374956
520,23.1396365561,20.3100120771,23.4116873619,21.0123927059
521,23.1402821469,20.3093877825,23.4110905372,20.991155617
522,23.1410149602,20.3094857278,23.4106115413,20.9702821825
523,23.1417951176,20.3100250229,23.4102130179,20.9497650647
524,23.1389293331,20.1727297403,23.4062042602,20.9235688413
525,23.1421481652,20.169849999,23.4084445,20.9106037727
526,23.1420821234,20.1701122881,23.4072901786,20.8880988386
527,23.1408704508,20.1702433656,23.4050784253,20.8658501499
528,23.1400645513,20.1700185584,23.4034103883,20.8460456907
529,23.1393968151,20.169993615,23.4019469228,20.8262601962
530,23.1386491556,20.1699332869,23.4004259413,20.8061884056
531,23.1378660788,20.1697209523,23.3988869527,20.7863908306
532,23.1369249248,20.1699810575,23.3972102497,20.7666736281
533,23.1359993034,20.1697773408,23.3955742209,20.7473181066
534,23.1350487198,20.1698619952,23.3939313283,20.7280989267
535,23.1340333496,20.1694981612,23.3922372666,20.7089679517
536,23.1350878663,20.442001952,23.3926243995,20.6934392625
537,23.1341830312,20.4498071615,23.3909858304,20.6731964859
538,23.1331296525,20.4501055357,23.3892187499,20.6542635839
539,23.1330947584,20.4493432098,23.3884542691,20.6375348667
540,23.1336322453,20.4500558508,23.388179138,20.6209372904
541,23.1342344736,20.4498524891,23.3878929163,20.6040439777
542,23.1347492203,20.4496970144,23.3874918601,20.5872368305
543,23.1352319237,20.4500757183,23.3870669682,20.5706984923
544,23.1357509573,20.4498125907,23.3866955685,20.5543838485
545,23.1363227713,20.4500789147,23.3863904531,20.5382365168
546,23.136931901,20.4504008137,23.3861334309,20.5222470704
547,23.1375609739,20.4502511452,23.3859083824,20.5064203311
548,23.1476843413,20.4792622627,23.3953274318,20.5471955756
549,23.1572723227,20.4802434639,23.404072784,20.58498986
550,23.1625654606,20.4794771906,23.4085247897,20.5951963765
551,23.1651294927,20.4797400314,23.4104766204,20.5937963209
552,23.1670218472,20.4800022893,23.4119906043,20.5921915873
553,23.1690534709,20.4801232689,23.4137448014,20.590864724
554,23.1710940354,20.4800511626,23.4155030488,20.5879921713
555,23.17273722,20.479679358,23.4168376265,20.583190138
556,23.1745085315,20.4799621084,23.4182997134,20.5782118844
557,23.1760952729,20.480044383,23.4195783633,20.5724688545
558,23.1775313538,20.4803743642,23.4207091931,20.5661508573
559,23.1788247265,20.480136912,23.4216957619,20.559292461
560,23.1233172504,20.4402187463,23.372712503,20.9997735112
561,23.0719447335,20.4399767746,23.331040855,21.3269183758
562,23.058081162,20.4395255336,23.322983136,21.4420696806
563,23.0670139954,20.4402536648,23.3339563992,21.4868974093
564,23.0783827093,20.4399339695,23.3459082916,21.5376004018
565,23.0848052382,20.4397344827,23.3531531381,21.5929197166
566,23.0872698816,20.4403355039,23.3570560247,21.6394012634
567,23.0886375703,20.4404294476,23.360164649,21.6767802336
568,23.0901494879,20.4404355334,23.3633774593,21.708963641
569,23.091700876,20.4394930838,23.3664659231,21.7377690126
570,23.0929654141,20.4395491436,23.369128785,21.7634484934
571,23.0939199752,20.4401537992,23.3713998878,21.7864305136
572,22.7983764044,20.4995375952,23.0879423438,21.9359463416
573,22.4666373224,20.4999692148,22.7796724288,22.0914356539
574,22.3147294507,20.4997458438,22.6440705529,22.1762965158
575,22.2886638939,20.4994401357,22.6241754799,22.2279622015
576,22.2963436422,20.5003372563,22.6322497487,22.2872693889
577,22.2943694358,20.5003094238,22.6295533827,22.34359224
578,22.2812316218,20.5003356361,22.616548094,22.3883778722
579,22.2667757036,20.4999607211,22.6029612077,22.4259444933
580,22.2561663458,20.5000685524,22.593286009,22.4605563787
581,22.2492058939,20.499826687,22.5869731165,22.4931159136
582,22.244161731,20.4999182536,22.5823115702,22.5233065201
583,22.2399726158,20.4995027221,22.5783825406,22.5513248437
584,22.2297178214,20.8727842075,22.5681383192,22.6493587417
585,22.2130408536,20.9998431657,22.5517734906,22.7536600254
586,22.1989817941,20.9997780878,22.53836164,22.8239377245
587,22.1905738333,20.9995860791,22.5305874886,22.8713474185
588,22.1852585272,21.0002036014,22.525638382,22.9127889343
589,22.1807779266,21.0004213866,22.5212847827,22.9527073455
590,22.1766002795,21.0002326969,22.5171281762,22.990111977
591,22.1713735536,21.0002703333,22.5118546351,23.023920351
592,22.1665174473,20.9999455297,22.5069613841,23.0554734989
593,22.1627763123,21.000084631,22.5031973622,23.0855213898
594,22.1599425175,21.000649182,22.5003260787,23.1147402638
595,22.1576045946,21.000513393,22.4979264233,23.1423659611
596,21.9089343956,20.7391277117,22.2569296964,23.0382735455
597,21.6547883963,20.5023518446,22.0150141186,22.963154135
598,21.5057558981,20.5007372719,21.8757166451,22.9355169407
599,21.4499566343,20.4999370168,21.8244418955,22.9353228055
600,21.4304469821,20.5006279957,21.8054912412,22.936567086
601,21.4130200772,20.5001806615,21.7870521002,22.9347365399
602,21.3916787174,20.5001286096,21.764631935,22.934573407
603,21.3704984653,20.4998927408,21.7426370775,22.9372708211
604,21.3524063951,20.5000555721,21.7238007115,22.9416475068
605,21.337492482,20.4998515552,21.7080407083,22.946973069
606,21.3246742112,20.500528086,21.6942610208,22.9529752514
607,21.3133462042,20.5001444275,21.6819338159,22.9596608974
608,21.2869165295,20.3282566646,21.6543627551,23.1110781577
609,21.2678403113,20.2028470917,21.6347141375,23.2953604657
610,21.2477956591,20.2002620262,21.6144159832,23.3847215115
611,21.2331198388,20.200309209,21.5999818454,23.4408011968
612,21.2209322981,20.1999131822,21.5883395088,23.4931731047
613,21.2094185287,20.2006511917,21.5775389975,23.5435704773
614,21.198106909,20.2005365122,21.5670408292,23.5884482205
615,21.1873021953,20.2003210022,21.5571093644,23.6283860985
616,21.1770132513,20.2000964807,21.5477126151,23.6647939167
617,21.1673026351,20.1999452757,21.5388845141,23.6987070972
618,21.1580895323,20.1999826749,21.5305290522,23.7305691545
619,21.1492483766,20.200280542,21.5225147139,23.7605896378
620,21.1448013726,20.482789588,21.5189340111,23.796236714
621,21.1362570687,20.4904260399,21.511090947,23.8200728544
622,21.1226556583,20.4902744221,21.4980830736,23.8367384688
623,21.1160019594,20.4908154992,21.4921207721,23.868205486
624,21.1095177642,20.4901653653,21.4861148225,23.8931023868
625,21.1027430321,20.4898971971,21.4796537201,23.9154588206
626,21.0957978999,20.4905904619,21.4729461944,23.9375586115
627,21.0888907427,20.4906760294,21.4662490184,23.9565542334
628,21.0820487712,20.490439488,21.4595977831,23.9754723523
629,21.0752525752,20.4901864046,21.4529712739,23.994955758
630,21.0684885446,20.4904996616,21.4463576052,24.0142320216
631,21.061749111,20.4902100685,21.4397542307,24.0329141125
632,21.0587046536,20.2993543681,21.4367137304,24.048376613
633,21.0565850416,20.1710532533,21.4347036282,24.0746948047
634,21.0486244718,20.1705097791,21.4268364801,24.090966475
635,21.0403936069,20.1706582999,21.4188679282,24.1071618997
636,21.0349108355,20.1703815504,21.4138145778,24.1294010401
637,21.0305236371,20.1706512297,21.4098975307,24.1501104467
638,21.0258571437,20.1705151009,21.405699996,24.1596401615
639,21.0206505988,20.1703573577,21.4009673876,24.1623113417
640,21.0151286929,20.1706292269,21.3959346381,24.1630657664
641,21.0094135189,20.1699220243,21.3907165916,24.1632831697
642,21.0036042973,20.1700303703,21.3853995564,24.1633513392
643,20.9977135784,20.1704324069,21.3799850479,24.1633769807
644,20.9918842103,20.0212231771,21.3746102579,23.8908331922
645,20.9827709648,19.8313715217,21.3657928219,23.8081103656
646,20.9747799983,19.781173414,21.3579810356,23.7843302127
647,20.9655571449,19.7803462047,21.3487581831,23.7774034259
648,20.9563738703,19.7804007851,21.3395276665,23.7753903061
649,20.9472572232,19.7803010508,21.3303850766,23.7747823672
650,20.9379246829,19.7802681897,21.3210622635,23.7745990699
651,20.9282757624,19.7804087325,21.3114524041,23.7745463186
652,20.9183769164,19.7798726065,21.3016133923,23.7745333671
653,20.9084293974,19.7801590701,21.2917413028,23.7745323375
654,20.8984198102,19.7802851573,21.2818146557,23.7745328323
655,20.8882050045,19.7804392764,21.2716844961,23.7745323211
656,20.8787335576,19.6692704993,21.2623108916,23.6823321955
657,20.8705649278,19.6506528594,21.2541662677,23.6557128607
658,20.8604671924,19.6499478234,21.2438820708,23.6482730557
659,20.8514126882,19.6498700321,21.2345431992,23.6462482429
660,20.8442451886,19.6505212901,21.2270321728,23.6456753158
661,20.8374709583,19.6500515547,21.2198662956,23.6454961613
662,20.829915055,19.650394418,21.2119051496,23.6454353392
663,20.8215120263,19.6500768946,21.2031251616,23.6454149174
664,20.8125817992,19.6499984966,21.1938616996,23.6358516848
665,20.8034530459,19.6499908975,21.1844379577,23.6244832711
666,20.7942265389,19.6498651792,21.174940196,23.615397386
667,20.7848776529,19.6504424715,21.1653335484,23.6078431745
668,20.9092031297,19.6406068616,21.285107994,23.6273683116
669,21.0386564114,19.6405205981,21.407560938,23.6327381077
670,21.1043504614,19.6398083373,21.4674066966,23.6341376984
671,21.1193481845,19.6403966061,21.4796383092,23.6344911637
672,21.1162108439,19.6404987729,21.4763635853,23.6345939984
673,21.1139264935,19.6399239191,21.47508001,23.634639561
674,21.11453286,19.6398182728,21.4767355322,23.6346584778
675,21.1149230377,19.6398972625,21.4779403776,23.6346635781
676,21.1133868669,19.6397878996,21.4771234396,23.6346638605
677,21.1100591681,19.6401358903,21.4745618435,23.6346638753
678,21.1057123568,19.6404434362,21.4710473216,23.6346651842
679,21.1007743418,19.6403551333,21.4669573751,23.6346664717
680,21.3633772379,19.5018330451,21.7217773927,23.2920796227
681,21.6331376288,19.3249473199,21.9773019884,23.2331166254
682,21.7816851267,19.2315715375,22.1132405243,23.2267556862
683,21.8241838151,19.2300812148,22.1497790731,23.2245764006
684,21.8276008942,19.2299582312,22.1538251842,23.223897303
685,21.8316302803,19.2297396865,22.1616227603,23.2236806052
686,21.8425409761,19.2300020489,22.1764402376,23.2235964347
687,21.8545351542,19.2295989712,22.1915172701,23.2235543341
688,21.8636286576,19.2301073382,22.2032012161,23.2235335355
689,21.869424298,19.2297693745,22.2115515431,23.2235212773
690,21.8731548366,19.2296163956,22.2179548226,23.2235129856
691,21.8758225747,19.2296022293,22.2233140305,23.2235064041
692,21.876229065,19.5973554974,22.22515864,23.5059797492
693,21.8705808082,19.6050183374,22.2219514072,23.5472549757
694,21.8715993036,19.561009648,22.2261034928,23.5512941637
695,21.8754837011,19.5598291274,22.2326584837,23.5525617484
696,21.8761581358,19.5600659655,22.2352691258,23.5529441012
697,21.8751535581,19.5599671802,22.2359037579,23.5530824453
698,21.8739885227,19.5597870034,22.2363548893,23.5531315232
699,21.8729721679,19.5598265864,22.2369429143,23.5531458435
700,21.8721494535,19.5601407965,22.2376519664,23.5531491262
701,21.8712897715,19.5599540257,22.2382197579,23.5531480008
702,21.8703185737,19.5602204243,22.2385836474,23.5531467876
703,21.8693382482,19.5594121264,22.2388679125,23.5531460756
704,21.8918862708,19.8966793256,22.2625690063,23.8902229263
705,21.9236639952,19.9499025631,22.2955712303,23.9364920987
706,21.9406269992,19.95016741,22.3134149374,23.9407445745
707,21.9600190266,19.9502320648,22.3338091673,23.9421494129
708,21.9715699585,19.9495179389,22.3462170477,23.9425278542
709,21.9795699797,19.949933757,22.3551508442,23.9426739601
710,21.9866094645,19.9502425039,22.3632145772,23.9427290662
711,21.9934679044,19.9500599314,22.3710937284,23.9427529872
712,21.9999312908,19.950117628,22.3785094048,23.9427646038
713,22.0059597079,19.9504086841,22.3854232634,23.9427721999
714,22.0114165755,19.9498680939,22.3917189533,23.9427768493
715,22.0165102139,19.9502251309,22.3976244347,23.9427812885
716,22.2858836647,20.2469594905,22.6581954575,24.2408032992
717,22.5670156468,20.2901911528,22.9210017801,24.279177865
718,22.7219331455,20.2898854254,23.0584412156,24.2825737661
719,22.7768452217,20.2898847358,23.1045813986,24.2837130122
720,22.7886645321,20.289975684,23.1158175059,24.2840010671
721,22.7971121802,20.2896305298,23.1272692692,24.2840516986
722,22.8120111155,20.2897296589,23.1450965504,24.2840436961
723,22.829143141,20.2901199064,23.1640280604,24.2840281165
724,22.8440609134,20.2901023983,23.1801309822,24.284013417
725,22.8558041741,20.289963814,23.1931167467,24.2839994717
726,22.865467351,20.2896807397,23.204337191,24.2839869019
727,22.8738743622,20.2897988877,23.214463108,24.2839748562
728,22.7978556983,20.1330458493,23.1405103444,24.1699148716
729,22.7261201826,20.1294462772,23.0732303013,24.1370476128
730,22.6781122849,20.129628953,23.0298656207,24.127488925
731,22.661998526,20.1293573352,23.0169961655,24.1247962993
732,22.6580230664,20.1295835748,23.0144625302,24.1239924968
733,22.6550600409,20.1294181785,23.0120135575,24.1237451955
734,22.6506798181,20.1294793919,23.0080533092,24.1236568018
735,22.6463846917,20.1301801157,23.00435452,24.1236166306
736,22.6430519722,20.1298395293,23.0016876296,24.1235916272
737,22.6407795546,20.1299949438,23.000018783,24.1235742003
738,22.6390663474,20.1298622713,22.9988125901,24.1235587052
739,22.6374685917,20.1299574999,22.9976607127,24.1235445343
740,22.8221438408,20.1788656571,23.1780322684,24.1595862186
741,23.0080097131,20.1798081618,23.3539952241,24.1700268529
742,23.1068158048,20.179334876,23.4426304411,24.1732832597
743,23.1324901909,20.1793996577,23.462812132,24.1671047009
744,23.1328966348,20.1802989746,23.4630249962,24.1536535719
745,23.134821793,20.1796878633,23.4671410688,24.1379189066
746,23.142471135,20.1797229423,23.476790388,24.1234931716
747,23.1514194634,20.1796831609,23.4868370956,24.1106477558
748,23.1584812665,20.179877294,23.4945502552,24.0985178586
749,23.1635107964,20.1795487872,23.5002909614,24.0869367713
750,23.1674474506,20.1802875395,23.5051246907,24.0759365783
751,23.1709159953,20.1798818639,23.5095678243,24.0654077481
752,23.3463897939,19.9380483001,23.6563477416,23.75730251
753,23.5180737619,19.7122831978,23.7052259837,23.7113091145
754,23.6084650506,19.7102678985,23.7065625041,23.7074891344
755,23.6233636569,19.7093805037,23.70675321,23.7064305634
756,23.6186451527,19.7097930671,23.7067901335,23.7061890991
757,23.6185771333,19.7096502906,23.7067761239,23.706074293
758,23.6251076285,19.7100756952,23.7067660535,23.7060177958
759,23.6331535671,19.7096664739,23.7067569278,23.7059883957
760,23.6394244792,19.7093092279,23.7067477688,23.7059701804
761,23.6437723928,19.7098413424,23.7067398851,23.7059568934
762,23.6472673566,19.7091337263,23.7067335253,23.7059457556
763,23.6505142169,19.7099620256,23.706728093,23.705935474
764,23.6263953335,19.9040125891,23.7850933009,23.6265539668
765,23.6015300313,19.9091937585,23.8601193385,23.5378368361
766,23.5931229723,19.9091009061,23.8953879473,23.4900313135
767,23.5957882967,19.9090106173,23.9015513092,23.4599332098
768,23.5987984485,19.9091003578,23.898078278,23.4270652184
769,23.5999378767,19.9095942959,23.8971782112,23.3951639971
770,23.6002486555,19.9096302676,23.8999725133,23.3670330609
771,23.6009121614,19.909766588,23.9038789321,23.3419400999
772,23.6022679308,19.9095896592,23.9060793593,23.3187764435
773,23.6041555087,19.9089643604,23.9064466226,23.2971840527
774,23.6062686912,19.9097157768,23.9065009458,23.2769311927
775,23.6085828358,19.9091209373,23.9065025248,23.258072798
776,23.3739336831,19.688628936,23.5468189075,22.650474241
777,23.0937686298,19.6201541651,23.3391081888,22.2178026821
778,22.9600070941,19.6191342363,23.2865543794,22.0618206264
779,22.9319248779,19.6197361309,23.285959296,21.9848718144
780,22.9322220311,19.6199473316,23.2769825445,21.8961133928
781,22.92279156,19.6199684333,23.2523514045,21.8024150289
782,22.9027233672,19.6193976281,23.2243738624,21.7201631859
783,22.8815520962,19.620054062,23.2010672121,21.649071527
784,22.8642169675,19.6198984866,23.1826939629,21.5839615868
785,22.8503433187,19.6196231207,23.1667044557,21.5225219873
786,22.8383087976,19.6198549449,23.1516897102,21.4649662583
787,22.8268499128,19.6190242965,23.1371787748,21.4107235562
788,22.8198919118,19.7072338996,23.1274635064,21.3660321379
789,22.8102903073,19.7100178329,23.1152538158,21.3156195692
790,22.8040480494,19.7097526565,23.1066207815,21.274339713
791,22.7997619617,19.710113531,23.0999811097,21.2358966152
792,22.7958828368,19.7101200892,23.0937569222,21.1978706906
793,22.7922441516,19.7095263801,23.0878523438,21.1614788138
794,22.7888660807,19.7098483496,23.0823242072,21.1268068777
795,22.7859253649,19.7095975422,23.0773470375,21.0937553903
796,22.7833565749,19.7093801597,23.0728326045,21.0618697918
797,22.7811889127,19.7097316737,23.0687855264,21.0312043073
798,22.7792735197,19.7093537652,23.0650899888,21.0016306646
799,22.7776259924,19.7091561034,23.0617713115,20.9731317686
800,22.7686874641,19.8736985081,23.0510801609,20.9389750334
801,22.7571389697,19.8795600277,23.0379667542,20.9053896721
802,22.7500590647,19.8793834131,23.0295699461,20.8785526701
803,22.7459765399,19.8800548593,23.024129272,20.8518527376
804,22.7434265395,19.8790998159,23.0200860371,20.8256006104
805,22.7413990052,19.8798291486,23.0165001824,20.8003173588
806,22.7390353299,19.8794805288,23.0126091483,20.7749918695
807,22.7368849778,19.879320831,23.0090228248,20.7506607894
808,22.7349927504,19.8799762229,23.0057746636,20.7269031582
809,22.7333761684,19.8800305763,23.0028555385,20.7036273846
810,22.7319291492,19.8791006164,23.0001441589,20.6807050229
811,22.7306825309,19.8798733719,22.997672653,20.6583042581
812,22.7239471297,19.7127178601,22.9897504438,20.626984453
813,22.7281605414,19.7098290371,22.9930220224,20.6181500449
814,22.7258153104,19.7102035089,22.9895118907,20.5908734118
815,22.7220684871,19.7102198827,22.9847552451,20.5656785049
816,22.7195124744,19.7093741574,22.9813974823,20.5449470455
817,22.7173518334,19.7097020405,22.9785081303,20.5237515748
818,22.7151475985,19.7095889612,22.9755855706,20.5019028488
819,22.7129492214,19.7095397102,22.9726821402,20.4804561081
820,22.7107395808,19.7100983565,22.9697906559,20.4593685942
821,22.708535215,19.710155171,22.9669298344,20.438481486
822,22.7064439242,19.7093416847,22.9642027196,20.4179154844
823,22.7043459811,19.7091227404,22.9614805191,20.3974169097
824,22.7023145304,20.014576073,22.9590972424,20.3803124242
825,22.6960073887,20.1883831049,22.9521919703,20.3521942919
826,22.6899173443,20.1896139545,22.945424971,20.3268499425
827,22.6867690696,20.1891074132,22.9415388083,20.3077483308
828,22.6832718755,20.1886708824,22.9371108037,20.28610816
829,22.6789590081,20.1893519345,22.9317318722,20.2633320931
830,22.674082327,20.1900657296,22.9257396282,20.2407322848
831,22.6689693899,20.189737859,22.9195031953,20.2184140055
832,22.6637444766,20.1900750457,22.9131496358,20.1961358919
833,22.6583632455,20.1892018372,22.9066297983,20.1923077992
834,22.652814345,20.1904055854,22.8999359044,20.1923607247
835,22.6470497793,20.1900105837,22.8930277041,20.1946651484
836,22.6413011398,20.1020728239,22.8861342562,20.1826576953
837,22.6374995055,20.0994856857,22.8812396336,20.1883726
838,22.6331310406,20.1003009799,22.8758245583,20.1912106857
839,22.6287728215,20.0996929136,22.8705418699,20.1878724445
840,22.6244208431,20.0993730377,22.8653780247,20.1809770921
841,22.6200711911,20.0994965382,22.8602888319,20.1728704679
842,22.6157531968,20.0998390612,22.8552694853,20.1640050674
843,22.6114877577,20.1002778792,22.8503220941,20.1542713512
844,22.6072791732,20.0988450033,22.8454424692,20.1437541781
845,22.6031453674,20.0996348062,22.8406439024,20.1326859257
846,22.5990276201,20.0994410912,22.8358629673,20.1211012848
847,22.5949742625,20.0991052016,22.831145391,20.109201042
848,22.5255629322,20.2620595314,22.7680954444,20.5459642131
849,22.4522659542,20.3294664948,22.7052033761,20.8687089388
850,22.4241791933,20.3306960743,22.6840811065,20.9798490647
851,22.4271700951,20.3292163532,22.6897669308,21.0216413142
852,22.4362265732,20.3307352477,22.6991776017,21.069273059
853,22.4403832182,20.3306031004,22.7034057775,21.1212471079
854,22.4399477142,20.3305597897,22.7036337833,21.1649141789
855,22.4380144324,20.3295027376,22.7028461596,21.1995720733
856,22.4363346045,20.3307340587,22.7024054679,21.2291284893
857,22.4350120974,20.3306271732,22.7021820816,21.2553331023
858,22.4337198742,20.3298346452,22.7018286953,21.2786792761
859,22.4321921862,20.3309621103,22.7011415251,21.2992947275
860,22.2343241294,20.4387007845,22.5122657971,21.4639625283
861,22.0298008589,20.5575323837,22.3242416754,21.6172863436
862,21.9157618132,20.6327502112,22.2247142703,21.6996321016
863,21.8795578981,20.6648419066,22.1959650313,21.7469253309
864,21.8748628381,20.6821154266,22.1929716923,21.8205748727
865,21.871502932,20.6978190409,22.1890924203,21.8922297473
866,21.8628130112,20.7153482128,22.1800677059,21.9547403976
867,21.8524721147,20.7201977991,22.1701855795,22.0189094435
868,21.8440802464,20.7203658605,22.1627484465,22.0849441721
869,21.8380832825,20.7207432025,22.1578845575,22.1499008302
870,21.8323439045,20.7200349607,22.1533898271,22.2105450756
871,21.8271351533,20.7193268864,22.1496567205,22.2670591528
872,21.8331633927,20.3159281659,22.1568475655,22.4027931303
873,21.8423621685,20.2199138769,22.1680435366,22.5557430278
874,21.8473665444,20.2205023478,22.1756656397,22.6663783305
875,21.8506839958,20.219899979,22.1819804714,22.7516740924
876,21.8545822616,20.2206725672,22.1890161168,22.8336861942
877,21.8593550086,20.2203211495,22.1968256519,22.915607488
878,21.8647629905,20.220335198,22.2049909246,22.9942416338
879,21.8688117529,20.2195468681,22.2113693432,23.0688207617
880,21.8727255495,20.2201612206,22.2171474929,23.1400794541
881,21.8777228084,20.2206357945,22.2234939667,23.2085953925
882,21.8839555158,20.2203348152,22.2305057165,23.2730983481
883,21.8910572984,20.219648943,22.237862794,23.3338195602
884,21.6427163634,20.1514376384,21.9991433953,23.2727219347
885,21.3847804576,20.1505591277,21.7559354246,23.2227879611
886,21.2516265092,20.1499344354,21.6340987562,23.2327020594
887,21.2173833286,20.1498915198,21.6042550072,23.2656208648
888,21.2179358577,20.1506325213,21.604112152,23.2969156545
889,21.2187885331,20.1497363096,21.6024189075,23.3227988942
890,21.2147938266,20.1502176459,21.5959679877,23.343456962
891,21.2107443604,20.1505125633,21.5899274449,23.3620676832
892,21.2097961661,20.1498483668,21.587157764,23.3803903265
893,21.2108721125,20.1501519043,21.5863198088,23.3965133356
894,21.2154110541,20.1496726348,21.5888820391,23.4152529772
895,21.2209979608,20.1505746492,21.5924460623,23.4318716457
896,21.2127789355,19.9636447268,21.5821135263,23.5931715245
897,21.2156310869,19.9605295641,21.5835178154,23.7903998436
898,21.2140889257,19.9600914572,21.5807834017,23.8833994112
899,21.2160773395,19.9603450085,21.5820928416,23.9339135031
900,21.2199362319,19.9600567363,21.5856042853,23.9478849418
901,21.2240783896,19.9602371444,21.5895619479,23.9518293313
902,21.2281919117,19.959802962,21.5935685499,23.9529689449
903,21.232373067,19.9598276212,21.5976709098,23.9533115232
904,21.2367751199,19.9601570227,21.6019862449,23.9534233205
905,21.2426793246,19.9601226717,21.6077774767,23.9534684062
906,21.2491771626,19.9597272112,21.6140984435,23.9534923935
907,21.2553673842,19.95995874,21.620045834,23.9535095539
908,21.2557749981,20.3081882826,21.6203139073,24.1398440444
909,21.2572423114,20.3301234128,21.6215240082,24.2410432676
910,21.2610160518,20.3299577207,21.6248897047,24.2632082179
911,21.2640856047,20.3301123004,21.6273743652,24.269916413
912,21.2690024796,20.3301440737,21.63162673,24.2891357329
913,21.2746011799,20.3300856349,21.6364561693,24.3098548388
914,21.2793568192,20.3297422812,21.6403450298,24.3195044928
915,21.2840079152,20.3301169637,21.6441005979,24.3222015568
916,21.2886225666,20.3302884774,21.6478103044,24.3229618307
917,21.2931790458,20.3300455614,21.6514563912,24.3231806648
918,21.2974523252,20.3298711459,21.6548148673,24.3232463664
919,21.3015006604,20.3296502903,21.6579524965,24.3232695735
920,21.3040870367,20.2334236723,21.6596123714,24.1886540654
921,21.3119906137,20.1414803336,21.6666983709,24.1493798788
922,21.3129476829,20.139757551,21.6666692623,24.1379949898
923,21.3155258436,20.1401403845,21.6684207127,24.1347707829
924,21.318713121,20.140134784,21.67087645,24.1338279661
925,21.321726775,20.1399371651,21.6732072973,24.1335507932
926,21.3242049232,20.14029989,21.6750413768,24.1334680992
927,21.3262591817,20.1397763705,21.6764961833,24.1334448249
928,21.3279769643,20.1397196448,21.6776570737,24.1334392073
929,21.3294137063,20.1396939471,21.678573443,24.1334389906
930,21.3306005782,20.140185093,21.6792709785,24.1334403215
931,21.3315927566,20.1401561151,21.6798017438,24.1334420927
932,21.3331190992,20.2187669462,21.6808919394,24.1908590647
933,21.3314398585,20.2197617176,21.6786513879,24.2073828599
934,21.3333485578,20.2199791145,21.6799465151,24.2122859456
935,21.3349074597,20.2199601638,21.6806798795,24.2137023747
936,21.3359418321,20.220083595,21.680763014,24.2140970111
937,21.336506983,20.2200629549,21.680351354,24.2141923324
938,21.3365099759,20.2199300868,21.6794044518,24.2142130127
939,21.3350319425,20.2200673765,21.6770208782,24.2142231062
940,21.3326559039,20.2201722761,21.6738054503,24.214226113
941,21.3301769031,20.2200670967,21.6705591297,24.2142268009
942,21.3288292221,20.2198279001,21.668511372,24.2142264093
