,z0,z1,z2,tout,s,i,t1,sp0,sp1,sp2,sp,m,rh
534,19.6495689304,19.6496292486,19.6498536189,-1.35,0.0,1937.31006727,19.6497355551,19.65,19.65,19.65,19.65,0.191233811604,1951.82157673
535,19.6495529546,19.6496167713,19.6498424619,-1.3,0.0,1937.31006727,19.6497223471,19.65,19.65,19.65,19.65,0.189034663935,1917.67243768
536,19.6495357531,19.6496030584,19.6499336544,-1.25,0.0,1937.31006727,19.6497629886,19.65,19.65,19.65,19.65,0.186807032235,1883.23754594
537,19.6495171057,19.6495878496,19.6499308202,-1.2,0.0,1937.31006727,19.6497525034,19.65,19.65,19.65,19.65,0.184383624013,1846.17958075
538,19.6498803072,19.649570399,19.6499240357,-1.15,0.0,1937.31006727,19.6498305375,19.65,19.65,19.65,19.65,0.18188022531,1808.19053783
539,19.6498906736,19.6495426528,19.6499131171,-1.1,0.0,1937.31006727,19.6498199768,19.65,19.65,19.65,19.65,0.17823622759,1753.23618213
540,19.6498888457,19.6498888831,19.6498894211,-1.05833333333,0.0,1884.67607314,19.6498891481,19.65,19.65,19.65,19.65,0.173114991838,1683.82638865
541,19.649891182,19.6499071126,19.6498920162,-1.01666666667,0.0,1884.67607314,19.6498954654,19.65,19.65,19.65,19.65,0.174040740734,1697.33446592
542,19.6498925393,19.6495581034,19.6498939477,-0.975,0.0,1884.67607314,19.6498124342,19.65,19.65,19.65,19.65,0.174526896215,1704.39614075
543,19.6498934882,19.6495441112,19.6498953346,-0.933333333333,0.0,1884.67607314,19.6498100805,19.65,19.65,19.65,19.65,0.174910498078,1710.06003635
544,19.6498940827,19.6495434651,19.6498961608,-0.891666666667,0.0,1884.67607314,19.6498105993,19.65,19.65,19.65,19.65,0.1751195021,1713.00119544
545,19.649894372,19.6495432122,19.649896493,-0.85,0.0,1884.67607314,19.6498108384,19.65,19.65,19.65,19.65,0.175215579136,1714.32701243
546,19.6498943859,19.6495419315,19.6498963615,-0.808333333333,0.0,1884.67607314,19.6498105032,19.65,19.65,19.65,19.65,0.175190687598,1713.8542088
547,19.6498941444,19.6495397304,19.6498957864,-0.766666666667,0.0,1884.67607314,19.6498096322,19.65,19.65,19.65,19.65,0.175053045488,1711.71766688
548,19.6498936643,19.6498901827,19.6498947832,-0.725,0.0,1884.67607314,19.6498933989,19.65,19.65,19.65,19.65,0.174831027652,1708.43373771
549,19.6498929589,19.6499058605,19.6498933613,-0.683333333333,0.0,1884.67607314,19.6498962735,19.65,19.65,19.65,19.65,0.174462647594,1702.80585801
550,19.6498920388,19.6499056349,19.6498915243,-0.641666666667,0.0,1884.67607314,19.649895054,19.65,19.65,19.65,19.65,0.174033414849,1696.44684727
551,19.6498909125,19.6499042647,19.6498892708,-0.6,0.0,1884.67607314,19.6498932955,19.65,19.65,19.65,19.65,0.173500188579,1688.52404279
552,20.0210677879,20.0211633181,20.0407921826,-0.55,0.0,1397.21932415,20.0325042882,20.03,20.03,20.03,20.03,0.266291994909,2790.65493467
553,20.0296117373,20.02965134,20.0310275408,-0.5,0.0,1397.21932415,20.0303122954,20.03,20.03,20.03,20.03,0.174750098092,1719.20454745
554,20.0293575301,20.0294583252,20.0299633058,-0.45,0.0,1397.21932415,20.0297491515,20.03,20.03,20.03,20.03,0.291247682442,3715.36439618
555,20.0298495773,20.029874385,20.0298406815,-0.4,0.0,1397.21932415,20.0298491626,20.03,20.03,20.03,20.03,0.267605793385,3255.82898021
556,20.0298748369,20.0298950723,20.0298401076,-0.35,0.0,1397.21932415,20.0298579451,20.03,20.03,20.03,20.03,0.2681192892,3264.39652801
557,20.0298761861,20.0298956911,20.0298430576,-0.3,0.0,1397.21932415,20.0298600733,20.03,20.03,20.03,20.03,0.268633281423,3273.77142498
558,20.0298761371,20.0298951563,20.0298459206,-0.25,0.0,1397.21932415,20.0298616473,20.03,20.03,20.03,20.03,0.269105984205,3282.38310835
559,20.0298762256,20.0298947185,20.0298486226,-0.2,0.0,1397.21932415,20.0298631791,20.03,20.03,20.03,20.03,0.269581585852,3291.13136294
560,20.0298764458,20.0298943762,20.0298511856,-0.15,0.0,1397.21932415,20.0298646785,20.03,20.03,20.03,20.03,0.270053441704,3299.8627249
561,20.0298767672,20.0298941071,20.0298536171,-0.1,0.0,1397.21932415,20.029866138,20.03,20.03,20.03,20.03,0.270518511992,3308.5102863
562,20.0298771682,20.0298938962,20.0298559277,-0.05,0.0,1397.21932415,20.029867556,20.03,20.03,20.03,20.03,0.270975851626,3317.04939915
563,20.0298776339,20.0298937336,20.0298581288,0.0,0.0,1397.21932415,20.0298689337,20.03,20.03,20.03,20.03,0.271425430531,3325.47447147
564,20.4681694897,20.4680143926,20.4703167651,0.0,0.0,885.644813098,20.4695021445,20.48,20.48,20.48,20.48,0.371873578275,5072.65339242
565,20.4798636682,20.479373169,20.4798862693,0.0,0.0,885.644813098,20.4797828131,20.48,20.48,20.48,20.48,0.28198892327,3495.22736465
566,20.4798408686,20.479840429,20.4796429644,0.0,0.0,885.644813098,20.4797125285,20.48,20.48,20.48,20.48,0.381849617968,5610.12161691
567,20.4797720601,20.4798103041,20.4799109838,0.0,0.0,885.644813098,20.4798681389,20.48,20.48,20.48,20.48,0.360680747072,5134.07440192
568,20.479759938,20.4798016865,20.4799221677,0.0,0.0,885.644813098,20.4798716514,20.48,20.48,20.48,20.48,0.359412137095,5105.78013751
569,20.4797583403,20.4797968468,20.4799265682,0.0,0.0,885.644813098,20.4798736161,20.48,20.48,20.48,20.48,0.360811418719,5136.31315178
570,20.4797550895,20.4797930873,20.4799269988,0.0,0.0,885.644813098,20.4798727265,20.48,20.48,20.48,20.48,0.360665814165,5132.94440053
571,20.4797522372,20.4797899562,20.479927308,0.0,0.0,885.644813098,20.4798719381,20.48,20.48,20.48,20.48,0.360596210115,5131.28356554
572,20.4797499147,20.479783757,20.4799277224,0.0,0.0,885.644813098,20.4798708087,20.48,20.48,20.48,20.48,0.360478376756,5128.51019913
573,20.4797480148,20.4797809412,20.4799281974,0.0,0.0,885.644813098,20.4798703563,20.48,20.48,20.48,20.48,0.360530790535,5129.58331958
574,20.4797464611,20.4797787242,20.4799287146,0.0,0.0,885.644813098,20.4798700955,20.48,20.48,20.48,20.48,0.360625807619,5131.61547372
575,20.4797451993,20.4797768054,20.4799292635,0.0,0.0,885.644813098,20.4798699577,20.48,20.48,20.48,20.48,0.360753379202,5134.38113689
576,20.8399162352,20.8401977747,20.8417642163,0.0916666666667,0.0,735.643557446,20.8411841421,20.85,20.85,20.85,20.85,0.438274085734,6737.17469579
577,20.8495195126,20.8495780857,20.8497961574,0.183333333333,0.0,735.643557446,20.849712757,20.85,20.85,20.85,20.85,0.432928381169,6748.44284699
578,20.8499252371,20.8491556793,20.849881888,0.275,0.0,735.643557446,20.8497683089,20.85,20.85,20.85,20.85,0.428286510423,6638.11692569
579,20.8498913143,20.8498616756,20.8498147914,0.366666666667,0.0,735.643557446,20.8498358426,20.85,20.85,20.85,20.85,0.40858772496,6173.31149797
580,20.8498777349,20.8498985016,20.8497888224,0.458333333333,0.0,735.643557446,20.8498226757,20.85,20.85,20.85,20.85,0.403352649091,6051.50099505
581,20.8498680347,20.8498938279,20.849774233,0.55,0.0,735.643557446,20.8498106234,20.85,20.85,20.85,20.85,0.400266126719,5979.99504012
582,20.8498587837,20.8498861707,20.8497603188,0.641666666667,0.0,735.643557446,20.8497985889,20.85,20.85,20.85,20.85,0.39733937457,5912.42437209
583,20.8498496055,20.8498783163,20.8497465247,0.733333333333,0.0,735.643557446,20.8497866142,20.85,20.85,20.85,20.85,0.394570520415,5848.70842468
584,20.8498403708,20.849870302,20.8497326313,0.825,0.0,735.643557446,20.8497745385,20.85,20.85,20.85,20.85,0.391904177751,5787.54499108
585,20.8498309613,20.8498620145,20.8497184578,0.916666666667,0.0,735.643557446,20.8497622034,20.85,20.85,20.85,20.85,0.389298408,5727.95506389
586,20.8498211812,20.8498532284,20.8497037014,1.00833333333,0.0,735.643557446,20.8497493376,20.85,20.85,20.85,20.85,0.38669401004,5668.57825955
587,20.8498094281,20.849841969,20.849685776,1.1,0.0,735.643557446,20.8497336277,20.85,20.85,20.85,20.85,0.383629712068,5598.94245834
588,20.9617675113,20.9610977022,20.9632678476,1.19166666667,0.0,685.765688941,20.9626567099,20.97,20.97,20.97,20.97,0.432671065088,6743.54622678
589,20.9693139751,20.9693063839,20.9693800404,1.28333333333,0.0,685.765688941,20.9693560988,20.97,20.97,20.97,20.97,0.38676628876,5654.75890009
590,20.9698442399,20.9698645821,20.9697941813,1.375,0.0,685.765688941,20.9698144924,20.97,20.97,20.97,20.97,0.408516051198,6153.91897021
591,20.9698693911,20.9698917155,20.9697948568,1.46666666667,0.0,685.765688941,20.969823871,20.97,20.97,20.97,20.97,0.403562058362,6038.89931105
592,20.9698699896,20.9698916733,20.9697916288,1.55833333333,0.0,685.765688941,20.9698218469,20.97,20.97,20.97,20.97,0.402849860805,6022.48131438
593,20.9698716563,20.9698905266,20.9697978505,1.65,0.0,685.765688941,20.9698259743,20.97,20.97,20.97,20.97,0.40397757061,6048.630527
594,20.9698719247,20.9698894864,20.9697974144,1.74166666667,0.0,685.765688941,20.9698255587,20.97,20.97,20.97,20.97,0.403802055992,6044.63133107
595,20.9698721422,20.9698864102,20.969796437,1.83333333333,0.0,685.765688941,20.9698244197,20.97,20.97,20.97,20.97,0.403472655455,6037.08727237
596,20.9698723693,20.9698850918,20.9697954686,1.925,0.0,685.765688941,20.9698236002,20.97,20.97,20.97,20.97,0.403270784091,6032.48469853
597,20.9698726074,20.9698839266,20.9697944808,2.01666666667,0.0,685.765688941,20.9698227962,20.97,20.97,20.97,20.97,0.403069134191,6027.88849758
598,20.9698728236,20.9698828415,20.969793319,2.10833333333,0.0,685.765688941,20.9698218895,20.97,20.97,20.97,20.97,0.402842174442,6022.70797002
599,20.9698771605,20.9698858545,20.9697922716,2.2,0.0,685.765688941,20.9698225211,20.97,20.97,20.97,20.97,0.403132984199,6029.5707567
600,20.4736296921,20.4727453212,20.5438739158,2.25,0.0,623.63281589,20.5146735945,20.47,20.47,20.47,20.47,0.216287069222,1843.68049726
601,20.4699072092,20.469915034,20.4699171431,2.3,0.0,623.63281589,20.4699149868,20.47,20.47,20.47,20.47,0.392828010825,5866.47572811
602,20.4694174827,20.4694073622,20.4698412367,2.35,0.0,623.63281589,20.4696919866,20.47,20.47,20.47,20.47,0.320257993165,4258.23768745
603,20.4695919058,20.4695940058,20.4698649625,2.4,0.0,623.63281589,20.4697679131,20.47,20.47,20.47,20.47,0.333921390857,4551.13918806
604,20.4696175697,20.4696189642,20.4698838633,2.45,0.0,623.63281589,20.4697900668,20.47,20.47,20.47,20.47,0.339169608114,4663.17143843
605,20.4696303905,20.4696308495,20.4698896202,2.5,0.0,623.63281589,20.4697982767,20.47,20.47,20.47,20.47,0.341013471901,4703.03055899
606,20.4696393546,20.4696392148,20.469893584,2.55,0.0,623.63281589,20.4698040015,20.47,20.47,20.47,20.47,0.342443087236,4734.00483944
607,20.4696460865,20.4696451835,20.4698968904,2.6,0.0,623.63281589,20.4698084909,20.47,20.47,20.47,20.47,0.343643007217,4760.03258277
608,20.4696511383,20.4696497605,20.4698994664,2.65,0.0,623.63281589,20.4698119438,20.47,20.47,20.47,20.47,0.344588386013,4780.57369813
609,20.4696550382,20.4696531868,20.4699016774,2.7,0.0,623.63281589,20.4698147546,20.47,20.47,20.47,20.47,0.345397988007,4798.17843029
610,20.4696579822,20.4696556965,20.4699035481,2.75,0.0,623.63281589,20.4698170108,20.47,20.47,20.47,20.47,0.346075708364,4812.92643979
611,20.4696601348,20.4696574469,20.4699051302,2.8,0.0,623.63281589,20.4698188032,20.47,20.47,20.47,20.47,0.346639684769,4825.20607129
612,20.4319525683,20.4318777234,20.4317108764,2.8,0.0,623.63281589,20.4317836332,20.43,20.43,20.43,20.43,0.331065665684,4489.54550449
613,20.4298075825,20.4297972369,20.429997571,2.8,0.0,623.63281589,20.429929455,20.43,20.43,20.43,20.43,0.349075528747,4882.80944561
614,20.4296424401,20.4296361375,20.4298994418,2.8,0.0,623.63281589,20.4298081079,20.43,20.43,20.43,20.43,0.342167973131,4732.57158675
615,20.4296456679,20.4296403674,20.4299016275,2.8,0.0,623.63281589,20.4298110785,20.43,20.43,20.43,20.43,0.344929756154,4792.56568549
616,20.4296505554,20.4296451267,20.4299043739,2.8,0.0,623.63281589,20.4298146665,20.43,20.43,20.43,20.43,0.346002246763,4815.92620491
617,20.42966379,20.4296588169,20.4299067624,2.8,0.0,623.63281589,20.4298208096,20.43,20.43,20.43,20.43,0.34740097317,4846.69662468
618,20.4296687669,20.4296636753,20.4299089264,2.8,0.0,623.63281589,20.4298240139,20.43,20.43,20.43,20.43,0.348297686691,4866.31167591
619,20.4296724748,20.4296672095,20.4299109151,2.8,0.0,623.63281589,20.429826655,20.43,20.43,20.43,20.43,0.349116198437,4884.22900862
620,20.4296757503,20.4296703054,20.4299127542,2.8,0.0,623.63281589,20.4298290439,20.43,20.43,20.43,20.43,0.349881250838,4900.99412744
621,20.4296786875,20.4296730611,20.4299144626,2.8,0.0,623.63281589,20.4298312271,20.43,20.43,20.43,20.43,0.350598742939,4916.73285221
622,20.4296813414,20.4296755299,20.4299160555,2.8,0.0,623.63281589,20.4298332331,20.43,20.43,20.43,20.43,0.351274023745,4931.56003899
623,20.4296837561,20.4296777551,20.429917545,2.8,0.0,623.63281589,20.4298350854,20.43,20.43,20.43,20.43,0.351911550533,4945.57146874
624,19.9520906067,19.9683124481,20.0420166807,2.8,0.0,623.63281589,20.0054302016,19.94,19.94,19.94,19.94,0.15889162255,1084.28704124
625,19.9398020253,19.9398398267,19.9400733754,2.8,0.0,623.63281589,19.9399791804,19.94,19.94,19.94,19.94,0.334991177099,4640.5998929
626,19.9398181666,19.9398129739,19.9399264444,2.8,0.0,623.63281589,19.9398869048,19.94,19.94,19.94,19.94,0.280509455732,3495.04382115
627,19.9398861972,19.939873856,19.939920757,2.8,0.0,623.63281589,19.9399056895,19.94,19.94,19.94,19.94,0.287327371678,3637.95473955
628,19.9398987025,19.9398885013,19.9396896835,2.8,0.0,623.63281589,19.9397642879,19.94,19.94,19.94,19.94,0.295581578806,3803.17932179
629,19.9399053311,19.9398956719,19.9397012884,2.8,0.0,623.63281589,19.9397739428,19.94,19.94,19.94,19.94,0.298875032229,3870.41898315
630,19.9393502772,19.9399012611,19.9397190375,2.8,0.0,623.63281589,19.9396823885,19.94,19.94,19.94,19.94,0.301633440996,3927.00383483
631,19.9393443924,19.9399059442,19.9397350297,2.8,0.0,623.63281589,19.9396923668,19.94,19.94,19.94,19.94,0.304232441506,3980.62837501
632,19.9393636539,19.9399099623,19.9397489881,2.8,0.0,623.63281589,19.9397056811,19.94,19.94,19.94,19.94,0.306555996476,4028.69440473
633,19.9393831667,19.9399134657,19.9397613544,2.8,0.0,623.63281589,19.9397179113,19.94,19.94,19.94,19.94,0.308719942377,4073.64367988
634,19.9394004931,19.9393910117,19.9397724205,2.8,0.0,623.63281589,19.9396368145,19.94,19.94,19.94,19.94,0.310700479995,4114.89959291
635,19.9394160474,19.9393788289,19.9397823994,2.8,0.0,623.63281589,19.9396442008,19.94,19.94,19.94,19.94,0.312613865439,4154.92503991
636,19.5728420832,19.572153367,19.6375775597,2.8,0.0,735.643557446,19.607193718,19.57,19.57,19.57,19.57,0.162635552431,1265.73375931
637,19.5694967979,19.5694764692,19.5698344601,2.8,0.0,735.643557446,19.5697031856,19.57,19.57,19.57,19.57,0.303201988742,4001.46849984
638,19.5697034623,19.5696587478,19.5698244278,2.8,0.0,735.643557446,19.5697719277,19.57,19.57,19.57,19.57,0.251741117235,2966.98916716
639,19.5698001925,19.5697729785,19.5698362175,2.8,0.0,735.643557446,19.569817525,19.57,19.57,19.57,19.57,0.25982719367,3127.57725238
640,19.5698135881,19.5697883621,19.5698614857,2.8,0.0,735.643557446,19.5698389751,19.57,19.57,19.57,19.57,0.265378170116,3232.83582388
641,19.5698202809,19.5697962757,19.5698699137,2.8,0.0,735.643557446,19.5698470367,19.57,19.57,19.57,19.57,0.267473353727,3273.42746421
642,19.56982544,19.5698024569,19.5698765196,2.8,0.0,735.643557446,19.569853347,19.57,19.57,19.57,19.57,0.269311883793,3309.15510338
643,19.5698296041,19.569807524,19.5698820769,2.8,0.0,735.643557446,19.5698586042,19.57,19.57,19.57,19.57,0.270915716788,3340.40972375
644,19.5698330961,19.5698118373,19.569886946,2.8,0.0,735.643557446,19.5698631635,19.57,19.57,19.57,19.57,0.272366644157,3368.75357504
645,19.5698360704,19.5698155688,19.569891277,2.8,0.0,735.643557446,19.56986718,19.57,19.57,19.57,19.57,0.273692427533,3394.71009859
646,19.5698386069,19.5698188055,19.5698951426,2.8,0.0,735.643557446,19.5698707303,19.57,19.57,19.57,19.57,0.274904734669,3418.49234738
647,19.5698407768,19.5698216257,19.5698986115,2.8,0.0,735.643557446,19.5698738853,19.57,19.57,19.57,19.57,0.276016840054,3440.34839652
648,19.6482781888,19.6484782445,19.6488103461,2.8,0.0,1261.43306752,19.6486444599,19.65,19.65,19.65,19.65,0.26383319603,3188.58259163
649,19.6498605697,19.6498506404,19.6498873488,2.8,0.0,1261.43306752,19.649875256,19.65,19.65,19.65,19.65,0.257956691604,3087.15386515
650,19.6498035243,19.6497772168,19.6498221875,2.8,0.0,1261.43306752,19.6498101428,19.65,19.65,19.65,19.65,0.255773475932,3045.71619922
651,19.6497799245,19.6497493538,19.64979042,2.8,0.0,1261.43306752,19.6497806389,19.65,19.65,19.65,19.65,0.249762661056,2933.03780556
652,19.6497735588,19.6497419936,19.6497828839,2.8,0.0,1261.43306752,19.6497733582,19.65,19.65,19.65,19.65,0.248524424621,2909.89894407
653,19.649769502,19.649737213,19.6497779166,2.8,0.0,1261.43306752,19.6497686,19.65,19.65,19.65,19.65,0.247630337084,2893.23394565
654,19.6497663596,19.6497334293,19.6497740102,2.8,0.0,1261.43306752,19.6497648637,19.65,19.65,19.65,19.65,0.246932609547,2880.25172273
655,19.6497638607,19.6497303391,19.6497708544,2.8,0.0,1261.43306752,19.6497618474,19.65,19.65,19.65,19.65,0.246376650115,2869.92298317
656,19.6497618632,19.6497277869,19.6497682908,2.8,0.0,1261.43306752,19.6497593961,19.65,19.65,19.65,19.65,0.245930313245,2861.64099918
657,19.6497602676,19.6497256656,19.6497662091,2.8,0.0,1261.43306752,19.6497574019,19.65,19.65,19.65,19.65,0.245571242888,2854.98476338
658,19.6497590059,19.6497239053,19.6497645367,2.8,0.0,1261.43306752,19.6497557938,19.65,19.65,19.65,19.65,0.245284891251,2849.68038494
659,19.649758016,19.6497224389,19.6497632066,2.8,0.0,1261.43306752,19.6497545052,19.65,19.65,19.65,19.65,0.245057918344,2845.4776933
660,19.9141692623,19.914297221,19.9153670747,2.84166666667,0.0,1501.8359271,19.9149327941,19.92,19.92,19.92,19.92,0.282010330646,3380.96565672
661,19.9198283348,19.9198259689,19.9198107095,2.88333333333,0.0,1501.8359271,19.9198168673,19.92,19.92,19.92,19.92,0.283601756464,3564.76040978
662,19.9198763332,19.9198604582,19.9199027417,2.925,0.0,1501.8359271,19.9198899451,19.92,19.92,19.92,19.92,0.27916081212,3477.76707114
663,19.919833225,19.9198089091,19.9198431471,2.96666666667,0.0,1501.8359271,19.9198348094,19.92,19.92,19.92,19.92,0.261046462819,3127.88684705
664,19.9198213559,19.9197947145,19.9198269024,3.00833333333,0.0,1501.8359271,19.919819786,19.92,19.92,19.92,19.92,0.257716863594,3064.93299395
665,19.9198130117,19.9197845072,19.9198140067,3.05,0.0,1501.8359271,19.9198082797,19.92,19.92,19.92,19.92,0.255022793009,3014.39954864
666,19.919799444,19.9197679631,19.9197936979,3.09166666667,8.75,1501.8359271,19.9197900092,19.92,19.92,19.92,19.92,0.25089897347,2937.49771149
667,19.9197875652,19.919753443,19.9197750732,3.13333333333,11.5,1501.8359271,19.9197735109,19.92,19.92,19.92,19.92,0.247553702355,2875.6917214
668,19.9197762838,19.9197393824,19.9197565376,3.175,14.25,1501.8359271,19.9197572956,19.92,19.92,19.92,19.92,0.244456291538,2818.91287855
669,19.9197649408,19.9197250321,19.9199245611,3.21666666667,17.0,1501.8359271,19.9198539692,19.92,19.92,19.92,19.92,0.241531573087,2765.63457787
670,19.9197533658,19.9197102137,19.9199245173,3.25833333333,19.75,1501.8359271,19.9198484128,19.92,19.92,19.92,19.92,0.238523263292,2711.31905205
671,19.9197414738,19.9196948473,19.9199178816,3.3,22.5,1501.8359271,19.9198387037,19.92,19.92,19.92,19.92,0.235659068593,2659.91670228
672,20.2421561315,20.2423317199,20.2435235774,3.35,25.25,993.584825286,20.243071086,20.25,20.25,20.25,20.25,0.337918439828,4487.66900057
673,20.249797217,20.2497631251,20.2498569492,3.4,28.0,993.584825286,20.249828453,20.25,20.25,20.25,20.25,0.262606395378,3127.92971602
674,20.2495550462,20.2495199647,20.2498841103,3.45,30.75,993.584825286,20.2497644216,20.25,20.25,20.25,20.25,0.336023522986,4618.99484608
675,20.2493974227,20.2498897986,20.2498223014,3.5,33.5,993.584825286,20.249757064,20.25,20.25,20.25,20.25,0.316690150155,4207.27570733
676,20.2493501109,20.2499024906,20.2498049927,3.55,36.25,993.584825286,20.2497393002,20.25,20.25,20.25,20.25,0.312943930613,4128.80542292
677,20.2498774849,20.2498962539,20.2497904584,3.6,39.0,993.584825286,20.249824292,20.25,20.25,20.25,20.25,0.309727140127,4061.85620812
678,20.2499009338,20.2498882231,20.2497745099,3.65,42.5,993.584825286,20.2498169033,20.25,20.25,20.25,20.25,0.30632631805,3991.40341293
679,20.249895681,20.2498796647,20.2497572674,3.7,46.0,993.584825286,20.2498034141,20.25,20.25,20.25,20.25,0.302955884829,3922.03798616
680,20.2498881662,20.2498705968,20.2497387199,3.75,49.5,993.584825286,20.2497885978,20.25,20.25,20.25,20.25,0.299560310379,3852.54734763
681,20.2498801624,20.2498610025,20.2497188092,3.8,53.0,993.584825286,20.2497727447,20.25,20.25,20.25,20.25,0.296164824414,3783.47604529
682,20.2498716565,20.2498507876,20.2496973305,3.85,56.5,993.584825286,20.2497557071,20.25,20.25,20.25,20.25,0.292746034645,3714.35301871
683,20.249862603,20.2498398952,20.2496741372,3.9,60.0,993.584825286,20.2497373767,20.25,20.25,20.25,20.25,0.289300870501,3645.12934332
684,20.2687530206,20.2687749239,20.2688622751,3.9,63.5,912.609870739,20.2688277724,20.27,20.27,20.27,20.27,0.30298472465,3921.88044766
685,20.2698012801,20.269782261,20.2696605728,3.9,67.0,912.609870739,20.2697070296,20.27,20.27,20.27,20.27,0.291950652022,3696.0415087
686,20.2698635192,20.2698409288,20.2697091894,3.9,70.5,912.609870739,20.2697597025,20.27,20.27,20.27,20.27,0.294116327059,3739.52606761
687,20.2698599114,20.2698349574,20.2696918432,3.9,74.0,912.609870739,20.2697469406,20.27,20.27,20.27,20.27,0.29103677318,3677.52613364
688,20.2698542915,20.2698275476,20.269676614,3.9,77.5,912.609870739,20.2697349007,20.27,20.27,20.27,20.27,0.288857307611,3633.84744863
689,20.2698486048,20.2698200726,20.2696611927,3.9,81.0,912.609870739,20.2697227275,20.27,20.27,20.27,20.27,0.286740326753,3591.59611609
690,20.2698431754,20.2698128017,20.2696462677,3.9,83.9166666667,912.609870739,20.2697109606,20.27,20.27,20.27,20.27,0.284780303624,3552.62748424
691,20.2698378104,20.269805536,20.2699145519,3.9,86.8333333333,912.609870739,20.2698817415,20.27,20.27,20.27,20.27,0.282974904665,3516.83962342
692,20.2698325506,20.2697982184,20.2699221703,3.9,89.75,912.609870739,20.2698843555,20.27,20.27,20.27,20.27,0.28101680275,3478.20997725
693,20.2698270665,20.2697909741,20.2699188033,3.9,92.6666666667,912.609870739,20.2698798755,20.27,20.27,20.27,20.27,0.279234425749,3443.14485454
694,20.2698217551,20.2697833839,20.2699146682,3.9,95.5833333333,912.609870739,20.2698748632,20.27,20.27,20.27,20.27,0.277420345127,3407.60800347
695,20.2698161893,20.2697759757,20.269910381,3.9,98.5,912.609870739,20.2698697334,20.27,20.27,20.27,20.27,0.275639035257,3372.82920293
696,20.2414482581,20.2413419193,20.2412139046,3.94166666667,101.416666667,529.95125802,20.2412786277,20.24,20.24,20.24,20.24,0.278676515278,3431.29379785
697,20.239938287,20.2399014883,20.2397707706,3.98333333333,104.333333333,529.95125802,20.2398229887,20.24,20.24,20.24,20.24,0.291928010632,3697.15025522
698,20.2398314448,20.2397963342,20.239650158,4.025,107.25,529.95125802,20.23970789,20.24,20.24,20.24,20.24,0.28355269422,3529.87544629
699,20.2398215455,20.2397868282,20.2396394813,4.06666666667,110.166666667,529.95125802,20.2396975395,20.24,20.24,20.24,20.24,0.282707029196,3513.04388892
700,20.2398121835,20.2397764333,20.2399119458,4.10833333333,113.083333333,529.95125802,20.2398708131,20.24,20.24,20.24,20.24,0.280377212306,3466.91268877
701,20.2398013824,20.2397643616,20.2399182121,4.15,116.0,529.95125802,20.2398707733,20.24,20.24,20.24,20.24,0.277560887152,3411.45793637
702,20.2397903574,20.239751981,20.2399132668,4.19166666667,117.5,529.95125802,20.2398633965,20.24,20.24,20.24,20.24,0.275024756158,3361.74217244
703,20.2397786559,20.2397388333,20.2399072251,4.23333333333,119.0,529.95125802,20.2398550359,20.24,20.24,20.24,20.24,0.272384888552,3310.26671886
704,20.2397660896,20.2397247502,20.2399006085,4.275,120.5,529.95125802,20.2398459757,20.24,20.24,20.24,20.24,0.269684549265,3257.88472016
705,20.2397526136,20.2397096982,20.2398933665,4.31666666667,122.0,529.95125802,20.2398361658,20.24,20.24,20.24,20.24,0.266920052881,3204.54921106
706,20.2397381771,20.2396936345,20.2398854398,4.35833333333,123.5,529.95125802,20.2398255497,20.24,20.24,20.24,20.24,0.264093878351,3150.33127108
707,20.2397227606,20.2396765522,20.2398767812,4.4,125.0,529.95125802,20.2398140902,20.24,20.24,20.24,20.24,0.261214648452,3095.41873759
708,20.296507654,20.2965939622,20.2970109341,4.4,126.5,529.95125802,20.2968507298,20.3,20.3,20.3,20.3,0.285918505509,3576.1758135
709,20.2995346092,20.2994957647,20.2997422121,4.4,128.0,529.95125802,20.2996612439,20.3,20.3,20.3,20.3,0.256128467104,2995.42712245
710,20.2997381886,20.2996988432,20.299890831,4.4,129.5,529.95125802,20.2998302983,20.3,20.3,20.3,20.3,0.267964348071,3219.69755948
711,20.2997294376,20.2996857262,20.2998843756,4.4,131.0,529.95125802,20.2998220238,20.3,20.3,20.3,20.3,0.263339595825,3131.19735622
712,20.2997194726,20.2996740876,20.2998783591,4.4,132.5,529.95125802,20.2998142271,20.3,20.3,20.3,20.3,0.261404478917,3094.39250549
713,20.2997099972,20.29966318,20.2998725898,4.4,134.0,529.95125802,20.2998068056,20.3,20.3,20.3,20.3,0.259634500665,3060.86084722
714,20.2996906947,20.2996396559,20.299868305,4.4,133.5,529.95125802,20.299796746,20.3,20.3,20.3,20.3,0.257705138718,3023.98250812
715,20.2996828547,20.2996300034,20.299864663,4.4,133.0,529.95125802,20.2997912848,20.3,20.3,20.3,20.3,0.256607491754,3003.2928909
716,20.2996762169,20.2996216745,20.299861379,4.4,132.5,529.95125802,20.2997865082,20.3,20.3,20.3,20.3,0.255630240296,2984.90865483
717,20.2996703387,20.2996141923,20.2998583977,4.4,132.0,529.95125802,20.2997822103,20.3,20.3,20.3,20.3,0.254766017291,2968.68625624
718,20.2996650802,20.2996074016,20.299855687,4.4,131.5,529.95125802,20.2997783197,20.3,20.3,20.3,20.3,0.253997196203,2954.28218783
719,20.2996603469,20.299601211,20.29985322,4.4,131.0,529.95125802,20.2997747865,20.3,20.3,20.3,20.3,0.253310435896,2941.43731244
