,tout,s,i,t1,t2,sp0,m,rh
61,1.7,0.0,23876.0562057,21.6204225527,20.3900032383,24.39,1.89532890259,0.0
62,1.7,0.0,23876.0562057,21.6206564676,20.3896265016,24.39,1.89532890259,0.0
63,1.7,0.0,23876.0562057,21.6210145789,20.3889423464,24.39,1.89532890259,0.0
64,1.7,0.0,23876.0562057,21.6213674258,20.3892312081,24.39,1.89532890259,0.0
65,1.7,0.0,23876.0562057,21.6217007873,20.3887404912,24.39,1.89532890259,0.0
66,1.7,0.0,23876.0562057,21.6220682569,20.3890651577,24.39,1.89532890259,0.0
67,1.7,0.0,23876.0562057,21.6224569948,20.3886913546,24.39,1.89532890259,0.0
68,1.7,0.0,23876.0562057,21.6228840369,20.3892050593,24.39,1.89532890259,0.0
69,1.7,0.0,23876.0562057,21.6233202597,20.389010458,24.39,1.89532890259,0.0
70,1.7,0.0,23876.0562057,21.623785499,20.3896588428,24.39,1.89532890259,0.0
71,1.7,0.0,23876.0562057,21.6242574184,20.389560267,24.39,1.89532890259,0.0
72,1.74166666667,0.0,27567.9004552,21.8083953462,20.4943774288,24.5,1.89532890259,0.0
73,1.78333333333,0.0,27567.9004552,22.0056872727,20.4995616966,24.5,1.89532890259,0.0
74,1.825,0.0,27567.9004552,22.1173190349,20.4988156951,24.5,1.89532890259,0.0
75,1.86666666667,0.0,27567.9004552,22.1537225208,20.498660896,24.5,1.89532890259,0.0
76,1.90833333333,0.0,27567.9004552,22.1609108844,20.4986787654,24.5,1.89532890259,0.0
77,1.95,0.0,27567.9004552,22.1676059883,20.4996845526,24.5,1.89532890259,0.0
78,1.99166666667,0.0,27567.9004552,22.1796855724,20.4995062341,24.5,1.89532890259,0.0
79,2.03333333333,0.0,27567.9004552,22.1934570138,20.499601691,24.5,1.89532890259,0.0
80,2.075,0.0,27567.9004552,22.2054973297,20.4985750246,24.5,1.89532890259,0.0
81,2.11666666667,0.0,27567.9004552,22.2152211586,20.5000332518,24.5,1.89532890259,0.0
82,2.15833333333,0.0,27567.9004552,22.2233811456,20.5004346705,24.5,1.89532890259,0.0
83,2.2,0.0,27567.9004552,22.2307948441,20.5004276624,24.5,1.89532890259,0.0
84,2.2,0.0,29010.3311171,22.2988692282,20.6524100461,25.0,1.89532890259,0.0
85,2.2,0.0,29010.3311171,22.3762147564,20.8302923238,25.0,1.89532890259,0.0
86,2.2,0.0,29010.3311171,22.427287712,20.9543109306,25.0,1.89532890259,0.0
87,2.2,0.0,29010.3311171,22.4519042901,20.9976009778,25.0,1.89532890259,0.0
88,2.2,0.0,29010.3311171,22.4642815254,20.9997528775,25.0,1.89532890259,0.0
89,2.2,0.0,29010.3311171,22.4746817414,20.9986260718,25.0,1.89532890259,0.0
90,2.2,94.25,29010.3311171,22.4880232195,21.0003152899,25.0,1.89532890259,0.0
91,2.2,133.5,29010.3311171,22.5026654271,20.9984817595,25.0,1.89532890259,0.0
92,2.2,172.75,29010.3311171,22.516804447,20.9983942866,25.0,1.89532890259,0.0
93,2.2,212.0,29010.3311171,22.5295858415,20.9989499066,25.0,1.89532890259,0.0
94,2.2,251.25,29010.3311171,22.5413633579,20.9991261899,25.0,1.89532890259,0.0
95,2.2,290.5,29010.3311171,22.5527023573,20.9988243259,25.0,1.89532890259,0.0
96,2.2,329.75,22930.6622913,22.302695341,20.617358591,24.5,1.89532890259,0.0
97,2.2,369.0,22930.6622913,22.0491154369,20.4999981135,24.5,1.89532890259,0.0
98,2.2,408.25,22930.6622913,21.9136074425,20.4999246106,24.5,1.89532890259,0.0
99,2.2,447.5,22930.6622913,21.8778569315,20.5004222017,24.5,1.89532890259,0.0
100,2.2,486.75,22930.6622913,21.8793726025,20.5003590614,24.5,1.89532890259,0.0
101,2.2,526.0,22930.6622913,21.8812051707,20.49964456,24.5,1.89532890259,0.0
102,2.2,533.25,22930.6622913,21.8769171913,20.5003191022,24.5,1.89532890259,0.0
103,2.2,540.5,22930.6622913,21.8714965204,20.5004789546,24.5,1.89532890259,0.0
104,2.2,547.75,22930.6622913,21.8681179799,20.5004665156,24.5,1.89532890259,0.0
105,2.2,555.0,22930.6622913,21.8675078446,20.4993392742,24.5,1.89532890259,0.0
106,2.2,562.25,22930.6622913,21.8690107208,20.4994435085,24.5,1.89532890259,0.0
107,2.2,569.5,22930.6622913,21.871791938,20.5001377647,24.5,1.89532890259,0.0
108,2.2,576.75,22633.4845666,21.8664969845,20.4902113906,24.49,1.89532890259,0.0
109,2.2,584.0,22571.8461362,21.8620586926,20.4899836159,24.49,1.89532890259,0.0
110,2.2,591.25,22571.8461362,21.8621677726,20.4897573616,24.49,1.89532890259,0.0
111,2.2,598.5,22571.8461362,21.8658300793,20.490252766,24.49,1.89532890259,0.0
112,2.2,605.75,22571.8461362,21.8711439377,20.4897899231,24.49,1.89532890259,0.0
113,2.2,613.0,22571.8461362,21.877094848,20.4900687138,24.49,1.89532890259,0.0
114,2.2,633.666666667,22571.8461362,21.8829680657,20.4901076272,24.49,1.89532890259,0.0
115,2.2,654.333333333,22571.8461362,21.8886978177,20.4901593321,24.49,1.89532890259,0.0
116,2.2,675.0,22571.8461362,21.8945352639,20.4895532446,24.49,1.89532890259,0.0
117,2.2,695.666666667,22571.8461362,21.9006805763,20.4896092002,24.49,1.89532890259,0.0
118,2.2,716.333333333,22571.8461362,21.9081232846,20.4896138502,24.49,1.89532890259,0.0
119,2.2,737.0,22571.8461362,21.916203728,20.490145779,24.49,1.89532890259,0.0
120,2.25,757.666666667,22571.8461362,21.9246122606,20.4899016737,24.49,1.89532890259,0.0
121,2.3,778.333333333,22571.8461362,21.9344774269,20.4902606413,24.49,1.89532890259,0.0
122,2.35,799.0,22571.8461362,21.9459646444,20.4903372877,24.49,1.89532890259,0.0
123,2.4,819.666666667,22571.8461362,21.9575316849,20.4897248588,24.49,1.89532890259,0.0
124,2.45,840.333333333,22571.8461362,21.9700477457,20.4900895715,24.49,1.89532890259,0.0
125,2.5,861.0,22571.8461362,21.9832377593,20.4896696867,24.49,1.89532890259,0.0
126,2.55,862.583333333,22571.8461362,21.9964313815,20.4897876147,24.49,1.89532890259,0.0
127,2.6,864.166666667,22571.8461362,22.0094991303,20.4899489856,24.49,1.89532890259,0.0
128,2.65,865.75,22571.8461362,22.0224511662,20.4900971616,24.49,1.89532890259,0.0
129,2.7,867.333333333,22571.8461362,22.0355328125,20.4899221166,24.49,1.89532890259,0.0
130,2.75,868.916666667,22571.8461362,22.0484815441,20.489690682,24.49,1.89532890259,0.0
131,2.8,870.5,22571.8461362,22.0613908806,20.4900286258,24.49,1.89532890259,0.0
132,2.84166666667,872.083333333,16574.3618843,21.8162080951,20.4309825303,24.43,1.89532890259,0.0
133,2.88333333333,873.666666667,16574.3618843,21.5643067728,20.429669422,24.43,1.89532890259,0.0
134,2.925,875.25,16574.3618843,21.4329939969,20.4298707066,24.43,1.89532890259,0.0
135,2.96666666667,876.833333333,16574.3618843,21.3983272662,20.430139095,24.43,1.89532890259,0.0
136,3.00833333333,878.416666667,16574.3618843,21.3965839461,20.4297427361,24.43,1.89532890259,0.0
137,3.05,880.0,16574.3618843,21.3939668058,20.4303035451,24.43,1.89532890259,0.0
138,3.09166666667,883.75,16574.3618843,21.3859712905,20.4300528819,24.43,1.89532890259,0.0
139,3.13333333333,887.5,16574.3618843,21.3776641193,20.4299202158,24.43,1.89532890259,0.0
140,3.175,891.25,16574.3618843,21.3721554774,20.4299056196,24.43,1.89532890259,0.0
141,3.21666666667,895.0,16574.3618843,21.369450174,20.4301860706,24.43,1.89532890259,0.0
142,3.25833333333,898.75,16574.3618843,21.3683730063,20.4300791338,24.43,1.89532890259,0.0
143,3.3,902.5,16574.3618843,21.3681703749,20.4302276133,24.43,1.89532890259,0.0
144,3.39166666667,906.25,16574.3618843,21.1516009591,20.397818035,23.94,1.89532890259,0.0
145,3.48333333333,910.0,16574.3618843,21.1562605387,20.3896179067,23.94,1.89532890259,0.0
146,3.575,913.75,16574.3618843,21.2694623235,20.4049467515,23.94,1.89532890259,0.0
147,3.66666666667,917.5,16574.3618843,21.3470436137,20.4285076414,23.94,1.89532890259,0.0
148,3.75833333333,921.25,16574.3618843,21.3715251136,20.4523179866,23.94,1.89532890259,0.0
149,3.85,925.0,16574.3618843,21.3715793778,20.4745896663,23.94,1.89532890259,0.0
150,3.94166666667,920.416666667,16574.3618843,21.3698613134,20.4951090187,23.94,1.89532890259,0.0
151,4.03333333333,915.833333333,16574.3618843,21.3724919059,20.514261859,23.94,1.89532890259,0.0
152,4.125,911.25,16574.3618843,21.3773567368,20.5324521806,23.94,1.89532890259,0.0
153,4.21666666667,906.666666667,16574.3618843,21.3818934174,20.5498684109,23.94,1.89532890259,0.0
154,4.30833333333,902.083333333,16574.3618843,21.3853539333,20.5665333442,23.94,1.89532890259,0.0
155,4.4,897.5,16574.3618843,21.3880493343,20.5824101424,23.94,1.89532890259,0.0
156,4.45,892.916666667,13298.9881771,21.2468499254,20.5906752789,24.02,1.89532890259,0.0
157,4.5,888.333333333,13298.9881771,21.1032405855,20.5941411054,24.02,1.89532890259,0.0
158,4.55,883.75,13298.9881771,21.02536775,20.5956764327,24.02,1.89532890259,0.0
159,4.6,879.166666667,13298.9881771,20.9980348074,20.5964698642,24.02,1.89532890259,0.0
160,4.65,874.583333333,13298.9881771,20.9873562903,20.5964169947,24.02,1.89532890259,0.0
161,4.7,870.0,13298.9881771,20.9760074069,20.5951676736,24.02,1.89532890259,0.0
162,4.75,865.75,13298.9881771,20.9619034681,20.5925387768,24.02,1.89532890259,0.0
163,4.8,861.5,13298.9881771,20.9476388085,20.5886806774,24.02,1.89532890259,0.0
164,4.85,857.25,13298.9881771,20.9347440675,20.5837893593,24.02,1.89532890259,0.0
165,4.9,853.0,13340.080464,20.9240412409,20.5779812613,24.02,1.89532890259,0.0
166,4.95,848.75,13340.080464,20.9143181622,20.5713038804,24.02,1.89532890259,0.0
167,5.0,844.5,13340.080464,20.9045627167,20.5637748523,24.02,1.89532890259,0.0
168,5.0,840.25,13340.080464,20.6091411272,20.5272258178,23.53,1.89532890259,0.0
169,5.0,836.0,13340.080464,20.6018177662,20.5145102449,23.53,1.89532890259,0.0
170,5.0,831.75,13340.080464,20.7335882778,20.5176548526,23.53,1.89532890259,0.0
171,5.0,827.5,13340.080464,20.8248257144,20.5208010328,23.53,1.89532890259,0.0
172,5.0,823.25,13340.080464,20.8464144429,20.5181697183,23.53,1.89532890259,0.0
173,5.0,819.0,13340.080464,20.8343459643,20.5106281802,23.53,1.89532890259,0.0
174,5.0,806.583333333,13340.080464,20.8187781108,20.4997243452,23.53,1.89532890259,0.0
175,5.0,794.166666667,13340.080464,20.8084307238,20.4865829847,23.53,1.89532890259,0.0
176,5.0,781.75,13340.080464,20.8008953969,20.4717768808,23.53,1.89532890259,0.0
177,5.0,769.333333333,13340.080464,20.79290004,20.4555196041,23.53,1.89532890259,0.0
178,5.0,756.916666667,13340.080464,20.7834397147,20.4378883803,23.53,1.89532890259,0.0
179,5.0,744.5,13340.080464,20.7728984352,20.4189422346,23.53,1.89532890259,0.0
180,4.95,732.083333333,13340.080464,20.7668292264,20.4078045548,24.01,1.89532890259,0.0
181,4.9,719.666666667,13340.080464,20.7488151212,20.384633096,24.01,1.89532890259,0.0
182,4.85,707.25,13340.080464,20.7320950387,20.3530870222,24.01,1.89532890259,0.0
183,4.8,694.833333333,13340.080464,20.718232979,20.320215476,24.01,1.89532890259,0.0
184,4.75,682.416666667,13340.080464,20.7046141432,20.2881748513,24.01,1.89532890259,0.0
185,4.7,670.0,13340.080464,20.6901572908,20.2563932946,24.01,1.89532890259,0.0
186,4.65,636.666666667,13340.080464,20.6745342982,20.221997884,24.01,1.89532890259,0.0
187,4.6,603.333333333,13340.080464,20.6580062121,20.1835475667,24.01,1.89532890259,0.0
188,4.55,570.0,13340.080464,20.6411781896,20.1414162636,24.01,1.89532890259,0.0
189,4.5,536.666666667,13340.080464,20.6240237687,20.0965615329,24.01,1.89532890259,0.0
190,4.45,503.333333333,13340.080464,20.6062293867,20.0497749615,24.01,1.89532890259,0.0
191,4.4,470.0,13340.080464,20.5877617385,20.010699706,24.01,1.89532890259,0.0
192,4.26666666667,436.666666667,16338.82259,20.7070805499,19.9664138474,23.86,1.89532890259,0.0
193,4.13333333333,403.333333333,16379.914877,20.8337287113,19.9191340582,23.86,1.89532890259,0.0
194,4.0,370.0,16379.914877,20.8942044119,19.8722805256,23.86,1.89532890259,0.0
195,3.86666666667,336.666666667,16379.914877,20.9028624374,19.8599301319,23.86,1.89532890259,0.0
196,3.73333333333,303.333333333,16379.914877,20.8927509763,19.8598166151,23.86,1.89532890259,0.0
197,3.6,270.0,16379.914877,20.8819959756,19.8598374973,23.86,1.89532890259,0.0
198,3.46666666667,247.5,16379.914877,20.8738026861,19.859687426,23.86,1.89532890259,0.0
199,3.33333333333,225.0,16379.914877,20.8659623471,19.8600994338,23.86,1.89532890259,0.0
200,3.2,202.5,16379.914877,20.8568294335,19.860287133,23.86,1.89532890259,0.0
201,3.06666666667,0.0,16379.914877,20.8482226429,19.8598830462,23.86,1.89532890259,0.0
202,2.93333333333,0.0,16379.914877,20.8310534937,19.8600592715,23.86,1.89532890259,0.0
203,2.8,0.0,16379.914877,20.8172163705,19.8598244675,23.86,1.89532890259,0.0
204,2.75,0.0,19378.657003,20.9444523318,20.0554242192,24.06,1.89532890259,0.0
205,2.7,0.0,19378.657003,21.0691211314,20.059652532,24.06,1.89532890259,0.0
206,2.65,0.0,19378.657003,21.1356974829,20.0602106466,24.06,1.89532890259,0.0
207,2.6,0.0,19378.657003,21.1506060182,20.0599993869,24.06,1.89532890259,0.0
208,2.55,0.0,19378.657003,21.1464188882,20.059859429,24.06,1.89532890259,0.0
209,2.5,0.0,19378.657003,21.1417899486,20.0597791359,24.06,1.89532890259,0.0
210,2.45,0.0,19378.657003,21.1402575018,20.0603549717,24.06,1.89532890259,0.0
211,2.4,0.0,19378.657003,21.1396193268,20.0597475248,24.06,1.89532890259,0.0
212,2.35,0.0,19378.657003,21.1381441633,20.059566011,24.06,1.89532890259,0.0
213,2.3,0.0,19378.657003,21.135614369,20.0598886874,24.06,1.89532890259,0.0
214,2.25,0.0,19378.657003,21.1324327367,20.0595161994,24.06,1.89532890259,0.0
215,2.2,0.0,19378.657003,21.1290479938,20.0602179946,24.06,1.89532890259,0.0
216,2.10833333333,0.0,20331.8286073,21.1478863397,19.8411997063,23.62,1.89532890259,0.0
217,2.01666666667,0.0,20331.8286073,21.1740747031,19.6226315123,23.62,1.89532890259,0.0
218,1.925,0.0,20331.8286073,21.1941823419,19.6196969633,23.62,1.89532890259,0.0
219,1.83333333333,0.0,20331.8286073,21.2005261784,19.6199276674,23.62,1.89532890259,0.0
220,1.74166666667,0.0,20331.8286073,21.202857125,19.6196364177,23.62,1.89532890259,0.0
221,1.65,0.0,20331.8286073,21.2053593523,19.6199096896,23.62,1.89532890259,0.0
222,1.55833333333,0.0,20331.8286073,21.208253287,19.6198697539,23.62,1.89532890259,0.0
223,1.46666666667,0.0,20331.8286073,21.2107700624,19.6201347578,23.62,1.89532890259,0.0
224,1.375,0.0,20331.8286073,21.2125535256,19.6198386955,23.62,1.89532890259,0.0
225,1.28333333333,0.0,20331.8286073,21.213700552,19.6195820373,23.62,1.89532890259,0.0
226,1.19166666667,0.0,20331.8286073,21.2144271698,19.6199321535,23.62,1.89532890259,0.0
227,1.1,0.0,20331.8286073,21.2148778168,19.6195945477,23.62,1.89532890259,0.0
228,1.1,0.0,26964.7605955,21.5075732042,19.8540953824,23.86,1.89532890259,0.0
229,1.1,0.0,26964.7605955,21.8001748757,19.8600138996,23.86,1.89532890259,0.0
230,1.1,0.0,26964.7605955,21.9630478273,19.8603363194,23.86,1.89532890259,0.0
231,1.1,0.0,26964.7605955,22.0163648657,19.8599041825,23.86,1.89532890259,0.0
232,1.1,0.0,26964.7605955,22.026848986,19.8599326059,23.86,1.89532890259,0.0
233,1.1,0.0,26964.7605955,22.0346623404,19.8597719649,23.86,1.89532890259,0.0
234,1.1,0.0,26964.7605955,22.0489379026,19.8599535209,23.86,1.89532890259,0.0
235,1.1,0.0,26964.7605955,22.0654677047,19.8599422043,23.86,1.89532890259,0.0
236,1.1,0.0,26964.7605955,22.080002697,19.8599084642,23.86,1.89532890259,0.0
237,1.1,0.0,26964.7605955,22.0916396136,19.8598960793,23.86,1.89532890259,0.0
238,1.1,0.0,26964.7605955,22.101287754,19.8597920944,23.86,1.89532890259,0.0
239,1.1,0.0,26964.7605955,22.1098710959,19.8594615398,23.86,1.89532890259,0.0
240,0.958333333333,0.0,27282.4844636,22.1189859902,20.2141145343,24.31,1.89532890259,0.0
241,0.816666666667,0.0,27282.4844636,22.1344406325,20.3096651027,24.31,1.89532890259,0.0
242,0.675,0.0,27282.4844636,22.144096281,20.3092357024,24.31,1.89532890259,0.0
243,0.533333333333,0.0,27282.4844636,22.1631251699,20.3095683922,24.31,1.89532890259,0.0
244,0.391666666667,0.0,27282.4844636,22.1759693114,20.3094522258,24.31,1.89532890259,0.0
245,0.25,0.0,27282.4844636,22.1848752029,20.3098278337,24.31,1.89532890259,0.0
246,0.108333333333,0.0,27282.4844636,22.1922362576,20.3102997364,24.31,1.89532890259,0.0
247,-0.0333333333333,0.0,27282.4844636,22.1992773039,20.3099330303,24.31,1.89532890259,0.0
248,-0.175,0.0,27282.4844636,22.2033870065,20.309691638,24.31,1.89532890259,0.0
249,-0.316666666667,0.0,27282.4844636,22.2034382274,20.309726324,24.31,1.89532890259,0.0
250,-0.458333333333,0.0,27282.4844636,22.2010671942,20.3096404032,24.31,1.89532890259,0.0
251,-0.6,0.0,27282.4844636,22.1981930125,20.3100865801,24.31,1.89532890259,0.0
252,-0.641666666667,0.0,32644.5209793,22.4535535323,20.0688515472,23.88,1.89532890259,0.0
253,-0.683333333333,0.0,32644.5209793,22.7169684576,19.8816722174,23.88,1.89532890259,0.0
254,-0.725,0.0,32644.5209793,22.8622082609,19.8800635607,23.88,1.89532890259,0.0
255,-0.766666666667,0.0,32644.5209793,22.8979042135,19.879703254,23.88,1.89532890259,0.0
256,-0.808333333333,0.0,32644.5209793,22.89511738,19.8795338528,23.88,1.89532890259,0.0
257,-0.85,0.0,32644.5209793,22.8953415975,19.8798754435,23.88,1.89532890259,0.0
258,-0.891666666667,0.0,32644.5209793,22.9048422233,19.8796320727,23.88,1.89532890259,0.0
259,-0.933333333333,0.0,32644.5209793,22.9175081825,19.8801003679,23.88,1.89532890259,0.0
260,-0.975,0.0,32644.5209793,22.928085375,19.8792278999,23.88,1.89532890259,0.0
261,-1.01666666667,0.0,32644.5209793,22.9358110888,19.879901578,23.88,1.89532890259,0.0
262,-1.05833333333,0.0,32644.5209793,22.9419259021,19.8801083047,23.88,1.89532890259,0.0
263,-1.1,0.0,32644.5209793,22.9474939959,19.8798603012,23.88,1.89532890259,0.0
264,-1.19166666667,0.0,32326.7971112,22.9448663493,19.9870885532,23.99,1.89532890259,0.0
265,-1.28333333333,0.0,32326.7971112,22.9376250389,19.9898794943,23.99,1.89532890259,0.0
266,-1.375,0.0,32326.7971112,22.9391607438,19.9893965782,23.99,1.89532890259,0.0
267,-1.46666666667,0.0,32326.7971112,22.9433245536,19.9895398302,23.99,1.89532890259,0.0
268,-1.55833333333,0.0,32326.7971112,22.9474749734,19.9892762798,23.99,1.89532890259,0.0
269,-1.65,0.0,32326.7971112,22.9507387502,19.9894761664,23.99,1.89532890259,0.0
270,-1.74166666667,0.0,32326.7971112,22.9533539672,19.9895300728,23.99,1.89532890259,0.0
271,-1.83333333333,0.0,32326.7971112,22.955784247,19.9899832714,23.99,1.89532890259,0.0
272,-1.925,0.0,32326.7971112,22.9607276189,19.9897691063,23.99,1.89532890259,0.0
273,-2.01666666667,0.0,32326.7971112,22.9657906276,19.9897484129,23.99,1.89532890259,0.0
274,-2.10833333333,0.0,32326.7971112,22.9695703775,19.9894682744,23.99,1.89532890259,0.0
275,-2.2,0.0,32326.7971112,22.9722414868,19.9895744956,23.99,1.89532890259,0.0
276,-2.25,0.0,31691.349375,22.9591018405,20.2578448824,24.31,1.89532890259,0.0
277,-2.3,0.0,31691.349375,22.9425501861,20.3099382836,24.31,1.89532890259,0.0
278,-2.35,0.0,31691.349375,22.9269943216,20.3091933674,24.31,1.89532890259,0.0
279,-2.4,0.0,31691.349375,22.9251645738,20.3091266003,24.31,1.89532890259,0.0
280,-2.45,0.0,31691.349375,22.924278524,20.3094623712,24.31,1.89532890259,0.0
281,-2.5,0.0,31691.349375,22.9199794231,20.3099912031,24.31,1.89532890259,0.0
282,-2.55,0.0,31691.349375,22.9149208377,20.3096523717,24.31,1.89532890259,0.0
283,-2.6,0.0,31691.349375,22.9111160608,20.3093403128,24.31,1.89532890259,0.0
284,-2.65,0.0,31691.349375,22.9087204644,20.3093971577,24.31,1.89532890259,0.0
285,-2.7,0.0,31691.349375,22.9070168418,20.3096107569,24.31,1.89532890259,0.0
286,-2.75,0.0,31691.349375,22.9054871176,20.3097310904,24.31,1.89532890259,0.0
287,-2.8,0.0,31691.349375,22.9039969009,20.3096738201,24.31,1.89532890259,0.0
288,-2.75,0.0,29873.5404577,22.792014996,20.4627720624,24.47,1.89532890259,0.0
289,-2.7,0.0,29873.5404577,22.6527396583,20.4700184795,24.47,1.89532890259,0.0
290,-2.65,0.0,29873.5404577,22.5804001167,20.4695625615,24.47,1.89532890259,0.0
291,-2.6,0.0,29873.5404577,22.5608754677,20.469203062,24.47,1.89532890259,0.0
292,-2.55,0.0,29873.5404577,22.5583457952,20.4692568146,24.47,1.89532890259,0.0
293,-2.5,0.0,29873.5404577,22.5532058181,20.4697452675,24.47,1.89532890259,0.0
294,-2.45,0.0,29873.5404577,22.5432825593,20.470294704,24.47,1.89532890259,0.0
295,-2.4,0.0,29873.5404577,22.5331451906,20.4696498497,24.47,1.89532890259,0.0
296,-2.35,0.0,29873.5404577,22.5251567296,20.4698485971,24.47,1.89532890259,0.0
