,Unnamed: 0,z0,tout,s,i,t1,t2,sp0,m,rh
8348,8348,23.1482073971,2.35,0.0,8075.34156938,23.1482073971,23.6704470329,23.67,0.0,0.0
8349,8349,23.1471737427,2.3,0.0,8075.34156938,23.1471737427,23.6702562818,23.67,0.0,0.0
8350,8350,23.1461517915,2.25,0.0,8075.34156938,23.1461517915,23.670100086,23.67,0.0,0.0
8351,8351,23.1451398194,2.2,0.0,8075.34156938,23.1451398194,23.670128779,23.67,0.0,0.0
8352,8352,23.1645146694,2.15833333333,0.0,10318.3596054,23.1645146694,23.717476791,23.72,0.0,0.0
8353,8353,23.1913202463,2.11666666667,0.0,10318.3596054,23.1913202463,23.7196944076,23.72,0.0,0.0
8354,8354,23.2137254988,2.075,0.0,10318.3596054,23.2137254988,23.7202058592,23.72,0.0,0.0
8355,8355,23.2283069067,2.03333333333,0.0,10318.3596054,23.2283069067,23.7202320813,23.72,0.0,0.0
8356,8356,23.2366318975,1.99166666667,0.0,10318.3596054,23.2366318975,23.7205172854,23.72,0.0,0.0
8357,8357,23.2412929366,1.95,0.0,10318.3596054,23.2412929366,23.7204044919,23.72,0.0,0.0
8358,8358,23.2441338326,1.90833333333,0.0,10318.3596054,23.2441338326,23.7198153457,23.72,0.0,0.0
8359,8359,23.2460751642,1.86666666667,0.0,10318.3596054,23.2460751642,23.7201951868,23.72,0.0,0.0
8360,8360,23.2474826177,1.825,0.0,10318.3596054,23.2474826177,23.7205136315,23.72,0.0,0.0
8361,8361,23.2484987129,1.78333333333,0.0,10318.3596054,23.2484987129,23.7198847376,23.72,0.0,0.0
8362,8362,23.2492071465,1.74166666667,0.0,10318.3596054,23.2492071465,23.7200323967,23.72,0.0,0.0
8363,8363,23.2496793847,1.7,0.0,10318.3596054,23.2496793847,23.7198902411,23.72,0.0,0.0
8364,8364,23.2497049578,1.65,0.0,10318.3596054,23.2497049578,23.7270020776,24.2,0.0,0.0
8365,8365,23.2499615523,1.6,0.0,10318.3596054,23.2499615523,23.6261310565,24.2,0.0,0.0
8366,8366,23.2501576857,1.55,0.0,10318.3596054,23.2501576857,23.5718877194,24.2,0.0,0.0
8367,8367,23.2502218696,1.5,0.0,10318.3596054,23.2502218696,23.5568528118,24.2,0.0,0.0
8368,8368,23.2501784664,1.45,0.0,10318.3596054,23.2501784664,23.5582114731,24.2,0.0,0.0
8369,8369,23.2500663807,1.4,0.0,10318.3596054,23.2500663807,23.5606943205,24.2,0.0,0.0
8370,8370,23.2499109976,1.35,0.0,10318.3596054,23.2499109976,23.559903207,24.2,0.0,0.0
8371,8371,23.2497223805,1.3,0.0,10318.3596054,23.2497223805,23.5581270199,24.2,0.0,0.0
8372,8372,23.249503567,1.25,0.0,10318.3596054,23.249503567,23.55628378,24.2,0.0,0.0
8373,8373,23.2492563239,1.2,0.0,10318.3596054,23.2492563239,23.5550737546,24.2,0.0,0.0
8374,8374,23.2489831502,1.15,0.0,10318.3596054,23.2489831502,23.5540782676,24.2,0.0,0.0
8375,8375,23.2486869197,1.1,0.0,10318.3596054,23.2486869197,23.5532051088,24.2,0.0,0.0
8376,8376,23.2483705438,1.1,0.0,10318.3596054,23.2483705438,23.5972906028,24.48,0.0,0.0
8377,8377,23.2480348721,1.1,0.0,10318.3596054,23.2480348721,23.5997911717,24.48,0.0,0.0
8378,8378,23.2476841811,1.1,0.0,10318.3596054,23.2476841811,23.5993967525,24.48,0.0,0.0
8379,8379,23.2473217157,1.1,0.0,10318.3596054,23.2473217157,23.5988739948,24.48,0.0,0.0
8380,8380,23.2469495903,1.1,0.0,10318.3596054,23.2469495903,23.5983597621,24.48,0.0,0.0
8381,8381,23.2465696872,1.1,0.0,10318.3596054,23.2465696872,23.5979431523,24.48,0.0,0.0
8382,8382,23.246183746,1.1,0.0,10318.3596054,23.246183746,23.5975673097,24.48,0.0,0.0
8383,8383,23.2457930735,1.1,0.0,10318.3596054,23.2457930735,23.5971292786,24.48,0.0,0.0
8384,8384,23.2453986202,1.1,0.0,10318.3596054,23.2453986202,23.5967038813,24.48,0.0,0.0
8385,8385,23.2450009836,1.1,0.0,10318.3596054,23.2450009836,23.5962833722,24.48,0.0,0.0
8386,8386,23.244600619,1.1,0.0,10318.3596054,23.244600619,23.595948587,24.48,0.0,0.0
8387,8387,23.2441978414,1.1,0.0,10318.3596054,23.2441978414,23.5955068188,24.48,0.0,0.0
8388,8388,23.2440408018,1.05833333333,0.0,10318.3596054,23.2440408018,23.5269762118,24.05,0.0,0.0
8389,8389,23.2437178048,1.01666666667,0.0,10318.3596054,23.2437178048,23.5216912714,24.05,0.0,0.0
8390,8390,23.2432470633,0.975,0.0,10318.3596054,23.2432470633,23.5211603715,24.05,0.0,0.0
8391,8391,23.2427354594,0.933333333333,0.0,10318.3596054,23.2427354594,23.5204774846,24.05,0.0,0.0
8392,8392,23.2422417296,0.891666666667,0.0,10318.3596054,23.2422417296,23.5198048532,24.05,0.0,0.0
8393,8393,23.2417770004,0.85,0.0,10318.3596054,23.2417770004,23.5192521773,24.05,0.0,0.0
8394,8394,23.2413299498,0.808333333333,0.0,10318.3596054,23.2413299498,23.5188364578,24.05,0.0,0.0
