,z0,z1,z2,z3,z4,z5,z6,tout,s,i,t1,t2,sp0,sp1,sp2,sp3,sp4,sp5,sp6,sp,m,rh
2232,20.1549986627,21.1551438832,19.7031433541,20.2866480089,21.3555784863,19.8635116916,23.6328230364,-3.35,0.0,75933.6457746,21.8763913098,21.4218362386,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.02363283356,1251.2891779
2233,20.1789859435,21.2488061571,19.7180069708,20.3468914063,21.4313098353,19.8878176421,23.6816398855,-3.4,0.0,75933.6457746,21.9524965925,21.5037082383,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.1023903806,729.886755183
2234,20.1989122048,21.3224264177,19.718554581,20.3989752643,21.4913672342,19.8975199626,23.703013814,-3.45,0.0,75933.6457746,21.9943263848,21.5769533149,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.12243025448,971.55468879
2235,20.2120781958,21.3675723515,19.7187604585,20.4353389034,21.5280430141,19.8940714258,23.7123816112,-3.5,0.0,75933.6457746,22.0204097215,21.63031705,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.1476892508,929.884956621
2236,20.2203500351,21.3934562647,19.7199622257,20.4593593097,21.5485026228,19.8854969663,23.7165027484,-3.55,0.0,75933.6457746,22.0360824172,21.666419144,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.17168191086,929.858611736
2237,20.2261229787,21.4103366135,19.7200000872,20.4763273365,21.5609797072,19.8766073387,23.7183140513,-3.6,0.0,75933.6457746,22.0462511255,21.6913303804,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.19207178653,929.856435986
2238,20.230839265,21.4239083393,19.7202668798,20.4897566589,21.5701149783,19.868381941,23.7191099147,-3.65,0.0,75933.6457746,22.0538600529,21.7097421024,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.2094233154,936.896998075
2239,20.2350627388,21.4361078563,19.7213900781,20.501249072,21.5775908096,19.8603412254,23.7194612814,-3.7,0.0,75933.6457746,22.0600423027,21.7242782368,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.22448086607,943.901599373
2240,20.2389028893,21.4471698003,19.7204313035,20.5113422228,21.5837203033,19.851933266,23.7196163602,-3.75,0.0,75933.6457746,22.0648906828,21.736197486,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.23730901006,943.907614908
2241,20.2423565022,21.4570361524,19.7216260217,20.5202312383,21.5885748777,19.8430658376,23.719684842,-3.8,0.0,75933.6457746,22.0687589105,21.7461553255,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.24851225667,957.841800933
2242,20.2454143947,21.4657342898,19.7213580382,20.528043238,21.5922546746,19.8337899258,23.7197139391,-3.85,0.0,75933.6457746,22.0715943895,21.7545700738,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.25806991669,957.847135652
2243,20.2480968685,21.4734184197,19.7203640807,20.5349212549,21.594947766,19.8242352044,23.7197261155,-3.9,0.0,75933.6457746,22.0736435454,21.761778013,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,7.26645470395,964.777648867
2244,20.2647812898,21.5838672515,19.5308681907,20.5721086488,21.743941811,20.0757255619,23.617364187,-3.99166666667,0.0,106732.800613,22.2773931482,21.8371787854,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.09189482485,182.205498152
2245,20.2760421712,21.6554706031,19.5103998637,20.5976409739,21.8416863176,20.2203215949,23.5391074605,-4.08333333333,0.0,106732.800613,22.3091296719,21.8877021961,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.17299616318,527.080724072
2246,20.2925900941,21.7471023523,19.5114464419,20.634376333,21.9645262726,20.3703642584,23.5182198518,-4.175,0.0,106732.800613,22.3680894175,21.9591441274,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.20007705685,471.539120827
2247,20.3116190795,21.8387642129,19.5099484182,20.6750135859,22.084762318,20.4962010661,23.5141620442,-4.26666666667,0.0,106732.800613,22.4314308804,22.0379037566,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.23484572759,498.020780339
2248,20.3291816295,21.9097142743,19.5109765686,20.7107501407,22.1751197123,20.5713723767,23.5121000007,-4.35833333333,0.0,106732.800613,22.4765014918,22.1068145175,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.25610214048,515.547790847
2249,20.3441473938,21.9582901879,19.5097804397,20.7393424256,22.2338954202,20.606426109,23.5110438026,-4.45,0.0,106732.800613,22.5049478756,22.1586276716,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.27486346681,506.816811929
2250,20.3570886927,21.992079326,19.510467513,20.762352539,22.2714312739,20.6227898142,23.5104921311,-4.54166666667,0.0,106732.800613,22.5231543067,22.1950585768,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.29138915035,515.545414379
2251,20.3688801615,22.0185211174,19.5116300141,20.7819683095,22.2978466967,20.6343240646,23.5101968775,-4.63333333333,0.0,106732.800613,22.5364328058,22.2208674495,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.30577686922,515.546906004
2252,20.3800888009,22.041765824,19.5118805383,20.7996635244,22.3189942178,20.6453599394,23.5100341708,-4.725,0.0,106732.800613,22.547472303,22.2402102005,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.31854026074,515.545593519
2253,20.390933064,22.0632949361,19.5109540121,20.8161275114,22.3372372151,20.6555390455,23.5099407495,-4.81666666667,0.0,106732.800613,22.5571034862,22.2556757675,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.32972166592,515.547355792
2254,20.4014540515,22.0834151207,19.5092036651,20.8316232878,22.3533180135,20.6639644755,23.5098850636,-4.90833333333,0.0,106732.800613,22.5655622374,22.2686507017,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.33979597157,515.546282357
2255,20.41163321,22.1021522725,19.5101008914,20.8462505243,22.3675060219,20.6704413571,23.509849784,-5.0,0.0,106732.800613,22.573021612,22.2798580196,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,8.34871151951,524.236127485
2256,20.4009139967,22.0739951093,19.2398876488,20.838829353,22.3187567755,20.541965169,23.168018759,-5.05,0.0,114974.281102,22.3835207532,22.2739439188,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.43472050995,0.0
2257,20.3910746054,22.0488402104,19.0395646836,20.8356044811,22.2655084308,20.4113972263,23.0746610994,-5.1,0.0,114974.281102,22.3005905804,22.2702693817,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.4376847136,276.333794026
2258,20.3866841018,22.0355588294,19.0318450787,20.8385382677,22.2257942841,20.3240717685,23.0533446773,-5.15,0.0,114974.281102,22.2663588166,22.2693192901,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.43649712796,503.395181516
2259,20.3874968728,22.0334226347,19.0299396614,20.8456199313,22.2036718444,20.2833143223,23.0421501954,-5.2,0.0,114974.281102,22.2488658323,22.2701905541,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.43701482794,312.8945017
2260,20.3916285518,22.0380608067,19.0304320775,20.8547265726,22.1944192361,20.2688530332,23.03627213,-5.25,0.0,114974.281102,22.2415477918,22.2721883062,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.43730396294,391.756990815
2261,20.3973031146,22.0453701141,19.0306991125,20.8644664497,22.1916970329,20.2618835052,23.0331838404,-5.3,0.0,114974.281102,22.2387141728,22.2747916907,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.43740243022,401.562322999
2262,20.4035123409,22.0532082917,19.0306488864,20.874228339,22.191498593,20.2545256558,23.0315618532,-5.35,0.0,114974.281102,22.2374117755,22.2777263173,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.43745477391,411.29541871
2263,20.4098595972,22.0609240431,19.031049519,20.8838511793,22.1921875768,20.246148928,23.0307111198,-5.4,0.0,114974.281102,22.236677117,22.2808816291,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.43749313633,420.965840478
2264,20.4162288142,22.0684709427,19.0306680415,20.8933173442,22.1933391712,20.2380228484,23.0302653675,-5.45,0.0,114974.281102,22.2362931558,22.2842056982,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.43752071386,425.84438229
2265,20.4225783936,22.0758905046,19.0293137256,20.9026159683,22.1948716454,20.2308118338,23.0300317356,-5.5,0.0,114974.281102,22.2362106249,22.2876521537,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.43754527916,430.70112093
2266,20.428874571,22.083176001,19.0292299566,20.9117259545,22.1967143512,20.2244121818,23.0299089749,-5.55,0.0,114974.281102,22.2364145488,22.2911774931,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.4376058614,440.251630053
2267,20.4350797525,22.0902741679,19.0311264132,20.9206209345,22.1987469656,20.2184427364,23.0298439572,-5.6,0.0,114974.281102,22.2368020187,22.2947372461,19.03,19.03,19.03,19.03,19.03,19.03,19.03,19.03,8.43757088208,449.754368835
2268,20.4504869088,22.1647834381,19.5518546443,20.9283476309,22.3459989195,20.5896577261,23.3756226557,-5.64166666667,0.0,112807.513982,22.4782046439,22.3210220292,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.1595518882,546.831782835
2269,20.4765688839,22.27368452,19.5046899094,20.9422003628,22.5623281742,21.0501029054,23.4669074562,-5.68333333333,0.0,112807.513982,22.6451043947,22.3639058952,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.09047382786,221.727184314
2270,20.4963004402,22.3461571244,19.500332261,20.9516237975,22.7120608994,21.2924768888,23.4907843357,-5.725,0.0,112807.513982,22.7380977425,22.3969578521,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.06450511454,722.049240488
2271,20.5081410511,22.3803641855,19.5006353942,20.9566133075,22.7870130315,21.3550092615,23.4954117609,-5.76666666667,0.0,112807.513982,22.7756377201,22.4169564255,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.06089981182,471.477096643
2272,20.5151221257,22.3936536891,19.500137559,20.9593699847,22.8177208925,21.3477977002,23.4977574059,-5.80833333333,0.0,112807.513982,22.7863879438,22.4280145824,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.04801428089,480.434847896
2273,20.5203231783,22.4007970544,19.498853812,20.9618251676,22.8320332002,21.3401674073,23.4989409746,-5.85,0.0,112807.513982,22.7909689511,22.4348062883,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.04201654245,480.413827111
2274,20.5252572878,22.4080662705,19.5006720741,20.9647432366,22.8431579515,21.3477380065,23.4995130992,-5.89166666667,0.0,112807.513982,22.7960039,22.4399857065,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.03626003204,489.262129189
2275,20.5303164456,22.4163814109,19.4998478163,20.9681905293,22.8542906057,21.3627658228,23.4997764585,-5.93333333333,0.0,112807.513982,22.8018597863,22.4445735912,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.03196727549,480.412207941
2276,20.535448428,22.4249822719,19.5004997816,20.9720115917,22.8649632666,21.3765877434,23.4998912442,-5.975,0.0,112807.513982,22.8074924793,22.4488232494,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.02872355508,489.259063203
2277,20.5405426912,22.4332322558,19.5014729601,20.9760596036,22.8744570827,21.3863091241,23.4999370362,-6.01666666667,0.0,112807.513982,22.812251428,22.4527757596,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.02621698163,489.259921725
2278,20.5455539921,22.4409818396,19.5015911176,20.9802597541,22.8826861406,21.3928974786,23.4999510922,-6.05833333333,0.0,112807.513982,22.8161939444,22.4564785812,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.02447489455,489.258029263
2279,20.5504811984,22.4483252496,19.5007109807,20.9845760872,22.8899310994,21.3980000293,23.4999494963,-6.1,0.0,112807.513982,22.8195962697,22.4599969211,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,8.02322554302,489.256918785
2280,20.548035123,22.4291323492,19.5264473741,20.9733175831,22.8746658514,21.3862717028,23.5157434936,-6.15,0.0,104566.033492,22.7843082071,22.4437328955,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.63514128802,634.234055685
2281,20.54263879,22.4015004963,19.5298335826,20.9555079657,22.8519178029,21.373043749,23.5232938333,-6.2,0.0,104566.033492,22.7741383485,22.4196814478,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.61517379805,567.15982993
2282,20.5381414648,22.3804748648,19.5312407714,20.9400079952,22.8340402766,21.3653792487,23.5268328486,-6.25,0.0,104566.033492,22.765523715,22.3991347018,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.60082385031,609.056312765
2283,20.5354971395,22.3688875888,19.5315044976,20.9294115392,22.8235813877,21.3618718902,23.5284672138,-6.3,0.0,104566.033492,22.7600302349,22.3854774826,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.58902632981,609.070738316
2284,20.5342055022,22.3636346517,19.5289583793,20.9227642456,22.8183531244,21.359654301,23.5292262582,-6.35,0.0,104566.033492,22.7568019324,22.3775460038,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.58026127005,609.068251651
2285,20.5335563486,22.361190944,19.5297492335,20.918396989,22.815673331,21.3571680435,23.5295801624,-6.4,0.0,104566.033492,22.7547525855,22.373162672,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.57317194018,625.594685624
2286,20.5331125941,22.3595900374,19.5298487832,20.9151601424,22.813950201,21.3541703922,23.5297423154,-6.45,0.0,104566.033492,22.7530773106,22.3707157948,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.56731391684,625.592857393
2287,20.5327065592,22.3581918088,19.5298924376,20.9125171046,22.8125832518,21.350903573,23.5298132239,-6.5,0.0,104566.033492,22.7515765368,22.3693468217,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.56236829435,633.806737224
2288,20.532315202,22.3569671205,19.5307832864,20.9102877474,22.8114754872,21.3476225938,23.5298421309,-6.55,0.0,104566.033492,22.7502877258,22.3686777669,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.55831208257,641.983286083
2289,20.5319480361,22.3559775049,19.5296246216,20.9084070535,22.8106263633,21.3443801898,23.5298517862,-6.6,0.0,104566.033492,22.7491006879,22.368527899,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.55483611036,641.984383246
2290,20.5316158217,22.3552422423,19.5316381946,20.9068352059,22.8100301117,21.3411679865,23.5298532214,-6.65,0.0,104566.033492,22.7481917838,22.3687874619,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.55198156691,658.237790829
2291,20.5313154767,22.3547167925,19.529681672,20.9055233012,22.8096340159,21.3379273748,23.5298507224,-6.7,0.0,104566.033492,22.7472736183,22.3693619618,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,7.5494967391,650.128321096
2292,20.5169216715,22.3028767394,19.7678392915,20.8736262996,22.7670538203,21.3053055059,23.6888884807,-6.7,0.0,88083.0725133,22.6840104533,22.3313248394,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.70488465613,1445.98586753
2293,20.496793935,22.2343883574,19.7893077846,20.828667432,22.7101865399,21.2695776309,23.7506009993,-6.7,0.0,88083.0725133,22.6687400614,22.2774208944,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.68426778636,760.840914034
2294,20.478559261,22.1792720983,19.7916455303,20.7883672927,22.6634192197,21.244635506,23.7747835578,-6.7,0.0,88083.0725133,22.6422444156,22.2295265598,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.63787865044,1092.08058708
2295,20.4643776001,22.1439511776,19.791012383,20.7582366602,22.632614728,21.2298387056,23.7840779888,-6.7,0.0,88083.0725133,22.6242936491,22.1946496574,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.61822475159,1039.46503609
2296,20.4531798105,22.1219451595,19.7907668545,20.7362195856,22.613032611,21.2189696356,23.7876212384,-6.7,0.0,88083.0725133,22.6109736151,22.1708047492,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.6012162514,1046.16104594
2297,20.4435019779,22.1060342559,19.7903847884,20.718889192,22.5990996986,21.2085621346,23.7889732839,-6.7,0.0,88083.0725133,22.6003880038,22.1541154562,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.58777131088,1052.7669673
2298,20.4344394154,22.0922037499,19.7916071563,20.7039107925,22.5875172763,21.197893225,23.7894858189,-6.7,0.0,88083.0725133,22.5910324132,22.1416572381,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.57625441739,1065.93536996
2299,20.4256450581,22.0791615083,19.7899885323,20.6902154023,22.577047819,21.187363339,23.7896756114,-6.7,0.0,88083.0725133,22.582289979,22.1318029583,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.56627650806,1065.93381191
2300,20.4170592306,22.0668238142,19.7890379106,20.6774458695,22.5674499962,21.1773852109,23.789742422,-6.7,0.0,88083.0725133,22.5742639656,22.1237314866,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.55761541932,1079.01273481
2301,20.4086920573,22.0552905516,19.7907104667,20.6654769202,22.5586878384,21.1680054968,23.789763273,-6.7,0.0,88083.0725133,22.5669874933,22.117058238,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.5499348427,1092.00990341
2302,20.4005567537,22.044573349,19.7899381071,20.6542300157,22.5507170948,21.159157197,23.7897683584,-6.7,0.0,88083.0725133,22.5602528152,22.1115869316,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.54323040936,1092.0045947
2303,20.392641186,22.0345638221,19.789702259,20.6436086582,22.5434106384,21.1506925934,23.7897673287,-6.7,0.0,88083.0725133,22.5540368377,22.1071207003,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,6.53718643252,1104.91282375
2304,20.3841546313,22.0317854195,20.0325142681,20.6264447535,22.5704913928,21.2457035214,24.0073413004,-6.74166666667,0.0,86999.6889532,22.5575138835,22.1026904822,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.0928009198,1732.90486608
2305,20.3664759789,22.0204534159,20.0411760306,20.5927655231,22.6061082025,21.3636575294,24.0354705665,-6.78333333333,0.0,86999.6889532,22.5953453901,22.0922209493,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.07486728413,1407.66354444
2306,20.3509490024,22.007983686,20.0413963449,20.5634870486,22.6285023802,21.4239862255,24.0392951137,-6.825,0.0,86999.6889532,22.6128059928,22.0818843231,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.0631556293,1401.44623363
2307,20.3398940455,21.9972472496,20.040058445,20.5429313561,22.6372689684,21.4360279195,24.0396098981,-6.86666666667,0.0,86999.6889532,22.6171277219,22.0735220266,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.05865914655,1323.14785507
2308,20.3320605897,21.9884976001,20.0392657465,20.528744789,22.638393144,21.4301147078,24.0397262067,-6.90833333333,0.0,86999.6889532,22.6142311496,22.0670524599,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.05048327207,1323.15702728
2309,20.3258198078,21.9811052864,20.0407403307,20.5178065481,22.636933411,21.4249590656,24.0397737922,-6.95,0.0,86999.6889532,22.6105560761,22.061918381,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.04311562561,1328.86472089
2310,20.3202607734,21.9745256001,20.0399428028,20.5083184525,22.635235255,21.4244184175,24.0397862085,-6.99166666667,0.0,86999.6889532,22.6076305884,22.057660485,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.03659616059,1323.15892055
2311,20.3150879678,21.9685010779,20.0414813707,20.4996437316,22.6338343521,21.4259164283,24.0397819156,-7.03333333333,0.0,86999.6889532,22.6054829525,22.0540114124,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.03088574302,1334.55474337
2312,20.3102705576,21.9629526238,20.0389059056,20.4916640773,22.6326194549,21.4269578704,24.0397733209,-7.075,0.0,86999.6889532,22.6033745689,22.0508292091,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.02585182824,1323.16030393
2313,20.3058221545,21.9578550735,20.0424332003,20.4843667091,22.6314445797,21.4268740413,24.0397657679,-7.11666666667,0.0,86999.6889532,22.6015237539,22.0480293055,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.0213874929,1345.88010191
2314,20.3017321839,21.9531802102,20.0410435327,20.4777091347,22.6302747641,21.4260609638,24.0397598456,-7.15833333333,0.0,86999.6889532,22.5995010338,22.0455484308,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.01740467132,1328.8686444
2315,20.2979696373,21.9488896682,20.0424147023,20.4716194558,22.6291423485,21.4250145852,24.0397547178,-7.2,0.0,86999.6889532,22.5976949935,22.0433336408,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,6.01383111371,1345.88200803
2316,20.2906558043,21.9318323686,20.0598287395,20.4579989887,22.6172472129,21.4158122878,24.0540075423,-7.25,0.0,82878.9487084,22.549263699,22.0317406645,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.8357209281,1423.51603882
2317,20.28176963,21.9106045959,20.0599103941,20.4411353318,22.6014512617,21.4050888211,24.0581301125,-7.3,0.0,82878.9487084,22.5365216585,22.0158802194,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.82475597561,1379.4495515
2318,20.2732628292,21.8926862595,20.0593020887,20.4254923033,22.587840597,21.3964956485,24.0592977589,-7.35,0.0,82878.9487084,22.5248314553,22.0011334278,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.81464009138,1412.3801048
2319,20.2657546966,21.8796926114,20.0622953878,20.4124783001,22.5779830055,21.390047633,24.0596162668,-7.4,0.0,82878.9487084,22.5163242138,21.9895787065,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.80749846175,1423.21902083
2320,20.2590677894,21.8701256655,20.0596707755,20.401637902,22.5709156321,21.3845131494,24.059696868,-7.45,0.0,82878.9487084,22.5094595987,21.9810496145,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.80120639247,1412.37625766
2321,20.2528647584,21.8622073137,20.0603882186,20.39212586,22.5653058468,21.3790485389,24.0597137685,-7.5,0.0,82878.9487084,22.5037329302,21.9746735319,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.79560289867,1433.99524812
2322,20.2469230855,21.8549329168,20.0607822885,20.3833581616,22.5603274104,21.373452055,24.0597145113,-7.55,0.0,82878.9487084,22.4984730253,21.9696754816,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.79057324824,1433.9952562
2323,20.2411526202,21.8479739875,20.0620731332,20.3750645361,22.5556586527,21.3678257483,24.059711363,-7.6,0.0,82878.9487084,22.4935472251,21.9655667215,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.78602386199,1444.70628488
2324,20.2355331136,21.841301702,20.0611183432,20.3671494497,22.5512296491,21.3622809187,24.0597074145,-7.65,0.0,82878.9487084,22.4887824979,21.962075906,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.78188009275,1444.70637827
2325,20.2300636949,21.8349386269,20.0609732003,20.3595757793,22.5470344634,21.3568490344,24.0597035096,-7.7,0.0,82878.9487084,22.4842961892,21.959047942,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.77808129335,1455.35258089
2326,20.2247418601,21.8288781904,20.0592957763,20.3523139973,22.5430589905,21.3515107798,24.0596998992,-7.75,0.0,82878.9487084,22.4799645617,21.9563800559,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.77457756955,1455.3526921
2327,20.2195605441,21.8230890069,20.0589967591,20.3453323301,22.5392749472,21.3462397215,24.0596966295,-7.8,0.0,82878.9487084,22.4758812447,21.9539952553,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,5.77132753016,1465.93462512
2328,20.4315952792,21.8089189303,20.4886770082,20.5247616122,22.5283960444,21.3377258776,24.4669140086,-7.84166666667,0.0,78758.2084636,22.4753695575,21.9444914022,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.46199048546,4796.36253633
2329,20.5000248249,21.7876999212,20.499526357,20.5661588939,22.5116914256,21.3247224695,24.4974408777,-7.88333333333,0.0,78758.2084636,22.4998968231,21.9295748567,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.54092259162,1419.71143231
2330,20.4997515283,21.7672259765,20.5019867248,20.5017674839,22.4953351053,21.311661816,24.4991798624,-7.925,0.0,78758.2084636,22.4600498345,21.9145637487,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.46718638742,2245.73289788
2331,20.4996572505,21.7516571296,20.4996774627,20.4996984454,22.4828531507,21.3017565055,24.499571564,-7.96666666667,0.0,78758.2084636,22.4543613141,21.9024805071,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.47608907693,2632.098325
2332,20.4998734273,21.7404030686,20.5004229201,20.4996091477,22.4738761757,21.2941294699,24.4996483736,-8.00833333333,0.0,78758.2084636,22.4468553212,21.8935484741,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.47327944252,2337.66529308
2333,20.5001151978,21.7315644864,20.4997617117,20.499978575,22.4669477147,21.2872808944,24.4996594488,-8.05,0.0,78758.2084636,22.440296679,21.8869266025,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.46968047169,2386.38361501
2334,20.5001174428,21.7237487851,20.5004861249,20.4999782291,22.460952531,21.2804461433,24.4996582366,-8.09166666667,0.0,78758.2084636,22.4344089724,21.8817563186,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.46632433472,2398.52719466
2335,20.4997649991,21.7163531409,20.5007560588,20.500161266,22.4553687573,21.2735330467,24.4996553249,-8.13333333333,0.0,78758.2084636,22.428797733,21.8774774761,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.46318312513,2406.35177958
2336,20.5002269074,21.7092379121,20.5022668698,20.500248654,22.4500434231,21.2666772526,24.4996524851,-8.175,0.0,78758.2084636,22.4234738477,21.8737871805,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.46023190944,2422.34675077
2337,20.4995886155,21.7024059443,20.5025095929,20.5000457029,22.444953056,21.2599709374,24.4996499326,-8.21666666667,0.0,78758.2084636,22.4182924412,21.8705254532,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.45744698332,2422.27545359
2338,20.4997819234,21.6958565916,20.5004451706,20.499562619,22.4400856056,21.2534181398,24.4996476864,-8.25833333333,0.0,78758.2084636,22.4132153432,21.8675947158,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.45480757061,2432.03574874
2339,20.4995790736,21.6895620931,20.5024309095,20.4995457226,22.4354143096,21.2469839427,24.4996457339,-8.3,0.0,78758.2084636,22.4085075869,21.8649242711,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,5.45229580128,2453.93948062
2340,20.6955914833,21.6869144096,20.8213385351,20.7156889379,22.4334266323,21.2432628377,24.7657152806,-8.39166666667,0.0,78758.2084636,22.4320381549,21.8641586335,20.83,20.83,20.83,20.83,20.83,20.83,20.83,20.83,5.35297572533,5798.04956253
