,t11,t12,t13,t14,t15,t16,t17,t18
470,22.6421768277,21.0404959281,23.0474404894,20.3422352251,21.5050293183,23.6389890175,22.9442928426,23.0474404894
471,22.6432964817,21.0450379037,23.0522704959,20.3453084669,21.5062728998,23.6389561353,22.9534164655,23.0522704959
472,22.6446400103,21.0495331357,23.0572502295,20.348504498,21.5079970808,23.6389279593,22.9630542187,23.0572502295
473,22.6461605003,21.053984062,23.0622464327,20.3514210106,21.5101160488,23.6389040349,22.9712329298,23.0622464327
474,22.6478304564,21.0584012391,23.0672159196,20.3540717007,21.5125746873,23.6388833183,22.9779847458,23.0672159196
475,22.6496547791,21.0628351801,23.0722280879,20.3566329424,21.5153575449,23.6388654836,22.984060855,23.0722280879
476,22.5929760689,21.0464452794,22.9998492074,20.2858125833,21.4726651338,23.6035343878,22.9443495865,22.9998492074
477,22.5133984518,21.0217760624,22.9017097931,20.1997356623,21.4105133893,23.5558117299,22.9006633977,22.9017097931
478,22.4447791639,21.0009171584,22.8251387989,20.1420868161,21.3562106743,23.5188167307,22.8799745013,22.8251387989
479,22.3960294813,20.9861572549,22.7775221492,20.1106214799,21.3169730628,23.4944437371,22.8731878022,22.7775221492
480,22.3638874509,20.9760600568,22.750069247,20.0931451731,21.2901035328,23.4792398859,22.8712944217,22.750069247
481,22.342178006,20.9684570434,22.7321856662,20.0798166528,21.2705773371,23.4687842777,22.8689970818,22.7321856662
482,22.3263958331,20.9619970931,22.7178471694,20.0669987801,21.2549048836,23.4605273707,22.8655814742,22.7178471694
483,22.3141337906,20.9561271468,22.7048877578,20.0544956218,21.2414168296,23.4534894628,22.8619622382,22.7048877578
484,22.3042722353,20.9507115827,22.6929771706,20.0428990679,21.2294947899,23.4474461617,22.8589013735,22.6929771706
485,22.296252291,20.9457395046,22.6822060847,20.0324789751,21.2189034156,23.4423560388,22.8565888488,22.6822060847
486,22.2897007297,20.9412023671,22.6725692439,20.0231401103,21.2094826091,23.4381486608,22.8548875537,22.6725692439
487,22.2843133923,20.9370734031,22.6639395193,20.0146699564,21.2010746856,23.4347119058,22.8536179004,22.6639395193
488,22.2655188188,20.9294932413,22.637262972,19.9893706962,21.1843721886,23.4149118534,22.841280763,22.637262972
489,22.230011159,20.9145119058,22.5904050942,19.9475794691,21.1517371469,23.3808900339,22.8227869131,22.5904050942
490,22.1978739793,20.9010577662,22.5526916308,19.9160404948,21.1228276143,23.3536970608,22.8102843489,22.5526916308
491,22.1740187237,20.8910090175,22.5285995766,19.8970355198,21.1018794264,23.3368196437,22.8041779866,22.5285995766
492,22.1574048095,20.8834241768,22.5132766231,19.8846718405,21.086841546,23.3268978441,22.8010027553,22.5132766231
493,22.1455602672,20.877060232,22.5016050117,19.881264953,21.074885089,23.3201969828,22.7983103219,22.5016050117
494,22.1365573721,20.8712116837,22.4909852955,19.881276919,21.064339381,23.3146587937,22.7953444337,22.4909852955
495,22.1293116017,20.8656563818,22.4807790447,19.8810769662,21.0545982978,23.3096357546,22.7923059147,22.4807790447
496,22.1232845618,20.8603866872,22.4711039079,19.8800422012,21.0455459789,23.3050916579,22.7895239354,22.4711039079
497,22.1181880648,20.855432273,22.4621261068,19.881014411,21.03717389,23.3010863604,22.7871308653,22.4621261068
498,22.1138271266,20.8508008863,22.4538734943,19.8805580333,21.029448863,23.2976125551,22.7850949295,22.4538734943
499,22.1100476967,20.8464790173,22.4462818249,19.8816683258,21.0223087716,23.2946071788,22.7833378935,22.4462818249
500,22.0970279389,20.8391484388,22.4265956658,19.870544997,21.0082191384,23.2818218433,22.7755731115,22.4265956658
501,22.0802012067,20.8309920164,22.40365765,19.8707807571,20.9916651208,23.2665007903,22.7690834711,22.40365765
502,22.0648909371,20.8237236668,22.3845306906,19.8698724559,20.9768351829,23.2541783222,22.7660204334,22.3845306906
503,22.0530557312,20.8178095064,22.3707562312,19.8703811176,20.96500099,23.2462073404,22.7658756005,22.3707562312
504,22.0443437025,20.8129551846,22.360749963,19.8706178126,20.9556032682,23.2414048777,22.7670522752,22.360749963
505,22.0377733409,20.8087715679,22.352706049,19.8698081624,20.9477517598,23.2383464849,22.768640424,22.352706049
506,22.0325038898,20.8049892204,22.3455335257,19.8702913128,20.9408070138,23.2360880567,22.7702828702,22.3455335257
507,22.0280778334,20.8015231292,22.3389359066,19.8710526453,20.9345076903,23.2343425085,22.7722030694,22.3389359066
508,22.0242245357,20.7983261622,22.3328212685,19.8691855352,20.9287192788,23.2329768855,22.774411808,22.3328212685
509,22.0208035181,20.7953850316,22.3271928244,19.8706889235,20.9233830666,23.2319778971,22.7769547178,22.3271928244
510,22.0177246146,20.7926891423,22.3220343378,19.8694955123,20.9184567233,23.2313272051,22.7798169299,22.3220343378
511,22.0149128486,20.7902199231,22.3172915064,19.8712072285,20.9138938214,23.2309693862,22.782918094,22.3172915064
512,22.0051098786,20.7863523534,22.3037605434,20.3530460333,20.9053330246,23.2215124517,22.7782009111,22.3037605434
513,21.9898435037,20.7802199445,22.2840379975,20.3817030419,20.8917886638,23.2079670015,22.7728610377,22.2840379975
514,21.9745422566,20.7737809418,22.2657597057,20.3177719599,20.87782985,23.1961855983,22.7701150769,22.2657597057
515,21.9622761186,20.7684221998,22.2526864113,20.3115968253,20.8663602203,23.1885831668,22.7704014692,22.2526864113
516,21.953225761,20.7642480994,22.2440422994,20.3114890102,20.8575547971,23.1842321699,22.7718619078,22.2440422994
517,21.9464853735,20.7608892107,22.237887382,20.3106534209,20.8505738714,23.1816184549,22.7732890225,22.237887382
518,21.9411571253,20.7580002348,22.2328327732,20.3096190891,20.8446370611,23.1797556881,22.774438088,22.2328327732
519,21.936671708,20.7553939666,22.2282763715,20.309526339,20.8393091273,23.178239364,22.7754911623,22.2282763715
520,21.9327336693,20.7530009063,22.2240709072,20.3104922701,20.8344116168,23.176972946,22.7766290564,22.2240709072
521,21.9291947484,20.7508022388,22.2202101327,20.3120519396,20.8298798842,23.1759476615,22.7779079335,22.2202101327
522,21.9259672742,20.7487901722,22.2166870834,20.3103440479,20.8256791187,23.1751512122,22.7793043552,22.2166870834
523,21.9229875334,20.7469550961,22.2134705626,20.311328683,20.8217766933,23.1745556741,22.780780865,22.2134705626
524,21.9197587892,20.744790107,22.2094134387,20.1847968,20.8175525508,23.1726684819,22.7791608159,22.2094134387
525,21.9174439885,20.7431789362,22.2071278589,20.1713820275,20.8141272292,23.1727220394,22.7812835845,22.2071278589
526,21.9150314902,20.7413535143,22.2042831556,20.1691960078,20.8105041986,23.1719041337,22.7810578493,22.2042831556
527,21.9126291857,20.7394752199,22.2012497642,20.1712899724,20.8068677996,23.1707100817,22.7798605338,22.2012497642
528,21.9103365483,20.7376762876,22.1983445544,20.1721463546,20.8033692431,23.1695662294,22.7787930248,22.1983445544
529,21.9081181616,20.7359534936,22.1955278796,20.1703212623,20.7999938961,23.1684443877,22.7777824246,22.1955278796
530,21.9059565606,20.7343024219,22.1927841645,20.1703474733,20.7967305017,23.1673301838,22.7767289118,22.1927841645
531,21.9038577682,20.7327303226,22.1901424272,20.1705106411,20.7935850205,23.1662590381,22.7756610408,22.1901424272
532,21.9018004262,20.7312208864,22.1875658504,20.1692857416,20.7905344476,23.1651855628,22.7744737713,22.1875658504
533,21.8997963036,20.7297833484,22.1850896025,20.1702419616,20.787588617,23.1641554448,22.7732763349,22.1850896025
534,21.8978369086,20.7284102661,22.1826983365,20.1710339828,20.7847364223,23.1631540703,22.7720461259,22.1826983365
535,21.8959136108,20.7270938621,22.1803756862,20.1701437212,20.7819666359,23.1621654356,22.7707579796,22.1803756862
536,21.89426126,20.726138992,22.178750619,20.4230406841,20.7796313541,23.1620527632,22.7713780003,22.178750619
537,21.8923903031,20.7251997898,22.1767580707,20.4466358459,20.777276834,23.1615329662,22.77116278,22.1767580707
538,21.8904467509,20.7243685828,22.1747815925,20.4492120564,20.7750323645,23.1610151667,22.7710209853,22.1747815925
539,21.8885780068,20.7237143719,22.1731611426,20.4518959366,20.7729983847,23.1608501661,22.7716198095,22.1731611426
540,21.8867855229,20.7231981371,22.1718619682,20.4513424708,20.771132108,23.1609664614,22.7726786133,22.1718619682
541,21.8850405772,20.722774146,22.1707702289,20.4502444088,20.7693785269,23.1612293334,22.7738591701,22.1707702289
542,21.8833229315,20.7224167007,22.1698025953,20.4503630542,20.7677061776,23.1615567775,22.7750231027,22.1698025953
543,21.8816248849,20.7221161679,22.168918216,20.4517163828,20.7661031376,23.1619199337,22.7761749989,22.168918216
544,21.8799451199,20.7218696138,22.168100293,20.4504373579,20.7645656875,23.1623145507,22.7773537666,22.168100293
545,21.8782840435,20.7216752005,22.1673403831,20.451816554,20.7630914702,23.1627411111,22.7785793647,22.1673403831
546,21.8766416372,20.7215305004,22.1666314823,20.4516537992,20.7616774504,23.1631980952,22.7798500427,22.1666314823
547,21.8750174234,20.7214326194,22.1659669231,20.4508558145,20.7603200792,23.1636821343,22.7811560881,22.1659669231
548,21.8927163077,20.7281767496,22.1906925063,20.4767665791,20.7741271747,23.1847716219,22.7961166472,22.1906925063
549,21.9187855062,20.7377039023,22.2238195102,20.4801590454,20.7944244453,23.2129312229,22.8123479722,22.2238195102
550,21.9422381285,20.7462677863,22.2504594929,20.4799011109,20.8124126787,23.2360983911,22.8230416561,22.2504594929
551,21.9593441877,20.7528440489,22.2674819331,20.4793343161,20.825441963,23.2514626452,22.8287836744,22.2674819331
552,21.9708323812,20.7579101188,22.2778784358,20.4806191289,20.8344829328,23.2611763581,22.8323902099,22.2778784358
553,21.9785750175,20.7621856039,22.2851775184,20.480314428,20.8412178908,23.2680086632,22.83573798,22.2851775184
554,21.9840553664,20.7661288899,22.2913846625,20.4801015312,20.8468008309,23.2736403292,22.8392729883,22.2913846625
555,21.9881050526,20.7699104529,22.2971297012,20.4810196431,20.8517474484,23.2786650504,22.8426750149,22.2971297012
556,21.9912338678,20.7736314581,22.302649399,20.4798886229,20.8563187414,23.2834294077,22.8461389807,22.302649399
557,21.9936474686,20.7772508189,22.3077946413,20.4819806645,20.86052929,23.2878279585,22.8493629124,22.3077946413
558,21.9955038723,20.7807659149,22.3125606888,20.4793260212,20.864422441,23.2918756757,22.8523515534,22.3125606888
559,21.9969216904,20.7841856251,22.3169930211,20.482048475,20.868047889,23.2956158059,22.8551304517,22.3169930211
560,22.004392677,20.7976833929,22.3182792454,20.4414919529,20.8972545504,23.2421511018,22.6777704617,22.3182792454
561,22.0202525622,20.8221491943,22.327500962,20.4405780379,20.9485373377,23.1673742437,22.4520893203,22.327500962
562,22.0356492256,20.8432008634,22.3395184984,20.4408614914,20.992085433,23.1181049079,22.3311324865,22.3395184984
563,22.0478322548,20.8581545772,22.3514052625,20.4409818079,21.0221731944,23.0968841218,22.3009816907,22.3514052625
564,22.0568943587,20.8686813432,22.3618589552,20.4414614608,21.0423969809,23.0916430143,22.3056333774,22.3618589552
565,22.0638368136,20.8769733187,22.3709761118,20.4392577658,21.0574693658,23.0920785357,22.3099262634,22.3709761118
566,22.0694463128,20.8842714519,22.3790798244,20.4400247026,21.0701425733,23.0932776432,22.3056328366,22.3790798244
567,22.0741917575,20.8910420791,22.3864778425,20.4391450478,21.0815020567,23.0941234189,22.2969760476,22.3864778425
568,22.0783022684,20.8973804523,22.3933134574,20.4407014478,21.0918311272,23.0947991928,22.2885068205,22.3933134574
569,22.0818948989,20.9032938417,22.3996333576,20.4396470675,21.1012068232,23.0955468424,22.2816623784,22.3996333576
570,22.085052152,20.9087983788,22.4054652223,20.4404319076,21.109706023,23.0964117059,22.2759778361,22.4054652223
571,22.0878644179,20.9139523925,22.4108855364,20.4418773591,21.1174672472,23.0973556158,22.2707450965,22.4108855364
572,22.0645083693,20.9219109565,22.3655230654,20.498448716,21.1339985905,22.9777300395,21.9735971469,22.3655230654
573,22.0284137864,20.9380584281,22.3038141068,20.5005491431,21.1661073031,22.800368793,21.5931262038,22.3038141068
574,22.0004759531,20.9526221408,22.2647861212,20.5007900994,21.1945930367,22.6760799168,21.3858207947,22.2647861212
575,21.9839979695,20.9634007687,22.2492628994,20.4998455704,21.2152400357,22.613678453,21.3255231995,22.2492628994
576,21.9756405942,20.971158164,22.2461562456,20.5004203672,21.2298110902,22.5912830101,21.3342821226,22.2461562456
577,21.9716193899,20.9771900096,22.2467045912,20.4994159089,21.2410046679,22.5841464252,21.347374563,22.2467045912
578,21.9696022895,20.9823158193,22.2472553847,20.4999741118,21.2504888452,22.579207941,21.3442088118,22.2472553847
579,21.9685569588,20.9868971797,22.2473052292,20.5002531996,21.2589686413,22.5733322721,21.3306448714,22.2473052292
580,21.9681098178,20.9910658739,22.24727157,20.5021425806,21.2666763455,22.5672695517,21.3161069749,22.24727157
581,21.9681064116,20.9948845737,22.2474580046,20.4999999389,21.2737097191,22.5620249886,21.3016667862,22.2474580046
582,21.9684365823,20.9984069487,22.2479026682,20.5013710314,21.2801572134,22.5569619672,21.2888977909,22.2479026682
583,21.9690003029,21.0016805673,22.2485157209,20.5000505642,21.2861082565,22.5523327291,21.2785659164,22.2485157209
584,21.9511289319,21.000125299,22.2247292972,20.9970118871,21.2739279609,22.5313414928,21.2623666113,22.2247292972
585,21.9245677095,21.0001087417,22.1917959032,21.0022867529,21.2564962531,22.5005155155,21.2385249051,22.1917959032
586,21.9005137366,21.0002650125,22.1648173137,20.9995904995,21.242297442,22.4728110861,21.2165624595,22.1648173137
587,21.8832781631,21.0001658368,22.1478882826,21.0005003751,21.2332224729,22.4532493649,21.2006814893,22.1478882826
588,21.872071698,20.9997458115,22.1380411616,20.9999068613,21.2278026618,22.4402272002,21.1891352678,22.1380411616
589,21.8647381016,21.0000059203,22.1315364891,21.0019774116,21.2242739505,22.4308053488,21.179455271,22.1315364891
590,21.859568208,20.999963134,22.126214863,21.0008235368,21.2215831796,22.4231025236,21.1682396381,22.126214863
591,21.8556223794,20.9999333197,22.1213560697,20.9991790131,21.2193090651,22.4163505228,21.1569039756,22.1213560697
592,21.8524610295,20.9997770601,22.1168779427,20.9993244809,21.2173325993,22.4096212543,21.1472263805,22.1168779427
593,21.8498726303,21.0003086772,22.1128153901,21.0014648471,21.2156173052,22.4031810099,21.1395111618,22.1128153901
594,21.8477280842,21.0000360655,22.1091569242,21.002065428,21.2141304586,22.3980611082,21.1358155474,22.1091569242
595,21.8459286561,21.0000440582,22.1058573056,21.0026927974,21.2128369604,22.3939194329,21.1335159595,22.1058573056
596,21.818010547,20.9941087356,22.0577782247,20.6404281128,21.2128100254,22.2976462541,20.9180469609,22.0577782247
597,21.77852453,20.9861507563,21.9962535152,20.5025772533,21.2128108093,22.1719298326,20.6772541824,21.9962535152
598,21.7425724834,20.9787794083,21.9463065309,20.5015384509,21.2117887265,22.0697115667,20.5204595937,21.9463065309
599,21.7168630701,20.9735129988,21.915714404,20.4998395237,21.2106527912,22.0059787463,20.5050514676,21.915714404
600,21.7003033391,20.9699401943,21.8985779343,20.5003061031,21.209665385,21.970072601,20.5023007771,21.8985779343
601,21.6895125722,20.9671357009,21.887274213,20.5012901838,21.2086612319,21.9479188163,20.501809852,21.887274213
602,21.6818562548,20.9645254086,21.8776081046,20.5021419286,21.2075411287,21.9312180375,20.4997869883,21.8776081046
603,21.675900685,20.9619051748,21.8683129976,20.5001929092,21.206298892,21.9168649985,20.5011571844,21.8683129976
604,21.6710057672,20.9592715169,21.8593972545,20.5012267613,21.2049835343,21.9042016166,20.5004293799,21.8593972545
605,21.6668909856,20.9566843292,21.8510808841,20.5017718199,21.2036626852,21.8931646014,20.4998199284,21.8510808841
606,21.663379509,20.9541871772,21.8434157432,20.4997432626,21.2023809364,21.8835864205,20.5013874577,21.8434157432
607,21.6603552376,20.9518240971,21.8364046308,20.5014797979,21.2011842357,21.8752861776,20.501751249,21.8364046308
608,21.6281199724,20.9388566153,21.7906573772,20.2298641392,21.1768274915,21.8360055652,20.4232013009,21.7906573772
609,21.5847297148,20.9221745111,21.7346050932,20.2037945121,21.1432445226,21.7892719345,20.3417070131,21.7346050932
610,21.5455995655,20.9062071586,21.6870692815,20.200101198,21.1120587231,21.7484924305,20.2879838993,21.6870692815
611,21.517694529,20.8934334658,21.6547331422,20.2006892218,21.088506372,21.7200692613,20.2648715304,21.6547331422
612,21.4992723512,20.8831822241,21.6326036308,20.2011414922,21.071254796,21.7002905288,20.2553978611,21.6326036308
613,21.4865757427,20.8742739617,21.6149882645,20.1995560463,21.0576744976,21.6847185218,20.2480118024,21.6149882645
614,21.4768372104,20.8659590339,21.5989069075,20.1990345738,21.0459492983,21.6707381342,20.2388739129,21.5989069075
615,21.4686786037,20.8579603051,21.5835750998,20.2010446615,21.0352631591,21.6575161823,20.228604765,21.5835750998
616,21.4615225211,20.8502074573,21.5689757553,20.1989953311,21.0253145392,21.6449367207,20.2184431313,21.5689757553
617,21.4551644501,20.8427232742,21.5552494383,20.200350501,21.016028227,21.6331137038,20.2090643113,21.5552494383
618,21.4494600637,20.8355109567,21.5423750584,20.1992662238,21.0073362904,21.6220388599,20.2004839867,21.5423750584
619,21.4442691023,20.8285495218,21.5302324661,20.1990652355,20.9991526218,21.6116084975,20.2014707087,21.5302324661
620,21.440040773,20.8224439135,21.5200981613,20.461385543,20.9921550272,21.6032403266,20.4551322668,21.5200981613
621,21.4356658357,20.8164053452,21.5096034455,20.4886378184,20.9852918487,21.5940250378,20.4878779339,21.5096034455
622,21.430724893,20.8100882383,21.49803001,20.4904247094,20.978109134,21.583089385,20.4924870822,21.49803001
623,21.4266404115,20.8045970811,21.488689769,20.4910202101,20.9720057845,21.5744708265,20.4919731055,21.488689769
624,21.4227975209,20.7994024914,21.480081153,20.4905623789,20.9663048685,21.5663851093,20.4906621602,21.480081153
625,21.4191365883,20.7944403348,21.4720212852,20.4906212647,20.9609214752,21.5586736637,20.4900819828,21.4720212852
626,21.4156184285,20.7896745208,21.4643955573,20.4911202648,20.955804351,21.5512050841,20.4927145814,21.4643955573
627,21.4122253211,20.7850900089,21.4571456752,20.4915453709,20.9509282088,21.5439249964,20.4913535002,21.4571456752
628,21.4089399659,20.7806723278,21.4502172174,20.4915670721,20.9462690543,21.5368036734,20.4906340388,21.4502172174
629,21.4057515316,20.776410925,21.4435721829,20.4911440877,20.9418090044,21.5298345025,20.4897375914,21.4435721829
630,21.4026526073,20.7722974001,21.437183479,20.4903688805,20.9375339798,21.5230163948,20.4911173634,21.437183479
631,21.3996365634,20.7683233771,21.4310274436,20.492098206,20.9334307517,21.5163435653,20.491714018,21.4310274436
632,21.398523245,20.7670498898,21.4286766173,20.2449151855,20.9321333966,21.5138941411,20.3748676751,21.4286766173
633,21.396682031,20.764880782,21.4250463717,20.1708250604,20.9300139736,21.5103402337,20.2502659557,21.4250463717
634,21.3933385219,20.7612360771,21.4184617638,20.1709085007,20.9262960486,21.5035846681,20.1814228592,21.4184617638
635,21.3896090719,20.7573550481,21.4113442563,20.1691816671,20.9223101396,21.4963116464,20.1723716225,21.4113442563
636,21.3862596291,20.7540226577,21.4051999426,20.1695174512,20.9189212774,21.4902204243,20.1704808779,21.4051999426
637,21.3832842393,20.7512304653,21.3998224323,20.1703553391,20.9161058513,21.4850496065,20.1708852512,21.3998224323
638,21.3805404001,20.7487984886,21.3948317314,20.1695269559,20.9136704493,21.4800450436,20.1723053751,21.3948317314
639,21.3779328606,20.746588228,21.3900309898,20.1696691735,20.911470795,21.4748235403,20.1702684374,21.3900309898
640,21.3754017273,20.7445195791,21.3853413333,20.1719241033,20.9094239525,21.4693341315,20.1723231164,21.3853413333
641,21.3729049689,20.7425453837,21.3807146598,20.1695939476,20.9074788175,21.4636269364,20.1727217393,21.3807146598
642,21.3704344835,20.7406509449,21.3761529297,20.1700553,20.9056201873,21.4577959099,20.1726628251,21.3761529297
643,21.3679912319,20.7388290632,21.3716582858,20.1705483627,20.9038406565,21.4518997387,20.1695676791,21.3716582858
644,21.3656928369,20.7367122707,21.3670973789,19.9392657057,20.9017978909,21.4459151347,20.129548909,21.3670973789
645,21.3631208667,20.73380754,21.3614211182,19.7965037661,20.8989032376,21.4386133023,20.0823228499,21.3614211182
646,21.3607448974,20.7305971408,21.3557823583,19.7819551253,20.8957368337,21.4314203532,20.0502338292,21.3557823583
647,21.358292591,20.7270267093,21.3496054269,19.780152028,20.8921810272,21.4236877106,20.0307000205,21.3496054269
648,21.3558987189,20.7233315217,21.3432437869,19.7803906694,20.88850184,21.4158832841,20.017023625,21.3432437869
649,21.3535752791,20.7195899176,21.3367699272,19.781756612,20.8847835744,21.4080846196,20.0041787977,21.3367699272
650,21.3512980622,20.7158114645,21.3301896961,19.7815373064,20.8810338537,21.4001954039,19.9903790051,21.3301896961
651,21.3490464248,20.7119904001,21.3235215821,19.7792872803,20.8772448915,21.3921571243,19.9757761721,21.3235215821
652,21.3468111024,20.7081244512,21.3167982678,19.7792819198,20.8734140304,21.3839800821,19.96091233,21.3167982678
653,21.344605516,20.7042281625,21.3100830437,19.7795804093,20.8695597435,21.3757425155,19.9461410679,21.3100830437
654,21.3424252403,20.7003012006,21.3033818499,19.7787053584,20.865681407,21.3674616352,19.9314388321,21.3033818499
655,21.3402483655,20.696328444,21.2966549521,19.7799291331,20.8617595706,21.3590970241,19.9166267609,21.2966549521
656,21.3380827844,20.692877098,21.2904256894,19.6629456756,20.858372639,21.3510564394,19.9022106143,21.2904256894
657,21.3360122724,20.6901884663,21.2849827611,19.6504671815,20.8557836976,21.34365288,19.888589331,21.2849827611
658,21.3336732568,20.6878305386,21.2793226757,19.6517225029,20.8534802889,21.3357776108,19.8735190669,21.2793226757
659,21.3314238866,20.6858861372,21.2740580915,19.6518764444,20.851623058,21.328298601,19.8590528781,21.2740580915
660,21.3292918184,20.6842275226,21.2690931015,19.6489876728,20.8500893788,21.3211664379,19.8451067652,21.2690931015
661,21.327219634,20.6827288091,21.264233334,19.6502895053,20.848739384,21.3141594335,19.8312003,21.264233334
662,21.3251630031,20.6813196797,21.2593818908,19.650790741,20.8474911757,21.307009755,19.8165415945,21.2593818908
663,21.323106962,20.6799725884,21.2545280523,19.6491582295,20.846311939,21.2996188608,19.8009091222,21.2545280523
664,21.3210423283,20.678671753,21.2496704477,19.6493851886,20.8451838336,21.2919892502,19.784485318,21.2496704477
665,21.3189843108,20.6774179551,21.2448400417,19.6495464759,20.8441081462,21.2842215122,19.7675727301,21.2448400417
666,21.3169411683,20.6762090378,21.2400463999,19.651552567,20.8430830831,21.2763776473,19.7503422626,21.2400463999
667,21.3149118556,20.675038533,21.2352806718,19.6493771878,20.8421020586,21.2684716427,19.7328392696,21.2352806718
668,21.327694168,20.6735419128,21.2559635598,19.6400311309,20.840810614,21.3127211195,19.8298075463,21.2559635598
669,21.3453936956,20.6715461428,21.2825796984,19.6400347088,20.8390053155,21.3706594191,19.9400285931,21.2825796984
670,21.3596184693,20.6691831694,21.3005856799,19.640700567,20.8367962532,21.412555449,20.0006209258,21.3005856799
671,21.3683049138,20.6666987237,21.3081999296,19.6392075888,20.8344251756,21.4336831237,20.0146832213,21.3081999296
672,21.3727678344,20.664271582,21.3093765642,19.6393601545,20.8320708267,21.4414890592,20.0073457725,21.3093765642
673,21.3748393025,20.6619814067,21.3079520902,19.6394442486,20.8298149002,21.4431091894,19.9961191461,21.3079520902
674,21.3757276415,20.6598267787,21.3058488576,19.6415610871,20.8276587889,21.4422827851,19.9879643167,21.3058488576
675,21.3760103908,20.6577767173,21.3036012832,19.6397720564,20.8255792891,21.4403217966,19.9812935195,21.3036012832
676,21.3759129181,20.6557910172,21.3011934303,19.6387048961,20.8235453804,21.4374904131,19.973458501,21.3011934303
677,21.3755259586,20.6538298402,21.2985363189,19.6410728394,20.8215246308,21.4338714906,19.9637389188,21.2985363189
678,21.374918032,20.6518694102,21.2956309622,19.6400681246,20.8195008528,21.4296136931,19.9526640138,21.2956309622
679,21.3741384614,20.6498854814,21.2924999237,19.6396335464,20.817452987,21.4252955078,19.9408106743,21.2924999237
680,21.4019589997,20.6492995494,21.3408124656,19.4936879396,20.8168517858,21.5241929457,20.1619741895,21.3408124656
681,21.4406597858,20.6483617982,21.4019435195,19.3222856755,20.8159048061,21.6520436818,20.4079010567,21.4019435195
682,21.4744809126,20.6472258185,21.4479493165,19.2391467686,20.8147375127,21.7512018029,20.5597847737,21.4479493165
683,21.4977822399,20.6460141161,21.4727539815,19.2301695984,20.8133416995,21.8079128258,20.6150885354,21.4727539815
684,21.5123495017,20.6453050046,21.4841826239,19.2303419718,20.8123679223,21.8356570586,20.6231420806,21.4841826239
685,21.5214274063,20.6452202548,21.4899583745,19.229280325,20.8119700811,21.8494664751,20.6207765625,21.4899583745
686,21.5274404979,20.6456415504,21.4940958607,19.229666595,20.8120407973,21.8580416305,20.6212623079,21.4940958607
687,21.5317101703,20.6463997779,21.4977884959,19.229961665,20.8124182849,21.8650308824,20.6243273926,21.4977884959
688,21.5348739092,20.6473718382,21.5011175851,19.229425747,20.812991458,21.8709212692,20.6284413921,21.5011175851
689,21.53722543,20.6484562001,21.5039332964,19.2304702121,20.8136658852,21.875489821,20.6313945462,21.5039332964
690,21.5389527494,20.649588872,21.5062171433,19.2301565035,20.8143823947,21.8787777435,20.6323905488,21.5062171433
691,21.5402032478,20.6507273797,21.5080489555,19.229341832,20.8151041972,21.8810382824,20.6318013652,21.5080489555
692,21.5403226498,20.6509948339,21.5083184229,19.5795762617,20.8152017201,21.8811762367,20.630519466,21.5083184229
693,21.5397335577,20.650776585,21.5069381622,19.5651632895,20.8144529685,21.8791751178,20.6236489604,21.5069381622
694,21.5399819069,20.6512460347,21.5073716279,19.5610403081,20.8143877107,21.8787730494,20.6184007205,21.5073716279
695,21.5408889263,20.6521702657,21.5091794664,19.5596956723,20.8148956618,21.8789466844,20.6124661027,21.5091794664
696,21.5416011167,20.6528277968,21.510426375,19.5587136181,20.8151656073,21.8781751338,20.6048524682,21.510426375
697,21.5420182974,20.6531515367,21.5109716383,19.5592878605,20.8151262236,21.8769600769,20.5979283369,21.5109716383
698,21.542205181,20.653219267,21.5110275928,19.5616361594,20.8148500133,21.8756854661,20.5923839109,21.5110275928
699,21.5422259042,20.653100239,21.5107572883,19.561938684,20.8143977253,21.8744061573,20.5876910744,21.5107572883
700,21.5421544207,20.6528602559,21.5103128496,19.5592037512,20.8138369627,21.873144591,20.5834111011,21.5103128496
701,21.5420143128,20.6525183224,21.5097226901,19.5607972047,20.8131849689,21.8718382476,20.5792239363,21.5097226901
702,21.5418164338,20.652081899,21.5089869663,19.5593880129,20.8124485472,21.8704557691,20.5750549814,21.5089869663
703,21.541577962,20.6515640725,21.5081284084,19.5611970172,20.8116427121,21.8690204834,20.5709807029,21.5081284084
704,21.6047274448,20.6732800135,21.5910584396,19.9636297408,20.8608789515,21.9352550461,20.6093577478,21.5910584396
705,21.6991415898,20.7058952241,21.7069194893,19.954365573,20.9348849393,22.0302001869,20.6589244077,21.7069194893
706,21.7855554627,20.7357134111,21.8025348906,19.950113854,21.0024041214,22.1094073253,20.6903743014,21.8025348906
707,21.8516139668,20.7599917058,21.8688627761,19.9517723963,21.054657502,22.1666677731,20.7145779952,21.8688627761
708,21.8978607845,20.7786064279,21.9109000817,19.9509311722,21.0923931568,22.2035378446,20.728757716,21.9109000817
709,21.9309062446,20.7939474351,21.9405892352,19.9506638131,21.1212175255,22.229130489,20.7389773489,21.9405892352
710,21.9561514028,20.8077610686,21.9654383833,19.951929302,21.1453575508,22.2495706307,20.7482880079,21.9654383833
711,21.9768335487,20.8208711337,21.9883768208,19.9506437515,21.1669559597,22.2675622545,20.7573862077,21.9883768208
712,21.9940955636,20.8335169667,22.009942778,19.9515307917,21.1868288422,22.2838554359,20.7659492485,22.009942778
713,22.0085219424,20.8457465053,22.0301147254,19.9499470526,21.20529735,22.2986660899,20.7738121298,22.0301147254
