,t11,t12,t13,t14,t15,t16,t17,t18
187,22.681461374,20.8567711134,22.996162782,20.4190719409,21.2915865788,23.5508745692,22.5372286824,22.996162782
188,22.6284360057,20.8394229833,22.9273500267,20.7899457152,21.2505300187,23.4968209965,22.5046185522,22.9273500267
189,22.5508170244,20.8139454617,22.8314490305,20.7992137444,21.1889284724,23.4194380245,22.4623079013,22.8314490305
190,22.481047537,20.7999986035,22.7516949097,20.8008434105,21.1323263601,23.3538101981,22.4322836849,22.7516949097
191,22.4304358019,20.7997027036,22.7008992237,20.8000524403,21.0906409246,23.3113660233,22.4178741463,22.7008992237
192,22.39655367,20.7997082769,22.6711870094,20.8000340289,21.0617742347,23.2865059713,22.4108751821,22.6711870094
193,22.3735915524,20.7996786567,22.6520139469,20.7992292862,21.0407874313,23.2711185884,22.4055031951,22.6520139469
194,22.3569520829,20.7997915879,22.6368271766,20.8018527009,21.0239640297,23.259808409,22.3996872362,22.6368271766
195,22.3440750688,20.7998344745,22.6231777655,20.8012656768,21.0094612075,23.2503144892,22.39363953,22.6231777655
196,22.3337380304,20.7997773153,22.6106763021,20.8001007995,20.9965938129,23.2420837477,22.3880305148,22.6106763021
197,22.3253196476,20.7997379528,22.5994135277,20.8006752979,20.985110692,23.2350431279,22.3831231999,22.5994135277
198,22.3184187435,20.7998584679,22.5893877808,20.8006447423,20.9748545616,23.2291123329,22.3788500774,22.5893877808
199,22.3127198694,20.7998383198,22.5804655157,20.8014476601,20.9656725865,23.2241411441,22.3750568153,22.5804655157
200,22.2940024879,20.7760613171,22.5537137605,20.4876676634,20.9485042066,23.2039865245,22.3621036159,22.5537137605
201,22.2583256055,20.7372715846,22.5061275442,20.3834353034,20.9143619217,23.1680894576,22.3404169517,22.5061275442
202,22.2259696829,20.7056188727,22.4674687028,20.3806968614,20.8837005888,23.1388684209,22.324836404,22.4674687028
203,22.2018607005,20.684462186,22.4421065936,20.3804228015,20.8609079494,23.1199562566,22.3158947068,22.4421065936
204,22.1850284135,20.6703857261,22.4253296201,20.3804522804,20.8440048241,23.1081497637,22.3103957992,22.4253296201
205,22.1729731788,20.6595792219,22.4120076465,20.3789764842,20.8301085213,23.0995840258,22.3055775704,22.4120076465
206,22.1637603188,20.6499748181,22.399610784,20.3793357582,20.8175433461,23.0921799127,22.3006454988,22.399610784
207,22.1563092058,20.6409042463,22.3875822968,20.3803610341,20.8057300507,23.0853336578,22.2957799251,22.3875822968
208,22.1500836436,20.6322960067,22.3760858076,20.381224406,20.7945801427,23.0790494235,22.2913826913,22.3760858076
209,22.1447950553,20.6241875417,22.3653022292,20.3792524087,20.7841024041,23.0733841849,22.2875198865,22.3653022292
210,22.140250877,20.6165742393,22.3552682314,20.3799999371,20.7742758231,23.0683457058,22.2842138079,22.3552682314
211,22.1362921418,20.6094045651,22.3459088882,20.3802379762,20.7650383506,23.0638413219,22.2813240145,22.3459088882
212,22.1232341855,20.5994209638,22.3247365882,20.1269171811,20.7489906312,23.0496942971,22.2720230226,22.3247365882
213,22.1063669808,20.5886979124,22.3003011348,20.1018615458,20.730504122,23.032691613,22.2625502398,22.3003011348
214,22.0908173289,20.5788018258,22.2792504307,20.0998441399,20.713594052,23.0179400319,22.2546123009,22.2792504307
215,22.078755398,20.5703483784,22.2635686589,20.1021284399,20.6997319259,23.0074925747,22.2496014576,22.2635686589
216,22.0698673345,20.5630408031,22.2516759554,20.1016973649,20.6883629112,23.0002844045,22.2462237228,22.2516759554
217,22.0631409564,20.556441552,22.241658717,20.0991830713,20.6785430578,22.9947918338,22.2432484378,22.241658717
218,22.0577313905,20.5502675013,22.2324329024,20.0997613547,20.6696235551,22.9900621912,22.2402129775,22.2324329024
219,22.0531418624,20.5444014391,22.2236594307,20.0991324464,20.6613044228,22.9857389305,22.2371827633,22.2236594307
220,22.0491180829,20.5388103804,22.2153224684,20.1011439735,20.6534764391,22.9817551032,22.2343193067,22.2153224684
221,22.0455281932,20.5334873494,22.2074622552,20.1016557474,20.6460970496,22.9781200316,22.2317118575,22.2074622552
222,22.0422799005,20.5284185354,22.2000644371,20.1018050605,20.6391248115,22.974806521,22.2293203433,22.2000644371
223,22.0393126626,20.5235986066,22.1931092887,20.1000036898,20.6325351534,22.9717868586,22.2271077485,22.1931092887
224,22.0269347128,20.5157204763,22.1740007257,19.9909234219,20.618845668,22.9588920286,22.2186408281,22.1740007257
225,22.010590405,20.5068898545,22.1513705635,19.9808257463,20.6024626837,22.9430509268,22.2104743755,22.1513705635
226,21.9956367807,20.4988185121,22.1322307755,19.980463774,20.5875810265,22.9297716356,22.2049171675,22.1322307755
227,21.9841247016,20.492059123,22.1183257636,19.9812111655,20.5755832012,22.9207507976,22.2022790687,22.1183257636
228,21.9756631051,20.4863049719,22.1080131578,19.9816422283,20.565894728,22.9148010393,22.2010188461,22.1080131578
229,21.9692291682,20.4811441983,22.0994323391,19.9797449319,20.5576011291,22.9104500668,22.2000459963,22.0994323391
230,21.963999294,20.4763207618,22.0915565035,19.9816714918,20.5500879159,22.9067996247,22.1990615898,22.0915565035
231,21.95951144,20.4717426374,22.0840854063,19.9807099296,20.5430921971,22.9035425596,22.1981782918,22.0840854063
232,21.9555267514,20.4673801613,22.0769921404,19.9798413605,20.5365094848,22.9006032107,22.1975182407,22.0769921404
233,21.951919364,20.4632229873,22.070297156,19.9815280416,20.5302916623,22.8979750273,22.1971347659,22.070297156
234,21.9486054955,20.4592593273,22.0639835846,19.9798953219,20.5243999228,22.895631669,22.1969872095,22.0639835846
235,21.945521251,20.4554755925,22.058011359,19.9789217411,20.5187977477,22.8935313506,22.1970162613,22.058011359
236,21.9427243107,20.4518437554,22.0524782924,19.72599724,20.5134600862,22.8917507517,22.1972049566,22.0524782924
237,21.9400323812,20.448206147,22.0469933291,19.7014497526,20.5081796086,22.8898062231,22.196582767,22.0469933291
238,21.937310408,20.4445012309,22.0413152468,19.7009572681,20.5028631069,22.8874429765,22.1948764663,22.0413152468
239,21.9347030546,20.440895393,22.03580172,19.7011270216,20.4977094478,22.8851636003,22.1933348708,22.03580172
240,21.9322306397,20.4374320292,22.0304936205,19.7017511374,20.492761185,22.8830761586,22.1921659921,22.0304936205
241,21.9298637115,20.4340970225,22.0253329512,19.6996072756,20.4879911352,22.8811273076,22.1911689006,22.0253329512
242,21.9275716389,20.4308688845,22.0202835942,19.7008076786,20.4833669429,22.8792561599,22.190169744,22.0202835942
243,21.9253363898,20.427734704,22.0153459951,19.7013297144,20.4788695196,22.8774373924,22.1891263563,22.0153459951
244,21.9231494183,20.4246888063,22.0105351115,19.7021066855,20.4744898371,22.8756702283,22.1880685546,22.0105351115
245,21.9210066399,20.421728127,22.0058628776,19.7009784926,20.4702224505,22.8739601951,22.1870307233,22.0058628776
246,21.9189049784,20.4188495383,22.0013330702,19.7007178885,20.4660620212,22.8723099696,22.186027182,22.0013330702
247,21.9168415908,20.4160492495,21.9969429722,19.6995251152,20.4620026017,22.870718184,22.185056956,21.9969429722
248,21.9149207713,20.4139271124,21.9934031825,19.8551568726,20.4586642702,22.8700975623,22.1863000653,21.9934031825
249,21.9128156719,20.4123801504,21.9901064255,19.8700972307,20.4558719505,22.8697330133,22.1881354088,21.9901064255
250,21.9108153288,20.4115008806,21.9875883172,19.8708988851,20.4537846636,22.8702637018,22.1916896767,21.9875883172
251,21.9088557491,20.4110320896,21.9855124138,19.870554309,20.4521316748,22.8712410628,22.195806897,21.9855124138
252,21.9069444164,20.4108310859,21.9837699495,19.8704265433,20.4507697738,22.8725089954,22.2001610037,21.9837699495
253,21.9050700793,20.4108117317,21.9822669823,19.8721382435,20.4496075829,22.8739519957,22.2046227524,21.9822669823
254,21.9032170543,20.4109292835,21.980934003,19.8695232358,20.4485945211,22.875499155,22.2091650052,21.980934003
255,21.9013833005,20.411168252,21.9797469632,19.8698723552,20.4477126712,22.8771401581,22.213845895,21.9797469632
256,21.8995674865,20.4115185082,21.978687553,19.87042703,20.4469500542,22.8788720076,22.2186959021,21.978687553
257,21.8977690837,20.4119711465,21.977740854,19.8719319127,20.4462964218,22.8806967221,22.2237406327,21.977740854
258,21.8959878251,20.412518072,21.9768951931,19.8718482763,20.445742697,22.8826289408,22.2290512181,21.9768951931
259,21.8942229709,20.4131518123,21.976140658,19.8699552533,20.4452805125,22.8848167998,22.2352801734,21.976140658
260,21.9118031705,20.419950033,22.0001422395,19.834902592,20.4592873276,22.906808176,22.2529311523,22.0001422395
261,21.9376924518,20.4285251428,22.0314501144,19.8311497197,20.4787467539,22.9345543107,22.2688181031,22.0314501144
262,21.9609474371,20.4353432665,22.0555298243,19.8319243445,20.4950898745,22.956452068,22.2777449772,22.0555298243
263,21.9778675159,20.4397012163,22.0697057303,19.8304921122,20.5060024389,22.9701789492,22.281550475,22.0697057303
264,21.9891815365,20.4423015916,22.0772303546,19.8310883752,20.5126832279,22.9781424235,22.2834540681,22.0772303546
265,21.9967649471,20.4439846415,22.0817292609,19.8294980209,20.5169424436,22.9832153778,22.2852745641,22.0817292609
266,22.0021075488,20.4452581024,22.085211055,19.8302225529,20.51998511,22.9871120907,22.2873771448,22.085211055
267,22.0060647515,20.4463227098,22.0883172802,19.831982694,20.5223575382,22.9904817278,22.2895290941,22.0883172802
268,22.009065052,20.4472179488,22.0910739051,19.8300340424,20.5242354786,22.9934365876,22.2914951274,22.0910739051
269,22.0113448946,20.4479497722,22.0934309657,19.8298563592,20.5256888416,22.9959911779,22.2932241239,22.0934309657
270,22.0130686162,20.4485309267,22.0954112256,19.8308784185,20.5267780187,22.9981974261,22.2947896089,22.0954112256
271,22.0143564287,20.448971917,22.0970597971,19.831701917,20.5275533789,23.0001043217,22.2962272549,22.0970597971
272,22.0217828875,20.4618275885,22.097313369,19.6276235399,20.5561165119,22.9452188787,22.1141217085,22.097313369
273,22.0373736809,20.4839594078,22.1038009304,19.5141653196,20.6050827415,22.867723369,21.882254127,22.1038009304
274,22.0525990522,20.5031297367,22.1139993389,19.5107454309,20.6467955367,22.817268501,21.7588418703,22.1139993389
275,22.0646651027,20.5170176638,22.1249910384,19.5114235259,20.6758896551,22.7962609799,21.7295018968,22.1249910384
276,22.0736380609,20.5270732263,22.134984888,19.5105400948,20.6957545398,22.7919704956,21.7375624674,22.134984888
277,22.0804820754,20.5351941221,22.143679074,19.5092115335,20.7108112081,22.7935768182,21.7463560893,22.143679074
278,22.0859919323,20.5424708022,22.1513269732,19.5106260427,20.723659646,22.7960431157,21.7467911622,22.1513269732
279,22.0906311235,20.5493056378,22.1582523262,19.5116617448,20.7353087946,22.7982292214,21.7427817772,22.1582523262
280,22.0946324866,20.5557840074,22.164653448,19.5106102536,20.7460213458,22.8003538053,21.7390041945,22.164653448
281,22.0981044306,20.5619012772,22.1705877765,19.5113754839,20.7558462721,22.8026637996,21.7370601587,22.1705877765
282,22.1011596893,20.5677029986,22.1761567737,19.5101041586,20.7648992494,22.8052854461,21.7367386353,22.1761567737
283,22.1038513141,20.5732165888,22.1813479509,19.5090557579,20.7732803528,22.8081617534,21.7375079963,22.1813479509
284,22.0806661038,20.5808404054,22.135292284,19.6948945584,20.7895713422,22.6867105892,21.4324597529,22.135292284
285,22.0445662449,20.5959222096,22.0720605951,19.7002125193,20.8208504558,22.50580804,21.0327190532,22.0720605951
286,22.016619418,20.6089022316,22.0314520774,19.6991655367,20.8480017763,22.3783684934,20.8060906535,22.0314520774
287,22.0000757265,20.6177000966,22.0140863858,19.6994710071,20.8668773874,22.3134991879,20.7338656053,22.0140863858
288,21.9916309107,20.6232716904,22.0089226925,19.7011435546,20.8794381209,22.2869418138,20.7299487217,22.0089226925
289,21.9874935802,20.6270014853,22.0071942117,19.7016238565,20.88848923,22.2748519119,20.731815546,22.0071942117
290,21.9853519998,20.6297514302,22.0053076916,19.7009711718,20.8957570218,22.2659268561,20.7230683136,22.0053076916
291,21.9841849563,20.6318939493,22.0028082465,19.7010007727,20.9019597215,22.2570050497,20.7069671216,22.0028082465
292,21.9836202441,20.6335677914,22.0001548664,19.701118224,20.9073328424,22.2488166915,20.6922003716,22.0001548664
293,21.9835019042,20.6348481164,21.9976917873,19.7008142498,20.911982669,22.2421541138,20.6822920007,21.9976917873
294,21.9837185802,20.6358049884,21.9954939216,19.7000694974,20.916011635,22.2370554416,20.6734683407,21.9954939216
295,21.9841698969,20.6365061026,21.9935048165,19.6990532943,20.9195274587,22.2322652587,20.6658125725,21.9935048165
296,21.9663061603,20.6306249875,21.9690127874,20.0405127332,20.9067582298,22.2113920226,20.6525379488,21.9690127874
297,21.9398204408,20.6221885586,21.9348323582,20.0501837327,20.8883955969,22.1814919005,20.6354520537,21.9348323582
298,21.9157734307,20.6148516602,21.9058184333,20.0498662131,20.8728490494,22.1552362038,20.6223994615,21.9058184333
299,21.8983770705,20.6096251354,21.8863586201,20.0505596276,20.8623477145,22.1371953786,20.6154470841,21.8863586201
300,21.8869247153,20.6059804686,21.8741385467,20.0513553471,20.8556895798,22.1257921614,20.6102326279,21.8741385467
301,21.8793618607,20.6031816454,21.8657459677,20.0502287317,20.8511836314,22.1182297375,20.6062303926,21.8657459677
302,21.8740012678,20.6007452574,21.8589597689,20.0498534145,20.8477102473,22.1119047047,20.6042611689,21.8589597689
303,21.8698893285,20.5984721351,21.8528993875,20.0486609449,20.8447708783,22.1063381135,20.6045261488,21.8528993875
304,21.866575162,20.5963150089,21.8473756433,20.0515481434,20.8422007639,22.1017422995,20.6066203071,21.8473756433
305,21.8638396523,20.5942740961,21.8423800158,20.0511169334,20.8399454454,22.0981743974,20.6076101242,21.8423800158
306,21.8615637441,20.592366537,21.8379235802,20.0500468628,20.8379834118,22.0955284228,20.608671671,21.8379235802
307,21.8596420198,20.5905908323,21.833945737,20.0508774874,20.8362757909,22.0929346262,20.6114076846,21.833945737
308,21.8315513642,20.5902402567,21.7846647091,20.4778147731,20.8360340779,21.9961376291,20.4952414451,21.7846647091
309,21.7912314567,20.5893042796,21.7202940002,20.4889048329,20.8352556794,21.8690836949,20.4914323685,21.7202940002
310,21.7553083473,20.588173026,21.669970926,20.4917916676,20.8344693756,21.7692747001,20.4906863543,21.669970926
311,21.7298747642,20.5871245111,21.6403290957,20.4900095578,20.8339494176,21.710067676,20.4910360324,21.6403290957
312,21.7133692728,20.5860030598,21.6243879702,20.4901515368,20.833458688,21.6788833261,20.4890825923,21.6243879702
313,21.7024943975,20.5847443293,21.6145701331,20.4892108006,20.8329109919,21.6613810704,20.4917475572,21.6145701331
