,tout,m,gas,q,dt
220,-1.908333333,6.458355999999998,283112.8099,-229116.0709031781,-8.446645779999997
221,-1.95,6.209874503000001,282769.7843,-229741.63682787944,-8.80861436
222,-1.9916666669999998,6.024973602999999,288755.5549,-224938.7563366226,-8.889142139999997
223,-2.0333333330000003,6.575435262000001,311904.8696,-240837.55223794855,-8.720681149999997
224,-2.075,5.630698429999999,276073.1271,-202910.52379082685,-8.58011312
225,-2.116666667,5.659583893000001,274645.8942,-202914.6391511225,-8.536494949999998
226,-2.1583333330000003,6.235504122,285196.0246,-223824.32577956247,-8.54646314
227,-2.2,6.069652021,281010.4273,-223899.4303811928,-8.78293978
228,-2.108333333,5.6580168539999995,269415.7142,-210060.99543631004,-8.839585319999998
229,-2.016666667,5.680255783,269703.2817,-210361.21402410135,-8.817561259999998
230,-1.925,5.816518944,276215.7044,-215045.9222621309,-8.802758240000003
231,-1.8333333330000001,5.029759673999999,253535.9503,-182075.25996732386,-8.618951039999999
232,-1.7416666669999998,5.4961691550000005,257299.712,-196189.3038192707,-8.49896313
233,-1.65,5.267301679999999,255145.1944,-187091.88044268056,-8.457021930000003
234,-1.5583333330000002,5.5540682200000004,259417.6554,-198896.11415988544,-8.52640187
235,-1.466666667,5.249155117,252996.8923,-188745.1120616389,-8.561246789999998
236,-1.375,5.6183257730000005,261696.5797,-200236.6476209099,-8.485693820000002
237,-1.283333333,5.014834412999999,246007.5734,-174008.66203001767,-8.26161552
238,-1.191666667,4.9785710640000005,236719.0835,-167041.0707351955,-7.988574030000002
239,-1.1,5.276599942,247167.3603,-176151.80230707626,-7.948471699999999
240,-1.15,5.07624622,238571.6993,-168576.7958820622,-7.906892339999999
241,-1.2,4.971325804,239202.1655,-162937.05381207317,-7.803660059999999
242,-1.25,5.245834902,238846.2718,-174227.75248730447,-7.9077590099999995
243,-1.3,5.061231247000001,234251.1817,-170583.46958216242,-8.024749280000002
244,-1.35,4.544522788,211388.4374,-152994.86230351363,-8.0156597
245,-1.4,4.818876566,214148.9835,-169140.2323161181,-8.35702748
246,-1.45,4.735201107,232287.1046,-167255.87138882076,-8.409954640000002
247,-1.5,4.574043399,214125.5948,-161756.95852907596,-8.42002539
248,-1.55,4.97730322,246027.9854,-174166.02649529907,-8.331439680000003
249,-1.6,4.629273556,212641.5302,-161559.03961977692,-8.309389700000004
250,-1.65,4.863029494,245315.53699999998,-167449.74964005497,-8.198384990000001
251,-1.7,4.7382473240000005,230799.9255,-157293.2240786343,-7.903928409999999
252,-1.65,5.160797162,232344.1347,-172870.13203843054,-7.975425880000003
253,-1.6,4.58016709,208366.7514,-156930.68488690775,-8.157878969999999
254,-1.55,5.1894770900000005,240722.3905,-180632.308164197,-8.287480930000001
255,-1.5,5.178305923999999,241527.5153,-181968.80817096686,-8.366810950000001
256,-1.45,4.767716892999999,235625.8753,-163965.37676822444,-8.188274659999998
257,-1.4,5.013053079999999,230986.8531,-170871.58155320224,-8.115555380000004
258,-1.35,4.503273697,211542.4229,-154866.28423608866,-8.1880266
259,-1.3,5.510123739,254175.8604,-188704.86821080948,-8.154032950000001
260,-1.25,4.4727859059999995,214419.6561,-152194.91349792044,-8.10163619
261,-1.2,5.393518913,248079.5628,-182142.49897813576,-8.04062475
262,-1.15,4.90690428,234585.2344,-164934.9743859538,-8.003056460000003
263,-1.1,4.836675801,236366.3289,-159601.07119828826,-7.8566884800000025
264,-1.15,5.414206388,241516.7293,-178460.8961828341,-7.847999600000001
265,-1.2,5.217743909999999,241678.9817,-171151.91110210525,-7.809976059999997
266,-1.25,5.595220814999999,253796.6425,-184311.89490252297,-7.843083579999998
267,-1.3,5.683871148,251312.3456,-190079.9324570004,-7.9623773300000025
268,-1.35,5.585087499000001,248932.7198,-188800.59972117894,-8.04866956
269,-1.4,5.886114696999998,266749.9015,-199821.321790718,-8.082836919999998
