,t41,t42,t43,t44,t45,t5,t6
1476,23.340389152,23.3420673807,23.3404712771,23.3398455843,23.3397281856,23.4698998187,23.3397342389
1477,23.3406481385,23.3413154251,23.3407707077,23.3398428615,23.3397266178,23.4692660579,23.3397313852
1478,23.3402535722,23.3420320393,23.3409281749,23.3398412465,23.3397252059,23.4691710649,23.3397282246
1479,23.3397090174,23.3406938192,23.3405772644,23.3398398242,23.3397237972,23.4691903193,23.3397251636
1480,23.3396141176,23.3397137496,23.3399156389,23.339838421,23.3397224283,23.4692330178,23.3397222389
1481,23.3402303347,23.3388460047,23.3403495932,23.3398371818,23.3397211278,23.4693223849,23.3397193452
1482,23.3394055709,23.3415983437,23.3400386077,23.339836032,23.3397198365,23.4694904076,23.3397164897
1483,23.3410675918,23.3409885715,23.3404456161,23.3398348524,23.3397185795,23.4697676129,23.3397136751
1484,23.5101408828,23.5077943473,23.5116739938,23.4987531376,23.5091976416,23.475415694,23.516682082
1485,23.519532992,23.5194657159,23.5200281118,23.5170406613,23.5188638315,23.5054704639,23.5196859519
1486,23.5200702918,23.5202817721,23.5198878324,23.5194267357,23.5196340115,23.5385518259,23.5196355083
1487,23.5212810344,23.5219237469,23.5207272204,23.5197854739,23.5197092343,23.5605441351,23.5197335248
1488,23.519688798,23.5222178307,23.5199207232,23.5198174787,23.5197019125,23.5714630373,23.5197086654
1489,23.5208665115,23.5202401206,23.5206503806,23.519820841,23.5196973805,23.5763224567,23.5197007932
1490,23.5196587033,23.521173984,23.520493332,23.5198204911,23.5196936651,23.5790800374,23.5196964486
1491,23.5203768685,23.5192151855,23.5203353546,23.5198196847,23.5196904446,23.5813908872,23.5196950217
1492,23.5208396476,23.5193102275,23.5208798166,23.5198184374,23.5196874708,23.5835731598,23.5196926199
1493,23.5196740588,23.5202489228,23.519905675,23.5198169484,23.5196846836,23.5856012699,23.5196898665
1494,23.5193313951,23.5205107943,23.5211144579,23.5198153382,23.5196819963,23.5874374197,23.5196869491
1495,23.5208732352,23.5196574707,23.5202693112,23.51981353,23.5196794213,23.5891439479,23.5196839405
1496,23.9130820054,23.9110189249,23.9147950702,23.90715569,23.9150035633,23.6165383034,23.8279907471
1497,23.9198304856,23.9203339564,23.9206492231,23.9194367853,23.9195526498,23.6883031988,23.9197574852
1498,23.9195674287,23.9212393822,23.9212165952,23.9197098947,23.9197218166,23.7506046894,23.9202845586
1499,23.9198841827,23.9215733784,23.9207116465,23.9199311779,23.9197874955,23.7902892447,23.9201595703
1500,23.9195683811,23.9194909815,23.920793673,23.9199220357,23.9197689911,23.8124471065,23.9203506601
1501,23.9201497348,23.9206377302,23.9200854262,23.9199095476,23.9197612168,23.825761616,23.9199110378
1502,23.9209124238,23.9204978042,23.919863848,23.9198964592,23.9197542695,23.835828554,23.9199336962
1503,23.9198233531,23.9193187543,23.9200759442,23.9198896116,23.9197496389,23.844851065,23.9204146775
1504,23.9199768933,23.9212056838,23.9200563826,23.9198879327,23.9197468401,23.8532934483,23.9199355816
1505,23.9201452592,23.9202263788,23.9211160413,23.9198887343,23.9197451547,23.8611772884,23.9201667939
1506,23.9191818017,23.9204192651,23.9197279046,23.9198902232,23.9197439543,23.868580292,23.9203087339
1507,23.920485216,23.9206075318,23.9201167727,23.9198912717,23.919742931,23.8756289618,23.9202488274
1508,24.0423810472,24.0417050718,24.0435518993,24.0353015139,24.0430682984,23.8812223783,24.0475977682
1509,24.0505620068,24.0484858866,24.0494821404,24.0481182724,24.0492604404,23.9057362554,24.0497293753
1510,24.0496414096,24.0493266883,24.0494781686,24.0495862817,24.0496475337,23.9326093491,24.0501816922
1511,24.0505528072,24.0509375068,24.0493896574,24.0497944411,24.0496774784,23.9525274372,24.0497850715
1512,24.050436141,24.0489548479,24.0499376849,24.049803543,24.0496655439,23.9647155592,24.0497681554
1513,24.0494298413,24.0491881102,24.050873538,24.0498041274,24.0496593068,23.9720159354,24.0497627341
1514,24.0497990904,24.051096095,24.0502339527,24.049804998,24.0496548599,23.9772039228,24.0497568594
1515,24.049895676,24.0496446176,24.0494836341,24.0498056944,24.0496511129,23.9817721278,24.0501577886
1516,24.0506276448,24.0503648807,24.0494812648,24.0498054163,24.0496475431,23.9861449002,24.0497545113
1517,24.0503225606,24.0523057817,24.0500868402,24.0498041604,24.0496441372,23.9903836695,24.0497402551
1518,24.0503454133,24.0503891673,24.0508466622,24.0498025502,24.0496408984,23.9944883726,24.0501434937
1519,24.051347167,24.0503546691,24.0504552629,24.0498007077,24.049637752,23.998444865,24.0497387725
1520,23.7624557199,23.7637861905,23.7586597859,23.7872998715,23.7698903433,24.00515965,23.7543452347
1521,23.7414948271,23.743863424,23.7422304358,23.7453508087,23.741327877,23.968300912,23.7404955611
1522,23.7397316932,23.7390479347,23.7399558141,23.7406705862,23.7397949522,23.9120713044,23.7397545346
1523,23.7397502429,23.7395839829,23.74063916,23.7399094024,23.7396318689,23.8709059336,23.7395918796
1524,23.740900545,23.7405102807,23.7398481629,23.7398241327,23.7396400065,23.8514650045,23.7396289565
1525,23.7412134421,23.7407426304,23.7408245343,23.7398051006,23.7396450086,23.8455893518,23.739631445
1526,23.7397705581,23.7400015753,23.739999681,23.7397956614,23.7396480196,23.8448143091,23.7396303286
1527,23.7402649971,23.7403986322,23.7401799576,23.7397899931,23.7396502331,23.8450191824,23.739628999
1528,23.7394087685,23.7407282025,23.7405814354,23.73978664,23.7396521015,23.8453181051,23.7396278403
1529,23.7411625505,23.7401312447,23.7403897993,23.7397849485,23.739653794,23.8458488579,23.739626587
1530,23.7403575275,23.7404845009,23.7405680853,23.7397839808,23.7396552388,23.8467507342,23.7396252699
1531,23.7393749335,23.7406393873,23.7404359883,23.7397833229,23.7396564818,23.8479529171,23.7396239039
1532,23.5713845754,23.5744222643,23.5693704741,23.5870972957,23.5765551702,23.8461962253,23.567566885
1533,23.5601937289,23.5603784823,23.5601768695,23.5632722515,23.5608046056,23.8241206791,23.5596351956
1534,23.5600177865,23.5607245321,23.5600936431,23.5603402325,23.5597753165,23.7946206628,23.559695748
1535,23.5605904299,23.5590548958,23.5601718338,23.5598580552,23.5596626913,23.7760862058,23.559577415
1536,23.5600717905,23.5616333518,23.5606920904,23.5598040937,23.5596658412,23.7703490969,23.5604085906
1537,23.5610210284,23.5597573806,23.5610545609,23.5597954678,23.5596690568,23.7719983494,23.5596247776
1538,23.5610902374,23.5619887251,23.5610801717,23.5597936777,23.5596716414,23.7762760361,23.5595988953
1539,23.5609321182,23.5609287445,23.5596734117,23.5597938139,23.5596740818,23.7811122322,23.5595998604
1540,23.5610101083,23.559547207,23.5600321514,23.5597947284,23.5596763811,23.7860473421,23.5595991178
1541,23.5607319826,23.5605076821,23.5610922579,23.5597958169,23.559678502,23.7911696486,23.5595990846
1542,23.5603449271,23.5605163799,23.5598032717,23.5597972579,23.5596804255,23.7965677442,23.5595989313
1543,23.5595459021,23.5613966183,23.5601332034,23.5597977219,23.5596824276,23.8021439322,23.5604073906
1544,23.310264073,23.3103378138,23.3077712566,23.3342530534,23.3196901961,23.7895340961,23.3044204786
1545,23.2915529222,23.2917208111,23.2918340329,23.2955988691,23.291897245,23.7480247573,23.2899485505
1546,23.2899100531,23.2896391796,23.2898915957,23.2907367923,23.2899160483,23.6911030157,23.2897671062
1547,23.2899051089,23.2906691303,23.2904076891,23.2899194644,23.2896824598,23.6513477863,23.2895207885
1548,23.2897742102,23.2893643492,23.2904320013,23.2898209784,23.2896751802,23.6321719031,23.2895436822
1549,23.2905520439,23.2914348527,23.2900707959,23.2898045695,23.2896749946,23.624184506,23.2895488133
1550,23.2908146724,23.2890707501,23.2901859367,23.289801226,23.2896755595,23.619596799,23.2895504598
1551,23.2894200588,23.2892700615,23.290076515,23.2898012424,23.2896765849,23.615265043,23.2895521422
1552,23.290357821,23.2918875361,23.2905560415,23.2898022869,23.2896778275,23.6107855596,23.2903399874
1553,23.2907406217,23.2901671504,23.2898968584,23.2898035553,23.2896791079,23.6064731587,23.2895842862
1554,23.2906663699,23.2900945338,23.2900348031,23.2898048952,23.2896801658,23.6024072244,23.2895565985
1555,23.2894233852,23.2909082251,23.2904413786,23.2898060556,23.2896811045,23.5985390471,23.2903443422
1556,23.5563804277,23.5524294626,23.5595052733,23.5434055874,23.5588631992,23.624373888,23.5659539582
1557,23.569829693,23.568298472,23.5697370765,23.5666833642,23.5689967389,23.6791831449,23.5696532888
1558,23.5708733875,23.5707129058,23.5698123828,23.5694773973,23.5697204028,23.7348053097,23.5700468363
1559,23.5694032688,23.5724622879,23.5699371682,23.5698994895,23.5698158614,23.7711687262,23.570309387
1560,23.5703219549,23.5698025416,23.5701155761,23.5699246058,23.5698157212,23.7896695902,23.5702813422
1561,23.5709483105,23.5699411202,23.5709504038,23.5699220848,23.5698192468,23.7984571329,23.5700708956
1562,23.5713694358,23.5701810218,23.5702829181,23.569915929,23.5698215215,23.8036489653,23.5698822608
1563,23.5693574226,23.5684705098,23.5705971972,23.5699115041,23.569823515,23.8077793176,23.5704006656
1564,23.5708980689,23.5709670133,23.5702287236,23.5699090683,23.5698254826,23.8113622254,23.5702888736
1565,23.5694651702,23.5708122115,23.5699683745,23.5699080722,23.5698274588,23.8144686283,23.5699617722
1566,23.5710404556,23.5708008089,23.5705273661,23.5699078341,23.5698293731,23.8171008406,23.5704514399
1567,23.569421059,23.5702728867,23.5705062821,23.5699080329,23.5698312076,23.8193930542,23.5700021165
1568,23.5240179224,23.5244076531,23.5226199051,23.5252866822,23.5227825859,23.8204311374,23.5209370084
1569,23.5214449321,23.5213996487,23.5195683716,23.5204384198,23.5199963939,23.8171985848,23.5204252846
1570,23.520417883,23.5210177808,23.5202588664,23.5199917703,23.5198695057,23.8102654083,23.5199947447
1571,23.5203755664,23.5216518468,23.52126718,23.5199356418,23.5198611104,23.8037669584,23.5202324928
1572,23.5211559947,23.5188615758,23.5210812277,23.5199342103,23.5198657429,23.7989150277,23.5200045353
1573,23.5210145116,23.5199622625,23.5197267543,23.5199338902,23.5198684636,23.7951597448,23.5205428231
1574,23.5195977442,23.5196250024,23.5206476391,23.5199330858,23.5198704358,23.7917815581,23.5199846378
1575,23.5202360916,23.5203935699,23.5194080451,23.5199328037,23.5198719462,23.7884238287,23.5200193069
1576,23.5212832326,23.5212723403,23.5196973464,23.5199328481,23.5198735793,23.784999114,23.520038342
1577,23.5214847929,23.5186837038,23.5207621106,23.5199329824,23.5198749981,23.781520008,23.5203635681
1578,23.5207943072,23.5200740488,23.5202138312,23.519933304,23.5198763333,23.777918314,23.5203589854
1579,23.5197157658,23.5204764131,23.5202679386,23.5199337789,23.5198775983,23.7742373537,23.5206004934
1580,23.7641849266,23.7615501571,23.7680556031,23.7530311481,23.7697257115,23.7766586141,23.7751111847
1581,23.7781555675,23.7769473517,23.7798639803,23.7780862579,23.7792918996,23.8081150034,23.7799774323
1582,23.7805136969,23.7803523561,23.7801836033,23.7811039748,23.7798604978,23.8469622912,23.7805093891
1583,23.7813916755,23.7802172955,23.7808506046,23.7815265194,23.7798948733,23.8758009367,23.7805426743
1584,23.7813033995,23.7782823073,23.7795062373,23.7815401036,23.7798924211,23.8924918574,23.7801929902
1585,23.7800295477,23.7803916365,23.7793821536,23.7811301539,23.7798914945,23.9015584245,23.7804004176
1586,23.7802526023,23.7804741366,23.7795700813,23.780066223,23.7798907554,23.9073302938,23.7800838628
1587,23.7811808618,23.7803878345,23.7790380476,23.7801819502,23.7798902563,23.9119985481,23.7800449803
1588,23.7814968178,23.7794287428,23.7801038221,23.7816427881,23.7798899639,23.9162049708,23.7800926925
1589,23.7803727335,23.7820323568,23.780317265,23.7801470039,23.7798898005,23.9200807171,23.7799784116
1590,23.780536379,23.7796686917,23.7813313901,23.7787565585,23.7798897292,23.9236256963,23.7803389955
1591,23.7805378653,23.7789678931,23.779316897,23.7807690285,23.7798897051,23.9268761733,23.7800292534
1592,24.1626080827,24.1609370716,24.1645700276,24.1565959183,23.8311459842,23.9149497138,23.943521798
1593,24.1703505518,24.1692647167,24.1699325063,24.1701468844,23.870317853,23.9294874525,24.1690347235
1594,24.1717995314,24.1707297501,24.1698337539,24.1689403342,24.1571936822,23.9615248052,24.1702864824
1595,24.170521004,24.1714814791,24.1708332618,24.1681556009,24.1693105349,24.010281551,24.1704704114
1596,24.1708235782,24.1701967827,24.1691399692,24.1712090082,24.1698839748,24.0521894209,24.1706571017
1597,24.1697126086,24.1703328696,24.1714770749,24.170025679,24.1699395543,24.0783699486,24.1703333466
1598,24.1699854815,24.1715586035,24.1715940117,24.1706726113,24.1708001474,24.091467992,24.1700539317
1599,24.1709253396,24.1689996722,24.1701686012,24.1702524779,24.1698997424,24.0971416554,24.1700987859
1600,24.1716432039,24.1694625471,24.1706949966,24.1699201076,24.1701391845,24.0993812216,24.1704122851
1601,24.1718321543,24.1715614579,24.1702084031,24.1703296044,24.1702511849,24.1002519389,24.1699116915
1602,24.1715809833,24.1694052372,24.1690712353,24.1686058276,24.1705320181,24.1004678389,24.1700844831
1603,24.1710553124,24.1696912003,24.169938672,24.1699851097,24.1699628845,24.1001441381,24.1707208381
1604,24.2443098407,24.2446165636,24.2457684158,24.2410847323,24.2471241916,24.1002931849,24.2486230097
1605,24.2500131385,24.2503542213,24.2510554782,24.2489770368,24.2502403454,24.1099938846,24.2498562763
1606,24.2511850622,24.2496871167,24.2511871462,24.2481299642,24.2501474537,24.1229395205,24.2505796041
1607,24.2517082523,24.2489432965,24.2504277685,24.2503884665,24.2500706751,24.1334895148,24.2499356479
1608,24.2491174816,24.2505920219,24.2495452133,24.2503566583,24.2497235126,24.1405637131,24.2507157809
1609,24.250827124,24.250205816,24.250153831,24.2503983629,24.2497257533,24.145205532,24.2507020764
1610,24.2510824313,24.2499267001,24.2505452469,24.2494533956,24.2502884614,24.1486907671,24.2502346366
1611,24.250737029,24.2511385923,24.249756386,24.2496829092,24.2501107811,24.1517475197,24.2498916567
1612,24.2511124431,24.249868687,24.2497666135,24.2515423842,24.2498635722,24.1545983055,24.249859557
1613,24.2504149484,24.2487993474,24.2513481833,24.2492836384,24.2500326652,24.1572987561,24.2500534394
1614,24.2495968503,24.2494815708,24.250374252,24.2497817991,24.2506378951,24.1598513898,24.2503369699
1615,24.2498650624,24.2516013239,24.2493478398,24.2501899272,24.250284601,24.1623291057,24.2506224345
1616,24.4574031048,24.4546291651,24.4614903123,24.446768551,24.4602456233,24.1653712987,24.1762340986
1617,24.4700703293,24.4680811375,24.4706271241,24.4679799002,24.4692560274,24.1933681785,24.0796335445
1618,24.4710749458,24.469569691,24.4694433558,24.4691339945,24.4707159502,24.2296593781,24.0014083926
1619,24.4708727432,24.4702335262,24.4704179117,24.4692264066,24.4709206801,24.2600512387,23.9515790439
1620,24.4707337404,24.4715156032,24.470463974,24.4702174526,24.4700800005,24.2801449262,23.9231123416
1621,24.4697565254,24.4691212129,24.469825741,24.4702283045,24.4694654436,24.2926441879,23.9064293542
1622,24.4710842255,24.4687068114,24.4692237854,24.4686465905,24.4695875735,24.3012894703,23.8952210733
1623,24.470258613,24.4692313994,24.468963043,24.4703272336,24.4703145379,24.3084706907,23.8865822481
1624,24.4690897738,24.4692129053,24.4690569676,24.4718625278,24.4694507322,24.3152061319,23.8794835626
1625,24.4709156633,24.4716522016,24.4696336018,24.4715561802,24.4700647684,24.3216153221,23.8735672602
1626,24.4691403771,24.468686331,24.4709228749,24.4702596337,24.4698504565,24.3278167195,23.8686071799
1627,24.4700308941,24.4707256893,24.4690899649,24.4715901838,24.4692972782,24.3337656213,23.8643776243
1628,24.4974435373,24.4980784291,24.4980176201,24.4968931916,24.499515565,24.3383719025,23.8572538024
1629,24.4994342418,24.499973741,24.5009319641,24.5002666488,24.5003414753,24.3447250882,23.8488449794
1630,24.5001491733,24.5006572196,24.500347817,24.5003899071,24.5005861864,24.3508163869,23.8412564757
1631,24.5000354521,24.5009953834,24.4991746754,24.5002803218,24.4994041291,24.3552045297,23.8351949729
1632,24.4999081106,24.4984665331,24.4990784154,24.4990347973,24.4998139136,24.3578136282,23.8304228071
1633,24.5000755573,24.4993740922,24.5000598466,24.4985243746,24.4994174555,24.359318824,23.8264759082
1634,24.5004749206,24.4989829674,24.4999846609,24.4992690885,24.500421775,24.3603096989,23.8230065628
1635,24.5009664978,24.4982054223,24.5013707535,24.5007563097,24.5002950527,24.3611719788,23.8198311698
1636,24.5014714581,24.4981498389,24.5004490156,24.5002803409,24.4995454483,24.3619651674,23.8168681911
1637,24.5002276841,24.4989063954,24.4990920077,24.5019353251,24.5007619953,24.3625811828,23.8140792216
1638,24.500519491,24.5000833462,24.5003288489,24.5002967174,24.5001319247,24.3631458131,23.8114378526
1639,24.5000511154,24.501358434,24.5012836917,24.4984015751,24.4994724032,24.3636090397,23.8089213612
1640,24.0202101615,24.0202630092,24.0193935346,24.033185712,23.8898800167,24.3469201801,23.8021821682
1641,24.0117409699,24.0122913071,24.0091937971,24.0104597818,23.9987575444,24.265936092,23.7923633331
1642,24.0095745096,24.0099242769,24.0108775997,24.0093501755,24.0093873897,24.1872404953,23.7829370194
1643,24.0099932041,24.0104827321,24.0104784339,24.0083043417,24.0099356518,24.1396840442,23.7756260592
1644,24.0101375569,24.0084744144,24.0101621116,24.0098574274,24.0106101589,24.1167270886,23.7703600215
1645,24.0114045494,24.0082901942,24.0111245902,24.0090586383,24.0102506181,24.1052310322,23.7664295015
1646,24.0102561806,24.0083400008,24.0114122327,24.010614451,24.0100697872,24.0970465148,23.763212357
1647,24.009947136,24.0113703691,24.0102844282,24.0105687889,24.0094272568,24.0893287307,23.7603473611
1648,24.0102092379,24.0099484446,24.0101756894,24.0104662645,24.0094277368,24.0817320589,23.7576724815
1649,24.0103990541,24.0100510158,24.0101247138,24.0087688932,24.0105632442,24.0745002659,23.7551256118
1650,24.0103402396,24.010847171,24.0095199745,24.0081822754,24.0098896689,24.0677956362,23.7526785925
1651,24.0101657361,24.0110617661,24.0101488902,24.009537156,24.0106031388,24.0614415466,23.750311476
1652,24.001070787,24.002415604,24.0011244956,23.9995129082,24.0002523033,24.0565313194,23.7480067364
1653,24.0003741896,24.0016099041,23.9994141374,23.9991090465,23.9993047536,24.0520181069,23.7457442171
1654,23.9984347458,24.0012624404,23.9987601418,24.0006246746,24.0000232123,24.0482553317,23.7435209917
1655,23.9992116226,23.9996746161,23.9994941421,23.9989802408,23.9995792377,24.0454978191,23.7413270801
1656,24.0009844311,24.0014016708,24.000334936,23.9989799127,23.9994200831,24.0435174342,23.7391626372
1657,24.0000544655,23.9999022871,24.0006593276,23.9998233582,24.0005676236,24.0420820485,23.7370251394
1658,23.9998817587,24.000596315,24.0005427076,24.0003538512,24.0002276792,24.041014869,23.7349089205
1659,24.0003334454,24.0021381813,24.0002703098,24.0003866607,24.000088741,24.0401041963,23.7328100096
1660,24.0007275299,23.9991808561,24.0000423915,24.0002143576,23.9999289866,24.0392655235,23.7307262671
1661,24.0008018518,23.9988219276,23.9999292465,24.0000800234,23.9994248906,24.0384285714,23.7286567801
1662,23.9985154649,24.0001287171,23.9999266662,24.0000531754,23.9999194022,24.0375606757,23.7265951183
1663,23.9998979736,24.0012625098,24.0000179942,24.0001167487,24.0004835017,24.0367499853,23.7245478241
1664,24.046215295,24.0456565237,24.0473937135,24.0461163036,24.0472707101,24.0349003955,23.7225170943
1665,24.0501655886,24.0492405713,24.0495246229,24.0497736595,24.0499985478,24.0370185996,23.7205211275
1666,24.0491267513,24.05063784,24.0497366393,24.0510795444,24.0496801288,24.0396278947,23.7185322238
1667,24.0497699545,24.0484165266,24.0495628645,24.0502333429,24.0501949762,24.0399457443,23.7165390678
1668,24.0490224054,24.0491991694,24.0511754952,24.0486670245,24.049967148,24.0377174222,23.7145436066
1669,24.0515547872,24.0513129493,24.049457363,24.049677998,24.0504546132,24.0338140078,23.7125597905
1670,24.0514652246,24.0491457118,24.0498355037,24.0482467046,24.0498043645,24.0291938048,23.7105929757
1671,24.0499485205,24.0491085356,24.0512819304,24.0480641449,24.049788355,24.0241792106,23.7086410175
1672,24.0487243261,24.0503295671,24.0487841622,24.0505686905,24.0500565356,24.0189513599,23.70670088
1673,24.0501898022,24.0511713535,24.0499941121,24.0498484104,24.0501153024,24.0136358163,23.7047708458
1674,24.0506188151,24.051162107,24.0510611921,24.0496968233,24.049827521,24.0082812117,23.7028501529
1675,24.0501476441,24.0505906734,24.0509345002,24.0495168474,24.0505659616,24.002861851,23.7009385721
1676,24.4917158181,24.4901135863,24.4918717889,24.4855755229,23.9405844452,24.0105032568,23.7002099441
1677,24.5000462511,24.4998520854,24.499663414,24.4994994137,23.7999286098,24.0084016983,23.6979238315
1678,24.5012351881,24.5015355487,24.5003600233,24.4992378982,23.7240128736,23.9766459693,23.6955077877
1679,24.4987037658,24.5006972442,24.4997463252,24.5012978849,23.7037230519,23.9354376563,23.6933499842
1680,24.4995597328,24.4986968824,24.500920881,24.5018016467,23.7051293388,23.9052694052,23.6914097879
1681,24.4993094201,24.5008280292,24.5011598549,24.501214291,23.7073858842,23.8920928851,23.6895591549
1682,24.5009805573,24.501963412,24.4989164186,24.5003053305,23.7056485346,23.8901082483,23.6877233186
1683,24.4998939272,24.4994695202,24.4994664611,24.4992312475,23.7018863302,23.8915644729,23.6858761034
1684,24.5002356254,24.4995293638,24.499311342,24.5016218935,23.6982918334,23.8924341846,23.6840155265
1685,24.500954203,24.4985055255,24.5013885694,24.4998443003,23.6955423347,23.892386031,23.6821472329
1686,24.5008572204,24.4999461814,24.4990579465,24.4996238257,23.6934007379,23.8922396938,23.6802761656
1687,24.499775456,24.4992769,24.5006100758,24.4995483045,23.691504449,23.8925323587,23.6784050026
1688,24.5014863979,24.5005585431,24.4988442848,24.4997633296,23.6897020666,23.8923426906,23.6765545827
1689,24.5008320136,24.4997373277,24.5008471622,24.5003635139,23.6879426481,23.8914468582,23.6747220982
1690,24.5017458305,24.4981417016,24.4991406224,24.5011743898,23.6862240332,23.8901089989,23.6728933372
1691,24.5001474853,24.4998454527,24.5009635682,24.5019940708,23.6845520736,23.8886060971,23.6710605665
1692,24.5004751472,24.499569406,24.4990295924,24.4988745121,23.6829277939,23.8871127217,23.669223125
1693,24.5015679106,24.4980996599,24.5006633063,24.4995059214,23.6813471808,23.8855905684,23.6673834292
1694,24.4991285749,24.4996072846,24.5011508184,24.5019629113,23.679804611,23.8840966223,23.6655439468
1695,24.4985025417,24.4990530249,24.5003973319,24.500037906,23.6782951197,23.8826598806,23.6637063449
1696,24.4989942999,24.5001299935,24.4993689765,24.5009414347,23.6768148495,23.8812048721,23.6618714951
1697,24.4992297797,24.4988227528,24.5011246236,24.499349137,23.6753606756,23.8797708454,23.6600399173
1698,24.4987801557,24.5021956611,24.5008502316,24.5010221217,23.6739299058,23.87834702,23.6582119167
1699,24.5007934115,24.5008624891,24.4992570148,24.4998148693,23.672520207,23.876985355,23.6563877839
1700,24.1657225737,24.1671606975,24.1640761353,24.1723909661,23.6752383448,23.8726501794,23.6591555652
1701,24.1602742792,24.1604297899,24.1603135002,24.1616159003,23.6780474076,23.8577057419,23.6630614948
1702,24.1597543541,24.1600101963,24.1609440118,24.1597809671,23.6791966258,23.8438255879,23.6659755584
1703,24.1584866451,24.1605514573,24.1602554771,24.1609145383,23.6789369927,23.8360652274,23.6674309035
1704,24.1611596062,24.1609892398,24.1609447052,24.1590806541,23.6780486201,23.8326250719,23.6677891634
1705,24.159146765,24.1584049222,24.1597749706,24.1589281672,23.6770295596,23.8305809001,23.6675197895
1706,24.1597104547,24.1596749068,24.1589255227,24.160001744,23.6760315777,23.828430114,23.6669324304
1707,24.1594725452,24.1601071605,24.1597839143,24.1612299314,23.6750384331,23.8260357991,23.6661704377
1708,24.1597367457,24.1605864364,24.158978697,24.159917649,23.6740150347,23.8236039359,23.6652875253
1709,24.1614358424,24.1621302977,24.1602301017,24.1609681574,23.6729546405,23.821200887,23.6643068801
1710,24.1609598388,24.1614329967,24.1602397281,24.1609744751,23.6718686755,23.818884265,23.6632460054
1711,24.1607627078,24.16112454,24.1590602356,24.1585436641,23.6707698997,23.8165714427,23.6621214283
1712,23.9347586514,23.9357325667,23.9307655432,23.9428008213,23.909161028,23.8381358205,23.91554772
1713,23.9202496361,23.921365155,23.9203797083,23.9215247297,23.9194554011,23.8728120181,23.9201278117
1714,23.9204966195,23.9196895926,23.9189650721,23.9188611798,23.92025753,23.9027732883,23.9209417539
1715,23.9203943697,23.9198103698,23.9198998259,23.920288335,23.9203826702,23.9229319493,23.9201007843
1716,23.9204044516,23.9190855495,23.9208874716,23.920017456,23.9203399766,23.9358941093,23.9204596947
1717,23.9207599,23.9183146349,23.9198901523,23.9214278277,23.9205343432,23.9452909797,23.9198866771
1718,23.9215552015,23.9184368518,23.9212088407,23.9200752378,23.9194911554,23.9533466577,23.9199407517
1719,23.9206574247,23.9196904678,23.9204145704,23.9211925363,23.919646374,23.9608209399,23.9205557743
1720,23.9199296791,23.9219395935,23.9198781071,23.920489271,23.9205553312,23.9679831864,23.9203413535
1721,23.9205882354,23.9210578121,23.9194518478,23.919664612,23.9199766078,23.9749626692,23.920700751
1722,23.9206882675,23.9209573616,23.9192565355,23.9208002438,23.9201923482,23.9817097819,23.9204573145
1723,23.9187262751,23.918562588,23.9203169978,23.9212352587,23.9194544282,23.9883452186,23.919902428
1724,23.4709538064,23.4700346662,23.4704031761,23.484426445,23.4778206326,23.9658305103,23.4216345373
1725,23.4591876462,23.4589238896,23.4596535493,23.4597778338,23.4606721545,23.904664754,23.4595875252
1726,23.4588249795,23.4607016275,23.4596894097,23.4599664571,23.4600031616,23.8288030882,23.460187924
1727,23.4592251808,23.4605548518,23.4603639813,23.4599671297,23.4599536768,23.7737443708,23.4599284239
1728,23.4603604418,23.4598305206,23.4599849136,23.4599716716,23.4599507372,23.741594146,23.4605475117
1729,23.4588534754,23.4604488078,23.4597313622,23.4599730717,23.4599481955,23.7225247278,23.4605725764
1730,23.4600874846,23.4603239754,23.4599394467,23.4599749457,23.4599464874,23.7083733312,23.4599264887
1731,23.461153095,23.4592169288,23.4609091134,23.4599769158,23.4599452879,23.6954566849,23.4601914477
1732,23.4601923834,23.4599440913,23.4599540613,23.4599786345,23.4599443864,23.6828817941,23.4603880366
1733,23.4594379038,23.4590484325,23.4590802679,23.459980033,23.459943653,23.6706511792,23.460193941
1734,23.4613185685,23.4612972036,23.4609317158,23.4599811282,23.4599430235,23.6588040031,23.460501481
1735,23.4612173485,23.4600079771,23.46014528,23.4599820216,23.45994247,23.6473753232,23.4600825048
1736,23.2723421254,23.2763706054,23.2702078331,23.2886238523,23.2803040603,23.6232133982,23.269200409
1737,23.2609963105,23.2605986349,23.2601719252,23.2633573707,23.261410491,23.5786991002,23.2599318947
1738,23.2591432152,23.2603247204,23.2600074508,23.2603621687,23.2599947324,23.5303243325,23.259843055
1739,23.259437048,23.2617446245,23.2604167736,23.2599351843,23.2598420654,23.4982577271,23.2597625078
1740,23.2600110318,23.2592502024,23.2596191244,23.2598769919,23.2598173013,23.4827152605,23.2597670544
1741,23.2595945746,23.2606889132,23.2601875724,23.2598707448,23.2598069161,23.4761681872,23.259762002
1742,23.2608438408,23.2603384049,23.2597056256,23.2598722165,23.2598002782,23.4725794116,23.2597559317
1743,23.259670124,23.2595917393,23.2598377378,23.2598736954,23.2597943114,23.4695974814,23.2597500411
1744,23.2598170883,23.2601888096,23.2608525356,23.2598722548,23.2597884935,23.4668512367,23.2597443116
1745,23.2599393426,23.2591841122,23.260291884,23.2598687687,23.2597825739,23.4644948658,23.2597387409
1746,23.2605461928,23.2603883149,23.2595854757,23.2598645784,23.2597767886,23.4625260196,23.2597333202
1747,23.2597620558,23.2615836806,23.2597773336,23.2598602584,23.259771279,23.4608675438,23.259728041
