,b0,b1,b2,b3,b4,b5,b6
465,29.3955645948,24.6871124316,24.652263211,41.069467479,28.4744366405,0.0520169876072,21.9319768148
466,29.3956043061,24.6865624866,24.6520515978,41.0686683827,28.4821001859,0.0517442912769,21.9319768148
467,29.3955957255,24.6866981203,24.6520932953,41.0687718644,28.4802387419,0.0517442912769,21.9319768148
468,29.3955957258,24.6866831139,24.6520932941,41.0688719856,28.4802387399,0.0517442912769,21.9319768148
469,29.395595726,24.6866831044,24.6520991628,41.0688223078,28.4801231274,0.0517442912769,21.9319768148
470,29.3955957263,24.6867130412,24.6520932919,41.0688719855,28.4802387377,0.0517442912769,21.9319768148
471,29.3955957265,24.6866830879,24.6520991609,41.0688719855,28.4801231257,0.0517442912769,21.9319768148
472,29.3955946664,24.6866980765,24.6520932901,41.0688719855,28.4802387359,0.0517442912769,21.9319768148
473,29.395595727,24.6866830737,24.6520991592,41.0688719855,28.4802387351,0.0517442912769,21.9319768148
474,29.3955957271,24.686713012,24.6520932886,41.0688719855,28.4802387343,0.0517442912769,21.9319768148
475,29.3955957273,24.6866830608,24.6520962262,41.0689452093,28.4802387337,0.0517442912769,21.9319768148
476,29.3008010435,24.6068808891,24.5727898995,40.934443257,28.3824556897,0.0519194338846,21.8611343872
477,29.3007674353,24.6073164325,24.5729737422,40.9351061867,28.3893495799,0.0517442912769,21.8611343872
478,29.3007834899,24.6071343672,24.5728851262,40.9347626213,28.3858271889,0.0517442912769,21.8611343872
479,29.3007791301,24.607165075,24.5729063375,40.9348190812,28.3865929578,0.0517442912769,21.8611343872
480,29.3007802139,24.6071650771,24.5729093391,40.9348738086,28.386592958,0.0517442912769,21.8611343872
481,29.30077805,24.6071803604,24.5729063381,40.9348466326,28.3867170456,0.0517442912769,21.8611343872
482,29.3007791298,24.6071650828,24.5729093398,40.9348738086,28.3868401945,0.0517442912769,21.8611343872
483,29.3007791297,24.6071955999,24.5729123345,40.9348738086,28.3867170462,0.0517442912769,21.8611343872
484,29.3007780498,24.6071650886,24.5729093403,40.9349006492,28.3868401933,0.0517442912769,21.8611343872
485,29.3007780497,24.6071956067,24.5729153223,40.9349006492,28.3868401937,0.0517442912769,21.8611343872
486,29.3007780495,24.6071956119,24.5729093415,40.9349006492,28.3869624276,0.0517442912769,21.8611343872
487,29.3007780493,24.6071803849,24.5729153236,40.934927186,28.3868401947,0.0517442912769,21.8611343872
488,29.2651932171,24.5772328683,24.5431415957,40.8843888102,28.3502551134,0.0517442912769,21.8346085952
489,29.2651812926,24.5774165462,24.5432108073,40.8847032595,28.353029942,0.0517442912769,21.8346085952
490,29.265185573,24.5773255728,24.5431811797,40.8845964481,28.3518287633,0.0517442912769,21.8346085952
491,29.2651844974,24.5773712613,24.5431931131,40.884623624,28.3520759965,0.0517442912769,21.8346085952
492,29.2651834256,24.5773712533,24.5431931121,40.8846770014,28.3521982291,0.0517442912769,21.8346085952
493,29.2651834258,24.5773863815,24.5431990362,40.8846770014,28.3520759951,0.0517442912769,21.8346085952
494,29.265182358,24.5773863721,24.5431990351,40.8846770014,28.3523195674,0.0517442912769,21.8346085952
495,29.2651812941,24.5773863622,24.543201986,40.8847292597,28.3521982268,0.0517442912769,21.8346085952
496,29.2651823586,24.5774164835,24.54320493,40.8847292596,28.3523195656,0.0517442912769,21.8346085952
497,29.2651802345,24.5774164725,24.5432107984,40.8847292596,28.3523195647,0.0517442912769,21.8346085952
498,29.2651802348,24.5774164613,24.5432078656,40.8847805543,28.3523195637,0.0517442912769,21.8346085952
499,29.2651791787,24.5774164495,24.5432166379,40.8847550196,28.3523195626,0.0517442912769,21.8346085952
500,29.1941629363,24.517697258,24.4838315455,40.7842554691,28.2790633851,0.0518735343618,21.7813437398
501,29.1941177516,24.5180130219,24.4839506423,40.7847665725,28.284277042,0.0518360644098,21.7813246037
502,29.1941105774,24.5178367407,24.4838704735,40.7845355992,28.2817850668,0.0518823555006,21.7813054676
503,29.1940883662,24.5178432751,24.4838646449,40.7846622762,28.2821721665,0.0519278375428,21.7812863315
504,29.1940683355,24.5178497468,24.4838467008,40.7846908752,28.282420698,0.0519737241093,21.7812671953
505,29.1940493925,24.5178254666,24.4838317798,40.7847505047,28.2822805317,0.0520196106758,21.7812480592
506,29.1940293617,24.5178011383,24.4838107915,40.7847765069,28.282398752,0.0520654972423,21.7812289231
507,29.1940104228,24.5177922368,24.4837989081,40.7848697637,28.2823877791,0.0521113838088,21.781209787
508,29.1939903924,24.5177833233,24.4837748512,40.7848861607,28.2825049062,0.0521588963429,21.7811906509
509,29.1939703611,24.5177589564,24.483762984,40.7849493634,28.2823658298,0.0522041780366,21.7811715147
510,29.1939514265,24.5177500493,24.4837419508,40.7849991134,28.2824829608,0.0522517369908,21.7811523786
511,29.1939319451,24.5177100539,24.4837239639,40.7850515516,28.2825990499,0.052298840878,21.7811332425
512,29.0756047171,24.4181721132,24.3847819438,40.6176643635,28.1625367481,0.0530918668453,21.6923903771
513,29.0755614924,24.418763952,24.3850084628,40.6182685143,28.1691934463,0.052310157834,21.6923903771
514,29.0755823524,24.4184763029,24.3848951395,40.6179869221,28.1648010571,0.0523578252038,21.6923903771
515,29.0755794574,24.4185250751,24.3849178932,40.6180316053,28.1656686463,0.0523502613155,21.6923903771
516,29.0755783114,24.4185089173,24.3849146681,40.6180350272,28.1656686381,0.0523496820717,21.6923903771
517,29.0755794583,24.4185250539,24.384914668,40.6180336018,28.1659636961,0.0523499233546,21.6923903771
518,29.0755794583,24.4185089198,24.3849114386,40.6180312753,28.1658172112,0.0523503171845,21.6923903771
519,29.0755794582,24.4184927345,24.3849114389,40.6180285125,28.1658907039,0.0523507848693,21.6923903771
520,29.0755806095,24.4185089259,24.3849082016,40.6180254104,28.165963696,0.0523513099865,21.6923903771
521,29.0755806094,24.41849274,24.3849082018,40.6180220246,28.1660362066,0.0523518831156,21.6923903771
522,29.0755806093,24.4184927424,24.3849049562,40.6180183955,28.1660362066,0.0523524974505,21.6923903771
523,29.0755811866,24.4184765035,24.3849017024,40.6180145588,28.1661082535,0.0523531469207,21.6923903771
524,28.9690969404,24.3289127782,24.2958636099,40.4673308123,28.0589205829,0.053242333398,21.6125322361
525,28.969067736,24.3294623925,24.2960853229,40.4678817658,28.06421393,0.0523070123501,21.612542674
526,28.9690975047,24.3292179688,24.2959942732,40.467593621,28.0606884693,0.0524774306837,21.6125531118
527,28.9691030145,24.3292905309,24.2960262552,40.4676296392,28.061072811,0.0522987262164,21.6125635497
528,28.9691133695,24.329294878,24.2960410011,40.467610041,28.0610975974,0.052264449221,21.6125739876
529,28.9691242943,24.3293327272,24.2960491441,40.4676192391,28.0611116904,0.0522293129916,21.6125844255
530,28.9691328663,24.3293211597,24.2960639386,40.4676034341,28.0613110409,0.0522014536086,21.6125948634
531,28.9691449677,24.3293424326,24.2960753839,40.4675850887,28.0612242243,0.0521740242365,21.6126053013
532,28.9691535485,24.3293637357,24.2960868339,40.467567511,28.0613230124,0.0521464649263,21.6126157392
533,28.9691644744,24.3293685907,24.2960982682,40.4675489921,28.0614183566,0.052119064938,21.612626177
534,28.9691742355,24.3293897931,24.2961096941,40.4675302076,28.0614243422,0.0520917099036,21.6126366149
535,28.9691851614,24.3293946478,24.2961211116,40.4675112092,28.0615173275,0.0520643910723,21.6126470528
536,28.9691851617,24.3294109337,24.2961211103,40.4675118597,28.0615173268,0.0520642809535,21.6126470528
537,28.9691840015,24.3293946379,24.2961211102,40.4675117621,28.0616025038,0.0520642974862,21.6126470528
538,28.9691863266,24.3293946361,24.29612111,40.4675114598,28.0616025038,0.0520643486477,21.6126470528
539,28.9691840016,24.3293946344,24.296117831,40.4675109443,28.0616861825,0.0520644359115,21.6126470528
540,28.9691863267,24.3293946323,24.2961178308,40.4675102,28.0616861825,0.0520645619144,21.6126470528
541,28.969185162,24.3293782831,24.2961178306,40.4675092556,28.0617685813,0.0520647217666,21.6126470528
542,28.9691851627,24.329394612,24.2961145407,40.4674810299,28.0618498549,0.052069499768,21.6126470528
543,28.9691863269,24.3293782782,24.2961178301,40.4674786139,28.0617685811,0.0520699087448,21.6126470528
544,28.9691851621,24.3293782772,24.2961145429,40.4674766749,28.0618498578,0.0520702369747,21.6126470528
545,28.969186327,24.3293782756,24.2961145427,40.467474605,28.0620094962,0.052070587367,21.6126470528
546,28.969186327,24.3293618723,24.2961112469,40.4674725341,28.0618498578,0.0520709379206,21.6126470528
547,28.9691863271,24.3293782725,24.2961145425,40.4674704521,28.0620094963,0.0520712903558,21.6126470528
548,29.1468296488,24.4788598952,24.4446995876,40.7192145893,28.2464965834,0.0519737241093,21.7456056578
549,29.1469024997,24.4780320097,24.4443634193,40.7179713393,28.2332746378,0.0522324328172,21.745614356
550,29.1468817374,24.4784248677,24.4445293512,40.7183487501,28.2392765323,0.0519320090489,21.7456230543
551,29.146897502,24.4783496951,24.4445019649,40.7182233216,28.2377450627,0.0519221018448,21.7456317525
552,29.1469077225,24.4783379977,24.4445087519,40.7181739323,28.2377500755,0.0519050166651,21.7456404508
553,29.1469168269,24.4783420576,24.4445061091,40.7181397555,28.2376309853,0.0518853563499,21.745649149
554,29.1469259317,24.4783302826,24.4445160417,40.7181041791,28.2377600597,0.051865932965,21.7456578472
555,29.1469361575,24.4783343335,24.4445165165,40.718069564,28.237640961,0.0518463468322,21.7456665455
556,29.1469452622,24.478338385,24.4445232993,40.7180354458,28.2377700365,0.0518266765965,21.7456752437
557,29.1469554923,24.4783265595,24.444530082,40.7180016757,28.2376509374,0.0518069474351,21.7456839419
558,29.146964597,24.478330611,24.4445305256,40.7179681885,28.2377800129,0.0517871703864,21.7456926402
559,29.1469737018,24.4783346619,24.4445373083,40.7179349036,28.2376609138,0.0517673590992,21.7457013384
560,29.2654969082,24.578030105,24.5436567933,40.8858589707,28.3603783123,0.0516984047103,21.8463034241
561,29.2655575549,24.5774803358,24.543446756,40.8849768411,28.3508946192,0.051679927195,21.8463225602
562,29.265558223,24.5777766605,24.543571433,40.8852592198,28.3554452102,0.0516066315774,21.8463416963
563,29.2655815834,24.5777543533,24.5435676429,40.8850841571,28.3544479368,0.0515607450109,21.8463608324
564,29.265600502,24.5777319517,24.5435856976,40.8850834965,28.3544589079,0.0515148584444,21.8463799685
565,29.2656205331,24.5777877147,24.5436006177,40.884994777,28.3544698791,0.0514689718779,21.8463991047
566,29.2656405641,24.5777810356,24.5436217838,40.8849642375,28.3543652401,0.0514230853114,21.8464182408
567,29.2656594869,24.5778055017,24.5436367038,40.884904608,28.3544918211,0.051377198745,21.8464373769
568,29.2656784139,24.5778299172,24.5436547353,40.8848734589,28.354502792,0.0513313121784,21.846456513
569,29.265698445,24.5778388088,24.5436727591,40.8848418087,28.3543981531,0.0512854256119,21.8464756492
570,29.2657173762,24.5778631731,24.543693864,40.8847821792,28.3545247333,0.0512395390455,21.8464947853
571,29.2657374074,24.5778874874,24.5437087836,40.8847225497,28.3545357038,0.051193652479,21.8465139214
572,28.911453709,24.2801472975,24.2477297626,40.3843533537,27.999909918,0.0546488189123,21.5824581248
573,28.9113171941,24.2820550894,24.2484182475,40.3862376567,28.0145439821,0.0512716910897,21.5794412812
574,28.9113722588,24.2811124354,24.248055075,40.385376006,28.0054906897,0.0524272748122,21.579432583
575,28.9113514177,24.2813082405,24.2481271063,40.3855952876,28.0065179272,0.0520280007885,21.5794238847
576,28.9113470409,24.2811823705,24.2480996775,40.3858197927,28.0065975577,0.0519599561611,21.5794039445
577,28.9113390732,24.2811834167,24.2480853354,40.3858522861,28.0066069343,0.0519723518537,21.5793942243
578,28.9113297921,24.2812032272,24.2480783149,40.3858938513,28.006610754,0.0519849751878,21.5793843507
579,28.9113218056,24.2812050785,24.2480639048,40.3859347313,28.0066166749,0.0519969255099,21.5793744772
580,28.9113112289,24.2812069398,24.2480568865,40.3860058476,28.0066187522,0.0520052007549,21.5793646037
581,28.911303243,24.281208776,24.2480424318,40.3860484051,28.0066220309,0.0520178592314,21.5793547301
582,28.9112939617,24.2812285294,24.2480316793,40.3860897431,28.0066253647,0.0520307034735,21.5793448566
583,28.9111373768,24.2809947676,24.2480209157,40.3861306894,28.0066265574,0.0520444180201,21.5793349831
584,28.891414444,24.2661522153,24.2330277922,40.3629072068,27.993005826,0.0551091594212,21.5610532019
585,28.8914338655,24.2663097981,24.2330848644,40.3630562375,27.9936732751,0.0547553932489,21.5600665489
586,28.8914687855,24.2662623885,24.2330707443,40.3628893159,27.9931883025,0.0548878446665,21.5609132243
587,28.8914977358,24.2662816936,24.2330922127,40.3628202898,27.993184685,0.0548229759217,21.5608935681
588,28.8915284175,24.2663005205,24.2325778261,40.3615468054,27.9931117223,0.0547740152406,21.5609964751
589,28.8915573766,24.2663193717,24.2325932859,40.3614845191,27.9930490553,0.0547301786599,21.5610854605
590,28.8915875428,24.2663194145,24.2326146294,40.3614222852,27.9929920796,0.0546829027257,21.5611559712
591,28.8916177155,24.2663413635,24.2326389925,40.3613602889,27.9929462918,0.0546313855203,21.561241021
592,28.8916465823,24.2663413219,24.2326542597,40.3612988259,27.992904984,0.0545780957828,21.5613238527
593,28.8916772014,24.2663632614,24.2326756031,40.3612377848,27.9928645117,0.0545244209054,21.5614056243
594,28.8912671644,24.2657222587,24.232690688,40.3611777232,27.992832997,0.054467216657,21.5614854691
595,28.8912960312,24.2657223003,24.2327087942,40.3611179304,27.9928012967,0.0544100366228,21.5615627065
596,28.9149829208,24.2856662929,24.2525099709,40.3945649808,28.016398089,0.0540888622445,21.5783465043
597,28.9150158223,24.2855422865,24.2523799142,40.3943818312,28.0155883011,0.054374055708,21.5797790073
598,28.9150329821,24.2856059658,24.2525090564,40.3944135897,28.0159496729,0.0541621755692,21.5791641833
599,28.9150572067,24.2856022876,24.2524542694,40.394348419,28.0158302512,0.0541639920234,21.5793727807
600,28.9150792297,24.2856210805,24.2524498181,40.3943051818,28.0158070343,0.0541216814141,21.5794400638
601,28.9151021427,24.2856177795,24.2524145331,40.3942602995,28.0157784141,0.054084704732,21.5795036879
602,28.9146830077,24.2849639483,24.2520032879,40.3930333491,28.0157626941,0.0540112203716,21.5795651749
603,28.9147045533,24.2849948029,24.2520095034,40.3930105275,28.0157385623,0.0539642063971,21.5796262574
604,28.914727863,24.2849928765,24.2519946139,40.3929772001,28.0157158824,0.0539204972264,21.579686905
605,28.9147494076,24.2850128572,24.2519774058,40.3929431295,28.0156994918,0.0538747798151,21.5797469487
606,28.9147727303,24.2850108468,24.2519584585,40.392907993,28.0156813684,0.053830064253,21.5798064942
607,28.914795169,24.2850308212,24.251938278,40.3928722061,28.0156621754,0.0537859814235,21.5798655734
608,29.1514544461,24.4841628369,24.4499984159,40.727761447,28.2518039319,0.050998361974,21.7525353784
609,29.151556579,24.4828581125,24.4488972724,40.7263832828,28.244083844,0.054171602379,21.760864086
610,29.1515195554,24.4835341545,24.4497627065,40.7271434372,28.248070091,0.0524492647172,21.754070345
611,29.1515405972,24.4833771395,24.4497033645,40.7269407078,28.2470909929,0.0528233491351,21.7556327433
612,29.1515510313,24.4833923856,24.4497045154,40.7269476416,28.2470655127,0.0528038591143,21.7556516095
613,29.1515606611,24.4833855805,24.4497055978,40.7257517688,28.2470250868,0.0527795706056,21.755719514
614,29.1515713004,24.4833942286,24.4497095358,40.7257470495,28.2469853518,0.0527697771286,21.7557917577
615,29.1515802673,24.4834028874,24.4497107852,40.725732226,28.246944301,0.0527621881615,21.7557930098
616,29.1515909168,24.4833903481,24.4497146929,40.7257180564,28.2469076765,0.0527528264127,21.7558541704
617,29.1515998835,24.4834202221,24.4497185896,40.7257038209,28.2468740363,0.0527423552579,21.7558939167
618,29.151610544,24.483407676,24.4497224749,40.7256896855,28.2468376045,0.0527329153608,21.7559345926
619,29.1516186624,24.4834163436,24.4497263488,40.7256758238,28.2468054617,0.0527218186431,21.755974149
620,29.2818089907,24.5929513368,24.5586021854,40.9097637414,28.3765789373,0.0511866549567,21.8502611264
621,29.2818891914,24.5922494058,24.5583563377,40.9089540055,28.3724171499,0.0528043871807,21.8555502659
622,29.2818958021,24.5926519358,24.5585157546,40.9092693959,28.374496885,0.0518879716994,21.8519096369
623,29.281933117,24.5925652257,24.558501515,40.9090904897,28.3739892518,0.0520267852666,21.8527923167
624,29.2819639243,24.5925944225,24.557995589,40.9090154297,28.3739631755,0.0519671955824,21.85286839
625,29.2819955574,24.5926024713,24.5580209156,40.9089367126,28.3739362513,0.0519085433219,21.8529397324
626,29.2820264139,24.5926402096,24.5580438428,40.908854659,28.3739136277,0.0518493799322,21.8530080765
627,29.2820580878,24.5926778596,24.5580667695,40.9087735631,28.3738876433,0.0517913163854,21.8530761143
628,29.2820889444,24.5927358367,24.5580921418,40.9086932973,28.3738645248,0.0517320361857,21.8531424169
629,29.2821206206,24.5927120564,24.5581126236,40.9086136267,28.3738461177,0.0516708861195,21.8532080214
630,29.2821506578,24.592770026,24.5581379956,40.9085342776,28.3738244717,0.0516108978007,21.8532730311
631,29.2821831561,24.5927667192,24.5581609224,40.9084554187,28.37380272,0.0515508662026,21.8533372985
632,29.2810904925,24.5914241399,24.5569429406,40.9057766399,28.3714256364,0.0506936534202,21.8518461263
633,29.2811018278,24.5914098441,24.5569450149,40.9057194689,28.3712874715,0.0507302381468,21.8518541603
634,29.2811115873,24.5914173629,24.5569516756,40.9057003022,28.3712734924,0.050713757893,21.8518621942
635,29.2811213526,24.5914055179,24.5569539548,40.9056788324,28.3712602183,0.0506974027545,21.8518702281
636,29.2811303579,24.5913742362,24.5569562173,40.9056549131,28.3712424913,0.0506831343561,21.8518782621
637,29.2811408894,24.5913816048,24.5569628652,40.9056301639,28.3712205485,0.0506705894688,21.851886296
638,29.2811501398,24.5913613506,24.5569698444,40.9055766251,28.3711998666,0.0506658936047,21.8518959651
639,29.2811593906,24.5913799475,24.556974624,40.9055249944,28.3711769117,0.0506617283068,21.8519056343
640,29.2811686414,24.5913596804,24.5569838008,40.9054739172,28.3711493634,0.0506591940633,21.8519153034
641,29.2811771278,24.5913782856,24.5569907798,40.9054235892,28.3711276059,0.050654358606,21.8519249725
642,29.2811871426,24.5913580228,24.5569977582,40.9053736078,28.3711045941,0.0506499354286,21.8519346417
643,29.2811956294,24.5913766174,24.5570047363,40.9053239944,28.3710769996,0.0506471708024,21.8519443108
644,29.3414587862,24.6425045846,24.60770717,40.9916687623,28.4323701403,0.0508497114697,21.8956106379
645,29.3414807103,24.6422045868,24.6075914388,40.991361635,28.4305957161,0.0515700446822,21.8989921169
646,29.3414685031,24.6423665295,24.607654852,40.9915139745,28.4314678502,0.0512188189138,21.8973791672
647,29.3414710916,24.6423199012,24.6081726854,40.9914517819,28.431211961,0.0513274808849,21.8978048549
648,29.3414712324,24.6423355673,24.6081704605,40.9914352931,28.4311700139,0.0513480710883,21.8978049505
649,29.3414705708,24.6423306855,24.6081706562,40.9914176727,28.431123454,0.0513705849438,21.8978600162
650,29.3414699574,24.6423242761,24.6081733475,40.9913959929,28.4310817274,0.05139261777,21.8978924125
651,29.3414701492,24.6423381071,24.6081736056,40.9913754658,28.4310433576,0.051413195005,21.8979263279
652,29.3414687378,24.6423316867,24.6081787115,40.9913555242,28.4310006737,0.0514352930453,21.8979589736
653,29.3414689295,24.6423353664,24.6081789696,40.9913363951,28.430961128,0.0514560751302,21.8979908009
654,29.341468323,24.6423390286,24.6081840527,40.9913178219,28.430926535,0.0514749034259,21.8980206959
655,29.341467719,24.6423326072,24.6081843103,40.9912995588,28.4308871487,0.0514954790732,21.8980494136
656,29.2704919414,24.5826278271,24.5488305486,40.8907685677,28.3600741207,0.052269437235,21.8477726172
657,29.2704849077,24.5836510352,24.5489860809,40.8910785173,28.362325425,0.0513224405493,21.8438959759
658,29.270518044,24.5834664385,24.5489351502,40.8907938101,28.3612166415,0.0517378174815,21.8458997509
659,29.2705341634,24.5835116253,24.5489654321,40.8907667149,28.3614434016,0.0516080904038,21.8455403403
660,29.2705543915,24.5835138729,24.5489855603,40.8906876716,28.3614283656,0.0515779513071,21.845581637
661,29.2705730014,24.5835369165,24.5490032101,40.8906100054,28.3614086942,0.0515493197197,21.8456302238
662,29.2705933311,24.5835358262,24.5490185346,40.8905212932,28.3613916223,0.0515230907952,21.8456811467
663,29.2706120578,24.5835347262,24.5490436766,40.8904337949,28.3613704831,0.0514981836875,21.8457322364
664,29.2706307934,24.5836049532,24.5490590009,40.8903471151,28.3613500747,0.0514728636037,21.8457838357
665,29.2706511232,24.5836139711,24.5490791974,40.8902608295,28.3613326788,0.0514463456199,21.8458348539
666,29.2706690787,24.5836128698,24.5490993696,40.8901749125,28.3613105136,0.0514215560526,21.8459419285
667,29.2706886214,24.5836319434,24.5491171094,40.8900896797,28.3612928403,0.0513949639759,21.8459094
668,28.7973221492,24.1852629974,24.1501657495,40.2220899144,27.8968655588,0.0543567032396,21.5087421379
669,28.7976572495,24.1884031904,24.1547417836,40.2238356264,27.9027898045,0.0513350833757,21.4871050578
670,28.79774187,24.1871573401,24.152707152,40.2226026866,27.8958343144,0.0543506899351,21.4989403431
671,28.7977172158,24.1875429553,24.1537395625,40.2230898409,27.8979452292,0.0533655487207,21.49602941
672,28.7977165668,24.1874738038,24.1537739859,40.2230408987,27.8978799096,0.0533992252065,21.4959858384
673,28.7977149443,24.1874867866,24.1538402474,40.2230351356,27.8978980236,0.0533911380568,21.4960383542
674,28.7977133188,24.1875003506,24.1538995629,40.223028589,27.8979047447,0.0533878169777,21.4960222307
675,28.7977117111,24.1874911131,24.1539569432,40.2230207939,27.8979114994,0.053384884592,21.4959866383
676,28.798152846,24.1875159084,24.1540127728,40.223013439,27.8979104798,0.0533849491293,21.4960288949
677,28.798152174,24.1875179412,24.154067493,40.224191627,27.8979077624,0.0533990930703,21.49603985
678,28.7981515058,24.1875200024,24.1541226158,40.2241638916,27.8979076688,0.0534023292557,21.4960574972
679,28.7981499068,24.1875332446,24.1541765187,40.2241477368,27.8979005726,0.053406354313,21.4961306484
680,28.7508310205,24.1476995945,24.1140649748,40.1571023607,27.8505697136,0.0540417611373,21.4627739445
681,28.7508219646,24.1479822603,24.1148750227,40.1573422499,27.8520755599,0.0533326259351,21.460159203
682,28.7508411226,24.1485022816,24.1145601089,40.1571386819,27.8512785281,0.053673709538,21.4615110725
683,28.750849482,24.1485330282,24.1150886469,40.1571338639,27.8514725401,0.0535803241484,21.4612611962
684,28.7508588192,24.1485512138,24.1151145688,40.1570855377,27.8514703758,0.0535632013207,21.4612814145
685,28.7513108537,24.1485581667,24.1151657489,40.157039618,27.851469809,0.0535425920378,21.4613089468
686,28.7513219793,24.1485676233,24.115211195,40.1581878888,27.8514697304,0.0535331434123,21.4613376058
687,28.7513316963,24.1485771074,24.1152576551,40.1581302742,27.8514697471,0.0535136700481,21.4613667499
688,28.7513423544,24.1485865484,24.115304151,40.1580843011,27.8514658316,0.0534936990562,21.4613962819
689,28.7513525484,24.1486071711,24.1153516242,40.1580334461,27.8514657341,0.0534730248737,21.4614804138
690,28.7513627465,24.1486053567,24.11539953,40.1579808569,27.8514624645,0.0534537929389,21.4614293181
691,28.7513738718,24.1486258826,24.1154476002,40.1579270334,27.8514564472,0.0534357855649,21.4614918964
692,28.4168089789,23.8656160205,23.8329251908,39.6810246272,27.5128574552,0.0554608521279,21.2217691883
693,28.4166826383,23.8674122668,23.8355748376,39.682940314,27.5237847662,0.0507454477222,21.2073781366
694,28.4167428642,23.866525253,23.8352575748,39.6819704368,27.5186590126,0.0528371468879,21.2114500306
695,28.4167248414,23.8667685223,23.8353591028,39.6821848491,27.51994814,0.0523303656707,21.209409157
696,28.4167225039,23.8667874151,23.8353708262,39.6822323067,27.5200824844,0.0522718858896,21.2092124621
697,28.4167193781,23.8668274683,23.8353824962,39.6822772473,27.5201869873,0.0522250376222,21.2091270692
698,28.4167186024,23.8668274372,23.8353917434,39.6823164397,27.5202765467,0.0521847736944,21.2089854261
699,28.4167162862,23.8668672133,23.8354009145,39.6823513711,27.5203588246,0.0521479652794,21.2089163033
700,28.4167147525,23.8668869755,23.8354100108,39.6823829261,27.5204301348,0.0521158467637,21.2088349567
701,28.4167132268,23.8668869594,23.8354145317,39.6824119962,27.5204992709,0.0520849652559,21.2087631943
702,28.4167124672,23.8669262901,23.8354235202,39.6824386472,27.5205585911,0.0520581791359,21.2086970935
703,28.4167109533,23.8669262772,23.8354324399,39.6824636264,27.5206184169,0.0520314861299,21.2086356536
704,28.5693944522,23.9949145045,23.9627848507,39.8973568239,27.6717928586,0.0492799061753,21.3237326708
705,28.5694647135,23.9940867821,23.9624866459,39.8963725677,27.6666054507,0.0513661009375,21.3237431087
706,28.5694435401,23.9945175223,23.9626587959,39.8968783772,27.669420422,0.050195170946,21.3237535465
707,28.5694604569,23.9944479256,23.962633134,39.8967306244,27.6688520012,0.0504053367097,21.3237639844
708,28.5694713536,23.9944536101,23.9626488326,39.8967208797,27.6689234677,0.0503518633708,21.3237744223
709,28.5694803241,23.9944760182,23.9626606779,39.8967025714,27.6689794559,0.0503056517827,21.3237848602
710,28.5694906009,23.9944808638,23.9626725153,39.8966841341,27.669035011,0.0502596246225,21.3237952981
711,28.5695015272,23.9945032286,23.9626843416,39.8966649991,27.6690862662,0.0502153302104,21.323805736
712,28.5695111587,23.9945080773,23.9626961583,39.8966452727,27.6691391393,0.0501705283469,21.3238161738
713,28.5695220851,23.99453038,23.9627079632,39.896624724,27.6691856029,0.0501282724787,21.3238266117
714,28.5695317221,23.9945352315,23.962716102,39.8966037461,27.6692352956,0.050084876757,21.3238370496
715,28.5695426484,23.9945400728,23.9627315437,39.8965820179,27.6692796051,0.0500436293915,21.3238474875
716,28.8535305529,24.233500179,24.2002408989,40.2989082789,27.9560658588,0.0475185556538,21.5368390628
717,28.8536466575,24.2319890379,24.1996755914,40.2967878932,27.9435178366,0.050413387825,21.536847761
718,28.8536002718,24.2327833543,24.199980079,40.2976418,27.9484222558,0.0484036605162,21.5368564592
719,28.853622124,24.2326199998,24.1999231835,40.2974017418,27.9472793601,0.0488498811404,21.5368651575
720,28.8536288717,24.2326257514,24.1999334268,40.2973978329,27.9473099613,0.0488154793685,21.5368738557
721,28.8536379785,24.2326618263,24.1999496921,40.2973838731,27.9473178867,0.0487912937473,21.5368825539
722,28.8536459461,24.2326658675,24.1999596223,40.2973720793,27.9473324219,0.0487642595124,21.5368912522
723,28.8536539184,24.2326699009,24.1999695433,40.2973611974,27.9473483765,0.0487365379359,21.5368999504
724,28.8536630238,24.2327058011,24.1999856977,40.2973508924,27.9473634912,0.048709034039,21.5369086486
725,28.8536698759,24.232725695,24.1999924791,40.2973411532,27.9473824532,0.0486799897511,21.5369173469
726,28.8536789813,24.2327297264,24.2000116517,40.2973317543,27.9474019408,0.0486506904842,21.5369260451
727,28.8536858509,24.2327495604,24.2000184316,40.2973226376,27.9474193359,0.048622129154,21.5369347434
728,28.2854432174,23.757626757,23.7221428124,39.4946336173,27.3888087048,0.0531504538958,21.1317537807
729,28.2852892602,23.7575201696,23.7258843883,39.4959192614,27.3973631577,0.0479206545381,21.111310991
730,28.2854151393,23.7559976235,23.7253385536,39.4942303419,27.3884465365,0.0515028783356,21.1127635743
731,28.285405478,23.7564464149,23.7255110916,39.4947887113,27.3909780668,0.0504059103346,21.1113492633
732,28.2854236319,23.756469875,23.7255293679,39.494736505,27.3910607033,0.0503318577677,21.1113683994
733,28.2854430025,23.7564965071,23.7255517876,39.4947139915,27.3911587584,0.0502469892106,21.1113875355
734,28.2854610647,23.7565230406,23.7255778688,39.494688527,27.3912527145,0.0501641593246,21.1114066716
735,28.2854797905,23.7565319251,23.7256001753,39.4946604409,27.3913367189,0.0500855100923,21.1114258078
736,28.2854978739,23.7565759177,23.7256224407,39.4946304254,27.3914169758,0.0500085946659,21.1114449439
